37403086 | @CHEMICAL_demethylzeylasteral | demethylzeylasteral | 30 | 19 | Chemical | chemical | demethylzeylasteral
26916564 | @DISEASE_Nystagmus_Pathologic | Nystagmus Pathologic | 2491 | 28 | Disease | disease | vertical cranial deformation
27057306 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 61 | 24 | Disease | disease | hepatocellular carcinoma
27057306 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 87 | 24 | Disease | disease | Hepatocellular carcinoma
27057306 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 113 | 3 | Disease | disease | HCC
27057306 | @DISEASE_Death | Death | 199 | 5 | Disease | disease | death
27057306 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 330 | 3 | Disease | disease | HCC
27057306 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 393 | 3 | Disease | disease | HCC
27057306 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 569 | 3 | Disease | disease | HCC
27057306 | @DISEASE_Hepatitis_B | Hepatitis B | 609 | 13 | Disease | disease | HBV infection
27057306 | @GENE_COX2 | COX2 | 631 | 22 | Gene | gene | cyclooxygenase (COX)-2
27057306 | @GENE_COX2 | COX2 | 681 | 5 | Gene | gene | COX-2
27057306 | @VARIANT_c._1195G>A_TNF_human | c.-1195G>A | 687 | 8 | Variant | variant | -1195G/A
27057306 | @GENE_TNF | TNF | 742 | 27 | Gene | gene | tumor necrosis factor alpha
27057306 | @VARIANT_p.K939Q_XPC_human | p.K939Q | 820 | 9 | Variant | variant | Lys939Gln
27057306 | @VARIANT_p.K939Q_XPC_human | g.33512A>C | 831 | 7 | Variant | variant | A33512C
27057306 | @VARIANT_p.K939Q_XPC_human | rs2228001 | 840 | 9 | Variant | variant | rs2228001
27057306 | @VARIANT_p.A499V_XPC_human | p.A499V | 855 | 9 | Variant | variant | Ala499Val
27057306 | @VARIANT_p.A499V_XPC_human | g.21151C>T | 866 | 7 | Variant | variant | C21151T
27057306 | @VARIANT_p.A499V_XPC_human | rs2228000 | 875 | 9 | Variant | variant | rs2228000
27057306 | @VARIANT_rs1419881 | rs1419881 | 996 | 9 | Variant | variant | rs1419881
27057306 | @VARIANT_rs3997872 | rs3997872 | 1007 | 9 | Variant | variant | rs3997872
27057306 | @VARIANT_rs7453920 | rs7453920 | 1018 | 9 | Variant | variant | rs7453920
27057306 | @VARIANT_rs7768538 | rs7768538 | 1032 | 9 | Variant | variant | rs7768538
27057306 | @VARIANT_rs2275959 | rs2275959 | 1050 | 9 | Variant | variant | rs2275959
27057306 | @VARIANT_rs37821974 | rs37821974 | 1064 | 10 | Variant | variant | rs37821974
27057306 | @GENE_HLA_DQB2 | HLA-DQB2 | 1136 | 8 | Gene | gene | HLA-DQB2
27057306 | @GENE_HLA_DQA1 | HLA-DQA1 | 1146 | 8 | Gene | gene | HLA-DQA1
27057306 | @GENE_TCF19 | TCF19 | 1156 | 5 | Gene | gene | TCF19
27057306 | @GENE_HLA_C | HLA-C | 1163 | 5 | Gene | gene | HLA-C
27057306 | @GENE_UBE2L3 | UBE2L3 | 1170 | 6 | Gene | gene | UBE2L3
27057306 | @GENE_FDX1 | FDX1 | 1183 | 4 | Gene | gene | FDX1
27057306 | @GENE_MICA | MICA | 1189 | 4 | Gene | gene | MICA
27057306 | @GENE_UBE4B | UBE4B | 1195 | 5 | Gene | gene | UBE4B
27057306 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 1377 | 3 | Disease | disease | HCC
27057306 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 1499 | 3 | Disease | disease | HCC
27057306 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 1553 | 3 | Disease | disease | HCC
27057306 | @DISEASE_Hepatitis_B | Hepatitis B | 1591 | 12 | Disease | disease | HBV-infected
27141379 | @GENE_KIR3DL1 | KIR3DL1 | 18 | 3 | Gene | gene | KIR
27141379 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 87 | 7 | Disease | disease | myeloma
27141379 | @DISEASE_Neoplasms | Neoplasms | 175 | 6 | Disease | disease | cancer
27141379 | @DISEASE_Paraproteinemias | Paraproteinemias | 558 | 27 | Disease | disease | plasma cell (PC) dyscrasias
27141379 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 666 | 7 | Disease | disease | myeloma
27141379 | @GENE_KIR2DL1 | KIR2DL1 | 686 | 7 | Gene | gene | KIR2DL1
27141379 | @GENE_HLA_C | HLA-C | 859 | 5 | Gene | gene | HLA-C
27141379 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 898 | 7 | Disease | disease | myeloma
27141379 | @GENE_HLA_C | HLA-C | 972 | 5 | Gene | gene | HLA-C
27141379 | @GENE_KIR2DL1 | KIR2DL1 | 1002 | 7 | Gene | gene | KIR2DL1
27141379 | @GENE_KIR2DL3 | KIR2DL3 | 1071 | 7 | Gene | gene | KIR2DL3
27141379 | @GENE_KIR2DL2 | KIR2DL2 | 1137 | 7 | Gene | gene | KIR2DL2
27141379 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 1227 | 7 | Disease | disease | myeloma
27141379 | @GENE_KIR2DL1 | KIR2DL1 | 1272 | 7 | Gene | gene | KIR2DL1
27141379 | @GENE_KIR3DL1 | KIR3DL1 | 1325 | 7 | Gene | gene | KIR3DL1
27141379 | @DISEASE_Neoplasms | Neoplasms | 1480 | 5 | Disease | disease | tumor
27141379 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 1506 | 7 | Disease | disease | myeloma
27141379 | @DISEASE_Neoplasms | Neoplasms | 1546 | 21 | Disease | disease | hematological cancers
27141379 | @GENE_HLA_C | HLA-C | 1668 | 5 | Gene | gene | HLA-C
27141379 | @GENE_NECTIN2 | NECTIN2 | 1742 | 5 | Gene | gene | CD112
27141379 | @GENE_PVR | PVR | 1749 | 5 | Gene | gene | CD155
27141379 | @GENE_ULBP1 | ULBP1 | 1756 | 6 | Gene | gene | ULBP-1
27141379 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 1800 | 8 | Disease | disease | myeloma-
27141379 | @GENE_KIR2DL1 | KIR2DL1 | 1857 | 7 | Gene | gene | KIR2DL1
27141379 | @GENE_HLA_C | HLA-C | 1915 | 5 | Gene | gene | HLA-C
27141379 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 1971 | 7 | Disease | disease | myeloma
27141379 | @DISEASE_Neoplasms | Neoplasms | 2103 | 7 | Disease | disease | cancers
27141379 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 2118 | 7 | Disease | disease | myeloma
28256194 | @CHEMICAL_Doxorubicin | Doxorubicin | 39 | 11 | Chemical | chemical | Doxorubicin
28256194 | @DISEASE_Cardiotoxicity | Cardiotoxicity | 59 | 14 | Disease | disease | Cardiotoxicity
28256194 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 77 | 13 | Disease | disease | Breast Cancer
28256194 | @CHEMICAL_Doxorubicin | Doxorubicin | 101 | 11 | Chemical | chemical | Doxorubicin
28256194 | @CHEMICAL_Doxorubicin | Doxorubicin | 114 | 3 | Chemical | chemical | DOX
28256194 | @DISEASE_Neoplasms | Neoplasms | 188 | 12 | Disease | disease | malignancies
28256194 | @DISEASE_Cardiotoxicity | Cardiotoxicity | 247 | 14 | Disease | disease | cardiotoxicity
28256194 | @CHEMICAL_Doxorubicin | Doxorubicin | 281 | 3 | Chemical | chemical | DOX
28256194 | @DISEASE_Cardiotoxicity | Cardiotoxicity | 285 | 14 | Disease | disease | cardiotoxicity
28256194 | @CHEMICAL_Doxorubicin | Doxorubicin | 421 | 3 | Chemical | chemical | DOX
28256194 | @DISEASE_Cardiotoxicity | Cardiotoxicity | 425 | 14 | Disease | disease | cardiotoxicity
28256194 | @DISEASE_Inflammation | Inflammation | 507 | 12 | Disease | disease | inflammatory
28256194 | @DISEASE_Drug_Hypersensitivity | Drug Hypersensitivity | 701 | 16 | Disease | disease | hypersensitivity
28256194 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 721 | 13 | Disease | disease | drug toxicity
28256194 | @CHEMICAL_Doxorubicin | Doxorubicin | 805 | 3 | Chemical | chemical | DOX
28256194 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 832 | 13 | Disease | disease | breast cancer
28256194 | @CHEMICAL_Doxorubicin | Doxorubicin | 893 | 3 | Chemical | chemical | DOX
28256194 | @DISEASE_Cardiotoxicity | Cardiotoxicity | 908 | 14 | Disease | disease | cardiotoxicity
28256194 | @GENE_NFKBIL1 | NFKBIL1 | 984 | 7 | Gene | gene | NFKBIL1
28256194 | @GENE_TNF | TNF | 993 | 9 | Gene | gene | TNF-alpha
28256194 | @GENE_ATP6V1G2 | ATP6V1G2 | 1004 | 8 | Gene | gene | ATP6V1G2
28256194 | @GENE_DDX39B | DDX39B | 1013 | 6 | Gene | gene | DDX39B
28256194 | @GENE_MSH5 | MSH5 | 1021 | 4 | Gene | gene | MSH5
28256194 | @GENE_MICA | MICA | 1027 | 4 | Gene | gene | MICA
28256194 | @GENE_LTA | LTA | 1033 | 3 | Gene | gene | LTA
28256194 | @GENE_DDX39B | DDX39B | 1038 | 4 | Gene | gene | BAT1
28256194 | @GENE_NOTCH4 | NOTCH4 | 1048 | 6 | Gene | gene | NOTCH4
28256194 | @DISEASE_Psoriasis | Psoriasis | 1067 | 9 | Disease | disease | psoriasis
28256194 | @GENE_HLA_C | HLA-C | 1102 | 5 | Gene | gene | HLA-C
28256194 | @CHEMICAL_Doxorubicin | Doxorubicin | 1153 | 3 | Chemical | chemical | DOX
28256194 | @DISEASE_Cardiotoxicity | Cardiotoxicity | 1157 | 14 | Disease | disease | cardiotoxicity
28256194 | @DISEASE_Inflammation | Inflammation | 1360 | 12 | Disease | disease | inflammatory
28256194 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 1377 | 19 | Disease | disease | autoimmune diseases
28256194 | @CHEMICAL_Doxorubicin | Doxorubicin | 1474 | 3 | Chemical | chemical | DOX
28256194 | @DISEASE_Cardiotoxicity | Cardiotoxicity | 1478 | 14 | Disease | disease | cardiotoxicity
28256194 | @DISEASE_Inflammation | Inflammation | 1555 | 12 | Disease | disease | inflammation
28256194 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 1572 | 20 | Disease | disease | autoimmune disorders
28578917 | @GENE_STAT3 | STAT3 | 0 | 5 | Gene | gene | STAT3
28578917 | @CHEMICAL_STA_21 | STA-21 | 20 | 5 | Chemical | chemical | STA21
28578917 | @GENE_MICB | MICB | 63 | 4 | Gene | gene | MICB
28578917 | @GENE_MICB | MICB | 95 | 4 | Gene | gene | MICB
28578917 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 103 | 22 | Disease | disease | gastric adenocarcinoma
28578917 | @GENE_KLRK1 | KLRK1 | 133 | 5 | Gene | gene | NKG2D
28578917 | @GENE_MICA | MICA | 233 | 4 | Gene | gene | MICA
28578917 | @GENE_MICB | MICB | 242 | 4 | Gene | gene | MICB
28578917 | @DISEASE_Neoplasms | Neoplasms | 397 | 6 | Disease | disease | tumors
28578917 | @GENE_STAT3 | STAT3 | 405 | 5 | Gene | gene | STAT3
28578917 | @DISEASE_Neoplasms | Neoplasms | 470 | 6 | Disease | disease | cancer
28578917 | @GENE_MICA | MICA | 502 | 4 | Gene | gene | MICA
28578917 | @DISEASE_Neoplasms | Neoplasms | 594 | 6 | Disease | disease | tumors
28578917 | @GENE_STAT3 | STAT3 | 651 | 5 | Gene | gene | STAT3
28578917 | @CHEMICAL_STA_21 | STA-21 | 681 | 5 | Chemical | chemical | STA21
28578917 | @GENE_MICB | MICB | 708 | 4 | Gene | gene | MICB
28578917 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 727 | 22 | Disease | disease | gastric adenocarcinoma
28578917 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 823 | 22 | Disease | disease | gastric adenocarcinoma
28578917 | @GENE_MICB | MICB | 886 | 4 | Gene | gene | MICB
28578917 | @GENE_MICB | MICB | 914 | 4 | Gene | gene | MICB
28578917 | @GENE_MICB | MICB | 1000 | 4 | Gene | gene | MICB
28578917 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 1018 | 22 | Disease | disease | gastric adenocarcinoma
28578917 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 1125 | 22 | Disease | disease | gastric adenocarcinoma
28578917 | @GENE_MICB | MICB | 1172 | 4 | Gene | gene | MICB
28578917 | @GENE_MICB | MICB | 1220 | 4 | Gene | gene | MICB
28578917 | @GENE_KLRK1 | KLRK1 | 1273 | 14 | Gene | gene | NKG2D receptor
28578917 | @GENE_CD8A | CD8A | 1307 | 3 | Gene | gene | CD8
28578917 | @GENE_STAT3 | STAT3 | 1418 | 5 | Gene | gene | STAT3
28578917 | @GENE_MICB | MICB | 1452 | 4 | Gene | gene | MICB
28578917 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 1471 | 22 | Disease | disease | gastric adenocarcinoma
28578917 | @GENE_MICB | MICB | 1529 | 4 | Gene | gene | MICB
28599625 | @GENE_MICB | MICB | 20 | 4 | Gene | gene | MICB
28599625 | @GENE_PLCE1 | PLCE1 | 29 | 5 | Gene | gene | PLCE1
28599625 | @DISEASE_Dengue | Dengue | 84 | 6 | Disease | disease | dengue
28599625 | @DISEASE_Dengue | Dengue | 189 | 6 | Disease | disease | dengue
28599625 | @GENE_MICB | MICB | 199 | 4 | Gene | gene | MICB
28599625 | @VARIANT_rs3132468 | rs3132468 | 204 | 9 | Variant | variant | rs3132468
28599625 | @GENE_PLCE1 | PLCE1 | 218 | 5 | Gene | gene | PLCE1
28599625 | @VARIANT_rs3740360 | rs3740360 | 224 | 9 | Variant | variant | rs3740360
28599625 | @DISEASE_Dengue | Dengue | 443 | 6 | Disease | disease | dengue
28599625 | @DISEASE_Dengue | Dengue | 627 | 6 | Disease | disease | dengue
28599625 | @DISEASE_Dengue | Dengue | 806 | 6 | Disease | disease | dengue
28599625 | @GENE_MICB | MICB | 850 | 4 | Gene | gene | MICB
28599625 | @VARIANT_rs3132468 | rs3132468 | 855 | 9 | Variant | variant | rs3132468
28599625 | @GENE_PLCE1 | PLCE1 | 869 | 5 | Gene | gene | PLCE1
28599625 | @VARIANT_rs3740360 | rs3740360 | 875 | 9 | Variant | variant | rs3740360
28599625 | @GENE_MICB | MICB | 1024 | 4 | Gene | gene | MICB
28599625 | @GENE_PLCE1 | PLCE1 | 1033 | 5 | Gene | gene | PLCE1
28599625 | @DISEASE_Viremia | Viremia | 1262 | 7 | Disease | disease | viremia
28617847 | @DISEASE_Psoriasis | Psoriasis | 65 | 9 | Disease | disease | psoriasis
28617847 | @DISEASE_Psoriasis | Psoriasis | 232 | 9 | Disease | disease | psoriasis
28617847 | @DISEASE_Psoriasis | Psoriasis | 243 | 2 | Disease | disease | Ps
28617847 | @DISEASE_Psoriasis | Psoriasis | 465 | 2 | Disease | disease | Ps
28617847 | @DISEASE_Psoriasis | Psoriasis | 591 | 2 | Disease | disease | Ps
28617847 | @DISEASE_Psoriasis | Psoriasis | 768 | 2 | Disease | disease | Ps
28617847 | @GENE_HLA_C | HLA-C | 772 | 5 | Gene | gene | HLA-C
28617847 | @GENE_IL12B | IL12B | 784 | 5 | Gene | gene | IL12B
28617847 | @GENE_TRIM39 | TRIM39 | 791 | 6 | Gene | gene | TRIM39
28617847 | @GENE_RPP21 | RPP21 | 798 | 5 | Gene | gene | RPP21
28617847 | @GENE_POU5F1 | POU5F1 | 805 | 6 | Gene | gene | POU5F1
28617847 | @GENE_MICA | MICA | 813 | 4 | Gene | gene | MICA
28617847 | @DISEASE_Psoriasis | Psoriasis | 936 | 2 | Disease | disease | Ps
28617847 | @DISEASE_Genetic_Diseases_Inborn | Genetic Diseases Inborn | 940 | 5 | Disease | disease | GRS-N
28617847 | @DISEASE_Psoriasis | Psoriasis | 1033 | 2 | Disease | disease | Ps
28617847 | @GENE_HLA_C | HLA-C | 1107 | 5 | Gene | gene | HLA-C
28617847 | @DISEASE_Genetic_Diseases_Inborn | Genetic Diseases Inborn | 1341 | 5 | Disease | disease | GRS-N
28617847 | @DISEASE_Genetic_Diseases_Inborn | Genetic Diseases Inborn | 1379 | 5 | Disease | disease | GRS-N
28617847 | @DISEASE_Psoriasis | Psoriasis | 1400 | 2 | Disease | disease | Ps
28617847 | @DISEASE_Genetic_Diseases_Inborn | Genetic Diseases Inborn | 1425 | 5 | Disease | disease | GRS-N
28617847 | @DISEASE_Psoriasis | Psoriasis | 1491 | 2 | Disease | disease | Ps
28617847 | @DISEASE_Genetic_Diseases_Inborn | Genetic Diseases Inborn | 1534 | 5 | Disease | disease | GRS-N
28617847 | @DISEASE_Psoriasis | Psoriasis | 1580 | 2 | Disease | disease | Ps
28617847 | @DISEASE_Psoriasis | Psoriasis | 1629 | 2 | Disease | disease | Ps
28617847 | @DISEASE_Psoriasis | Psoriasis | 1785 | 2 | Disease | disease | Ps
28617847 | @GENE_HLA_C | HLA-C | 1843 | 5 | Gene | gene | HLA-C
28617847 | @DISEASE_Psoriasis | Psoriasis | 1887 | 2 | Disease | disease | Ps
28684217 | @DISEASE_Crohn_Disease | Crohn Disease | 27 | 15 | Disease | disease | Crohn's disease
28684217 | @GENE_KLRK1 | KLRK1 | 47 | 5 | Gene | gene | NKG2D
28684217 | @GENE_CD8A | CD8A | 78 | 3 | Gene | gene | CD8
28684217 | @GENE_KLRK1 | KLRK1 | 136 | 14 | Gene | gene | NKG2D receptor
28684217 | @GENE_MICA | MICA | 182 | 4 | Gene | gene | MICA
28684217 | @GENE_MICB | MICB | 188 | 4 | Gene | gene | MICB
28684217 | @GENE_ULBP1 | ULBP1 | 198 | 7 | Gene | gene | ULBP1-6
28684217 | @DISEASE_Crohn_Disease | Crohn Disease | 280 | 15 | Disease | disease | Crohn's disease
28684217 | @DISEASE_Crohn_Disease | Crohn Disease | 297 | 2 | Disease | disease | CD
28684217 | @GENE_KLRK1 | KLRK1 | 302 | 5 | Gene | gene | NKG2D
28684217 | @GENE_MICA | MICA | 413 | 4 | Gene | gene | MICA
28684217 | @GENE_MICB | MICB | 422 | 4 | Gene | gene | MICB
28684217 | @DISEASE_Crohn_Disease | Crohn Disease | 430 | 2 | Disease | disease | CD
28684217 | @GENE_KLRK1 | KLRK1 | 531 | 5 | Gene | gene | NKG2D
28684217 | @GENE_RAET1E | RAET1E | 588 | 7 | Gene | gene | ULBP4-6
28684217 | @DISEASE_Crohn_Disease | Crohn Disease | 600 | 2 | Disease | disease | CD
28684217 | @DISEASE_Crohn_Disease | Crohn Disease | 756 | 2 | Disease | disease | CD
28684217 | @GENE_KLRK1 | KLRK1 | 881 | 5 | Gene | gene | NKG2D
28684217 | @GENE_KLRK1 | KLRK1 | 939 | 5 | Gene | gene | NKG2D
28684217 | @GENE_CD8A | CD8A | 979 | 3 | Gene | gene | CD8
28684217 | @GENE_KLRK1 | KLRK1 | 1118 | 5 | Gene | gene | NKG2D
28684217 | @DISEASE_Crohn_Disease | Crohn Disease | 1165 | 2 | Disease | disease | CD
28684217 | @GENE_KLRK1 | KLRK1 | 1179 | 5 | Gene | gene | NKG2D
28684217 | @GENE_NCAM1 | NCAM1 | 1199 | 4 | Gene | gene | CD56
28684217 | @GENE_CRP | CRP | 1284 | 3 | Gene | gene | CRP
28684217 | @GENE_KLRK1 | KLRK1 | 1392 | 5 | Gene | gene | NKG2D
28684217 | @DISEASE_Crohn_Disease | Crohn Disease | 1418 | 2 | Disease | disease | CD
28684217 | @GENE_KLRK1 | KLRK1 | 1450 | 5 | Gene | gene | NKG2D
28684217 | @GENE_KLRK1 | KLRK1 | 1628 | 5 | Gene | gene | NKG2D
28684217 | @GENE_ULBP2 | ULBP2 | 1664 | 7 | Gene | gene | ULBP2/6
28684217 | @GENE_KLRK1 | KLRK1 | 1685 | 5 | Gene | gene | NKG2D
28684217 | @GENE_CD8A | CD8A | 1694 | 3 | Gene | gene | CD8
28684217 | @GENE_KLRK1 | KLRK1 | 1797 | 5 | Gene | gene | NKG2D
28684217 | @GENE_KLRK1 | KLRK1 | 1849 | 5 | Gene | gene | NKG2D
28684217 | @DISEASE_Crohn_Disease | Crohn Disease | 1858 | 2 | Disease | disease | CD
28684217 | @GENE_KLRK1 | KLRK1 | 1878 | 5 | Gene | gene | NKG2D
28684217 | @GENE_KLRK1 | KLRK1 | 1961 | 5 | Gene | gene | NKG2D
28684217 | @DISEASE_Crohn_Disease | Crohn Disease | 1998 | 2 | Disease | disease | CD
28855716 | @GENE_NMNAT2 | NMNAT2 | 46 | 6 | Gene | gene | NMNAT2
28855716 | @GENE_HCP5 | HCP5 | 57 | 4 | Gene | gene | HCP5
28855716 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 89 | 16 | Disease | disease | Kawasaki disease
28855716 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 107 | 16 | Disease | disease | Kawasaki disease
28855716 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 125 | 2 | Disease | disease | KD
28855716 | @DISEASE_Systemic_Vasculitis | Systemic Vasculitis | 132 | 19 | Disease | disease | systemic vasculitis
28855716 | @DISEASE_Fever | Fever | 190 | 5 | Disease | disease | fever
28855716 | @DISEASE_Inflammation | Inflammation | 200 | 26 | Disease | disease | mucocutaneous inflammation
28855716 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 341 | 2 | Disease | disease | KD
28855716 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 401 | 2 | Disease | disease | KD
28855716 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 529 | 2 | Disease | disease | KD
28855716 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 668 | 2 | Disease | disease | KD
28855716 | @GENE_BLK | BLK | 736 | 3 | Gene | gene | BLK
28855716 | @VARIANT_rs6993775 | rs6993775 | 747 | 9 | Variant | variant | rs6993775
28855716 | @GENE_NMNAT2 | NMNAT2 | 839 | 6 | Gene | gene | NMNAT2
28855716 | @VARIANT_rs2078087 | rs2078087 | 868 | 9 | Variant | variant | rs2078087
28855716 | @GENE_HLA_A | HLA-A | 936 | 3 | Gene | gene | HLA
28855716 | @GENE_HLA_C | HLA-C | 970 | 5 | Gene | gene | HLA-C
28855716 | @GENE_HLA_B | HLA-B | 977 | 5 | Gene | gene | HLA-B
28855716 | @GENE_MICA | MICA | 984 | 4 | Gene | gene | MICA
28855716 | @GENE_HCP5 | HCP5 | 993 | 4 | Gene | gene | HCP5
28855716 | @VARIANT_rs9380242 | rs9380242 | 1000 | 9 | Variant | variant | rs9380242
28855716 | @VARIANT_rs9378199 | rs9378199 | 1011 | 9 | Variant | variant | rs9378199
28855716 | @VARIANT_rs9266669 | rs9266669 | 1022 | 9 | Variant | variant | rs9266669
28855716 | @VARIANT_rs6938467 | rs6938467 | 1036 | 9 | Variant | variant | rs6938467
28855716 | @VARIANT_rs17280682 | rs17280682 | 1110 | 10 | Variant | variant | rs17280682
28855716 | @GENE_NLRP14 | NLRP14 | 1124 | 6 | Gene | gene | NLRP14
28855716 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 1165 | 2 | Disease | disease | KD
28855716 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 1323 | 2 | Disease | disease | KD
28926962 | @GENE_KLRK1 | KLRK1 | 5 | 5 | Gene | gene | NKG2D
28926962 | @DISEASE_Crohn_Disease | Crohn Disease | 36 | 15 | Disease | disease | Crohn's Disease
28926962 | @DISEASE_Crohn_Disease | Crohn Disease | 53 | 15 | Disease | disease | Crohn's disease
28926962 | @DISEASE_Crohn_Disease | Crohn Disease | 70 | 2 | Disease | disease | CD
28926962 | @DISEASE_Colitis_Ulcerative | Colitis Ulcerative | 78 | 18 | Disease | disease | ulcerative colitis
28926962 | @DISEASE_Colitis_Ulcerative | Colitis Ulcerative | 98 | 2 | Disease | disease | UC
28926962 | @DISEASE_Gastrointestinal_Neoplasms | Gastrointestinal Neoplasms | 183 | 42 | Disease | disease | inflammation of the gastrointestinal tract
28926962 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 247 | 3 | Disease | disease | IBD
28926962 | @GENE_KLRK1 | KLRK1 | 400 | 23 | Gene | gene | Natural Killer Group 2D
28926962 | @GENE_KLRK1 | KLRK1 | 425 | 5 | Gene | gene | NKG2D
28926962 | @GENE_NCAM1 | NCAM1 | 566 | 4 | Gene | gene | CD56
28926962 | @GENE_CD8A | CD8A | 579 | 3 | Gene | gene | CD8
28926962 | @GENE_KLRK1 | KLRK1 | 607 | 5 | Gene | gene | NKG2D
28926962 | @GENE_KLRK1 | KLRK1 | 710 | 5 | Gene | gene | NKG2D
28926962 | @DISEASE_Neoplasms | Neoplasms | 766 | 6 | Disease | disease | cancer
28926962 | @DISEASE_Virus_Diseases | Virus Diseases | 777 | 16 | Disease | disease | viral infections
28926962 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 844 | 26 | Disease | disease | inflammatory bowel disease
28926962 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 872 | 3 | Disease | disease | IBD
28926962 | @DISEASE_Inflammation | Inflammation | 974 | 23 | Disease | disease | intestinal inflammation
28926962 | @DISEASE_Nerve_Degeneration | Nerve Degeneration | 1061 | 12 | Disease | disease | degeneration
28926962 | @GENE_KLRK1 | KLRK1 | 1140 | 5 | Gene | gene | NKG2D
28926962 | @DISEASE_Crohn_Disease | Crohn Disease | 1176 | 2 | Disease | disease | CD
28926962 | @GENE_KLRK1 | KLRK1 | 1208 | 5 | Gene | gene | NKG2D
28926962 | @DISEASE_Crohn_Disease | Crohn Disease | 1273 | 2 | Disease | disease | CD
28926962 | @GENE_KLRK1 | KLRK1 | 1393 | 5 | Gene | gene | NKG2D
28926962 | @DISEASE_Crohn_Disease | Crohn Disease | 1402 | 15 | Disease | disease | Crohn's disease
29929468 | @DISEASE_Dengue | Dengue | 51 | 6 | Disease | disease | dengue
29929468 | @DISEASE_Infections | Infections | 310 | 9 | Disease | disease | infection
29929468 | @DISEASE_Infections | Infections | 422 | 10 | Disease | disease | infections
29929468 | @DISEASE_Infections | Infections | 483 | 9 | Disease | disease | infection
29929468 | @DISEASE_Infections | Infections | 578 | 10 | Disease | disease | infections
29929468 | @DISEASE_Dengue | Dengue | 1170 | 6 | Disease | disease | dengue
29929468 | @DISEASE_West_Nile_Fever | West Nile Fever | 1180 | 23 | Disease | disease | West Nile virus disease
29929468 | @DISEASE_Infections | Infections | 1374 | 10 | Disease | disease | infections
29929468 | @GENE_OAS1 | OAS1 | 1447 | 4 | Gene | gene | OAS1
29929468 | @GENE_CCR5 | CCR5 | 1492 | 4 | Gene | gene | CCR5
29929468 | @GENE_MICB | MICB | 1620 | 4 | Gene | gene | MICB
29929468 | @GENE_PLCE1 | PLCE1 | 1662 | 5 | Gene | gene | PLCE1
29929468 | @GENE_MBL2 | MBL2 | 1705 | 4 | Gene | gene | MBL2
29929468 | @GENE_IFNG | IFNG | 1751 | 9 | Gene | gene | IFN-gamma
29970280 | @DISEASE_Fetal_Diseases | Fetal Diseases | 23 | 18 | Disease | disease | fetal microcephaly
