24631022 | @CHEMICAL_galiellalactone | galiellalactone | 22 | 15 | Chemical | chemical | galiellalactone
1406695 | @GENE_CD4 | CD4 | 53 | 3 | Gene | gene | CD4
1406695 | @GENE_LCK | LCK | 57 | 6 | Gene | gene | p56lck
1406695 | @GENE_CD4 | CD4 | 88 | 3 | Gene | gene | CD4
1406695 | @GENE_CD8A | CD8A | 96 | 3 | Gene | gene | CD8
1406695 | @GENE_SRC | SRC | 158 | 3 | Gene | gene | Src
1406695 | @GENE_LCK | LCK | 176 | 6 | Gene | gene | p56lck
1406695 | @GENE_HCAR3 | HCAR3 | 189 | 19 | Gene | gene | GTP-binding protein
1406695 | @GENE_CD8A | CD8A | 210 | 3 | Gene | gene | p32
1406695 | @GENE_SART3 | SART3 | 471 | 4 | Gene | gene | p110
1406695 | @GENE_CD4 | CD4 | 497 | 3 | Gene | gene | CD4
1406695 | @GENE_LCK | LCK | 501 | 6 | Gene | gene | p56lck
1406695 | @DISEASE_Leukemia | Leukemia | 560 | 8 | Disease | disease | leukemic
1406695 | @GENE_SART3 | SART3 | 583 | 4 | Gene | gene | p110
1406695 | @GENE_CD4 | CD4 | 612 | 3 | Gene | gene | CD4
1406695 | @GENE_LCK | LCK | 616 | 6 | Gene | gene | p56lck
1406695 | @GENE_SART3 | SART3 | 700 | 4 | Gene | gene | p110
1406695 | @GENE_RAF1 | RAF1 | 801 | 5 | Gene | gene | Raf-1
1406695 | @GENE_SART3 | SART3 | 827 | 4 | Gene | gene | p110
1406695 | @GENE_RAF1 | RAF1 | 861 | 5 | Gene | gene | Raf-1
1406695 | @GENE_CD4 | CD4 | 920 | 3 | Gene | gene | CD4
1406695 | @GENE_LCK | LCK | 924 | 6 | Gene | gene | p56lck
1406695 | @GENE_SART3 | SART3 | 940 | 4 | Gene | gene | p110
1406695 | @CHEMICAL_Phorbol_Esters | Phorbol Esters | 1023 | 13 | Chemical | chemical | phorbol ester
1406695 | @GENE_SART3 | SART3 | 1109 | 4 | Gene | gene | p110
1406695 | @GENE_CD4 | CD4 | 1130 | 3 | Gene | gene | CD4
1406695 | @GENE_LCK | LCK | 1134 | 6 | Gene | gene | p56lck
1406695 | @GENE_CD4 | CD4 | 1177 | 3 | Gene | gene | CD4
1406695 | @GENE_LCK | LCK | 1181 | 6 | Gene | gene | p56lck
1406695 | @GENE_RAF1 | RAF1 | 1216 | 5 | Gene | gene | Raf-1
1406695 | @GENE_SART3 | SART3 | 1230 | 4 | Gene | gene | p110
1406695 | @GENE_CD4 | CD4 | 1300 | 3 | Gene | gene | CD4
1406695 | @GENE_LCK | LCK | 1304 | 6 | Gene | gene | p56lck
1406695 | @GENE_SART3 | SART3 | 1320 | 4 | Gene | gene | p110
1406695 | @GENE_CD4 | CD4 | 1359 | 3 | Gene | gene | CD4
1406695 | @GENE_LCK | LCK | 1363 | 6 | Gene | gene | p56lck
1825123 | @DISEASE_Neoplasms | Neoplasms | 37 | 5 | Disease | disease | tumor
1825123 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 106 | 14 | Disease | disease | breast cancers
1825123 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 215 | 13 | Disease | disease | breast cancer
1825123 | @DISEASE_Neoplasms | Neoplasms | 371 | 5 | Disease | disease | tumor
1825123 | @DISEASE_Neoplasms | Neoplasms | 398 | 5 | Disease | disease | tumor
1825123 | @DISEASE_Neoplasms | Neoplasms | 629 | 5 | Disease | disease | tumor
1825123 | @CHEMICAL_Ionomycin | Ionomycin | 750 | 9 | Chemical | chemical | ionomycin
1825123 | @GENE_FCGR3A | FCGR3A | 958 | 4 | Gene | gene | CD16
1825123 | @GENE_CD4 | CD4 | 997 | 3 | Gene | gene | CD4
1825123 | @GENE_CD8A | CD8A | 1006 | 3 | Gene | gene | CD8
1825123 | @DISEASE_Neoplasms | Neoplasms | 1071 | 5 | Disease | disease | tumor
1898906 | @DISEASE_Mycobacterium_Infections_Nontuberculous | Mycobacterium Infections Nontuberculous | 96 | 23 | Disease | disease | mycobacterial infection
1898906 | @DISEASE_Invasive_Pneumococcal_Disease_Recurrent_Isolated_2 | Invasive Pneumococcal Disease Recurrent Isolated 2 | 190 | 13 | Disease | disease | mycobacterial
1898906 | @GENE_CD4 | CD4 | 221 | 3 | Gene | gene | CD4
1898906 | @DISEASE_Inflammation | Inflammation | 278 | 12 | Disease | disease | inflammatory
1898906 | @DISEASE_Invasive_Pneumococcal_Disease_Recurrent_Isolated_2 | Invasive Pneumococcal Disease Recurrent Isolated 2 | 344 | 13 | Disease | disease | mycobacterial
1898906 | @GENE_CD8A | CD8A | 859 | 3 | Gene | gene | CD8
1898906 | @DISEASE_Invasive_Pneumococcal_Disease_Recurrent_Isolated_2 | Invasive Pneumococcal Disease Recurrent Isolated 2 | 1293 | 13 | Disease | disease | mycobacterial
1898906 | @GENE_CD8A | CD8A | 1527 | 3 | Gene | gene | P32
1898906 | @DISEASE_Invasive_Pneumococcal_Disease_Recurrent_Isolated_2 | Invasive Pneumococcal Disease Recurrent Isolated 2 | 1551 | 13 | Disease | disease | mycobacterial
1898906 | @DISEASE_Inflammation | Inflammation | 1873 | 12 | Disease | disease | inflammatory
1898906 | @DISEASE_Tuberculosis_Meningeal | Tuberculosis Meningeal | 1894 | 11 | Disease | disease | tuberculous
1898906 | @DISEASE_Inflammation | Inflammation | 1995 | 12 | Disease | disease | inflammatory
1925604 | @GENE_HCAR3 | HCAR3 | 8 | 19 | Gene | gene | GTP-binding protein
1925604 | @GENE_CD4 | CD4 | 48 | 3 | Gene | gene | CD4
1925604 | @GENE_LCK | LCK | 52 | 6 | Gene | gene | p56lck
1925604 | @GENE_CD8A | CD8A | 63 | 3 | Gene | gene | CD8
1925604 | @GENE_LCK | LCK | 67 | 6 | Gene | gene | p56lck
1925604 | @GENE_GNAI1 | GNAI1 | 222 | 2 | Gene | gene | Gi
1925604 | @GENE_HRAS | HRAS | 316 | 6 | Gene | gene | p21ras
1925604 | @GENE_CD4 | CD4 | 354 | 3 | Gene | gene | CD4
1925604 | @GENE_LCK | LCK | 358 | 6 | Gene | gene | p56lck
1925604 | @GENE_CD8A | CD8A | 369 | 3 | Gene | gene | CD8
1925604 | @GENE_LCK | LCK | 373 | 6 | Gene | gene | p56lck
1925604 | @GENE_CD8A | CD8A | 441 | 3 | Gene | gene | p32
1925604 | @GENE_CD4 | CD4 | 550 | 3 | Gene | gene | CD4
1925604 | @GENE_CD8A | CD8A | 558 | 3 | Gene | gene | CD8
1925604 | @CHEMICAL_Guanosine_Diphosphate | Guanosine Diphosphate | 603 | 21 | Chemical | chemical | guanosine diphosphate
1925604 | @CHEMICAL_Guanosine_Diphosphate | Guanosine Diphosphate | 626 | 3 | Chemical | chemical | GDP
1925604 | @GENE_CD8A | CD8A | 636 | 3 | Gene | gene | p32
1925604 | @GENE_HCAR3 | HCAR3 | 823 | 19 | Gene | gene | GTP-binding protein
12133983 | @DISEASE_Demyelinating_Diseases | Demyelinating Diseases | 30 | 13 | Disease | disease | demyelination
12133983 | @DISEASE_Central_Nervous_System_Viral_Diseases | Central Nervous System Viral Diseases | 50 | 45 | Disease | disease | viral infection of the central nervous system
12133983 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 97 | 18 | Disease | disease | Multiple sclerosis
12133983 | @DISEASE_Central_Nervous_System_Diseases | Central Nervous System Diseases | 119 | 39 | Disease | disease | chronic inflammatory disease of the CNS
12133983 | @DISEASE_Demyelinating_Diseases | Demyelinating Diseases | 196 | 13 | Disease | disease | demyelination
12133983 | @DISEASE_Demyelinating_Diseases | Demyelinating Diseases | 489 | 13 | Disease | disease | demyelination
12133983 | @DISEASE_Inflammation | Inflammation | 524 | 12 | Disease | disease | inflammation
12133983 | @DISEASE_Demyelinating_Diseases | Demyelinating Diseases | 668 | 13 | Disease | disease | demyelination
12133983 | @DISEASE_Demyelinating_Diseases | Demyelinating Diseases | 843 | 13 | Disease | disease | demyelination
12133983 | @DISEASE_Demyelinating_Diseases | Demyelinating Diseases | 1096 | 13 | Disease | disease | demyelination
12133983 | @DISEASE_Infections | Infections | 1126 | 9 | Disease | disease | infection
12133983 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 1164 | 18 | Disease | disease | multiple sclerosis
22025728 | @GENE_CD8A | CD8A | 0 | 3 | Gene | gene | Cd8
22025728 | @GENE_CD8A | CD8A | 43 | 8 | Gene | gene | CD8alpha
22025728 | @GENE_CD8A | CD8A | 76 | 3 | Gene | gene | CD8
22025728 | @GENE_CD8A | CD8A | 90 | 4 | Gene | gene | Cd8a
22025728 | @GENE_CD8B | CD8B | 99 | 5 | Gene | gene | Cd8b1
22025728 | @GENE_CD8A | CD8A | 122 | 3 | Gene | gene | Cd8
22025728 | @GENE_CD8A | CD8A | 210 | 3 | Gene | gene | Cd8
22025728 | @GENE_CD8A | CD8A | 303 | 3 | Gene | gene | CD8
22025728 | @GENE_CD8A | CD8A | 325 | 3 | Gene | gene | CD8
22025728 | @GENE_CD8A | CD8A | 369 | 3 | Gene | gene | Cd8
22025728 | @GENE_CBFB | CBFB | 423 | 7 | Gene | gene | CBFbeta
22025728 | @GENE_RUNX3 | RUNX3 | 522 | 5 | Gene | gene | Runx3
22025728 | @GENE_CBFB | CBFB | 533 | 7 | Gene | gene | CBFbeta
22025728 | @GENE_CD8A | CD8A | 551 | 3 | Gene | gene | CD8
22025728 | @GENE_CD8A | CD8A | 581 | 8 | Gene | gene | CD8alpha
22025728 | @GENE_CD8A | CD8A | 690 | 4 | Gene | gene | Cd8a
22025728 | @GENE_CD8A | CD8A | 756 | 8 | Gene | gene | CD8alpha
22025728 | @GENE_RUNX3 | RUNX3 | 813 | 5 | Gene | gene | Runx3
22025728 | @GENE_CBFB | CBFB | 824 | 7 | Gene | gene | CBFbeta
22025728 | @GENE_CD8A | CD8A | 842 | 3 | Gene | gene | CD8
22025728 | @CHEMICAL_trichostatin_A | trichostatin A | 896 | 15 | Chemical | chemical | trichostatin A.
22025728 | @GENE_CBFB | CBFB | 927 | 7 | Gene | gene | CBFbeta
22025728 | @GENE_CD8A | CD8A | 987 | 3 | Gene | gene | CD8
22025728 | @GENE_CD8A | CD8A | 1036 | 4 | Gene | gene | Cd8a
22025728 | @GENE_CD8A | CD8A | 1057 | 3 | Gene | gene | CD8
22025728 | @GENE_CD8A | CD8A | 1107 | 8 | Gene | gene | CD8alpha
22025728 | @GENE_CBFB | CBFB | 1121 | 7 | Gene | gene | CBFbeta
22025728 | @GENE_RUNX3 | RUNX3 | 1210 | 5 | Gene | gene | Runx3
22025728 | @GENE_CBFB | CBFB | 1216 | 7 | Gene | gene | CBFbeta
22025728 | @GENE_CD8A | CD8A | 1264 | 4 | Gene | gene | Cd8a
22025728 | @GENE_CBFB | CBFB | 1317 | 7 | Gene | gene | CBFbeta
22025728 | @GENE_CD8A | CD8A | 1360 | 8 | Gene | gene | CD8alpha
23055271 | @DISEASE_Myasthenia_Gravis | Myasthenia Gravis | 9 | 17 | Disease | disease | myasthenia gravis
23055271 | @GENE_TNIP1 | TNIP1 | 61 | 5 | Gene | gene | TNIP1
23055271 | @DISEASE_Myasthenia_Gravis | Myasthenia Gravis | 205 | 17 | Disease | disease | myasthenia gravis
23055271 | @DISEASE_Myasthenia_Gravis | Myasthenia Gravis | 224 | 4 | Disease | disease | EOMG
23055271 | @DISEASE_Myasthenia_Gravis | Myasthenia Gravis | 333 | 4 | Disease | disease | EOMG
23055271 | @GENE_HLA_A | HLA-A | 583 | 3 | Gene | gene | HLA
23055271 | @VARIANT_rs7750641 | rs7750641 | 672 | 9 | Variant | variant | rs7750641
23055271 | @GENE_PTPN22 | PTPN22 | 896 | 6 | Gene | gene | PTPN22
23055271 | @VARIANT_p.R620W_PTPN22_human | rs2476601 | 904 | 9 | Variant | variant | rs2476601
23055271 | @VARIANT_p.P151A_TNIP1_human | rs2233290 | 973 | 9 | Variant | variant | rs2233290
23055271 | @GENE_TNIP1 | TNIP1 | 1017 | 29 | Gene | gene | TNFAIP3-interacting protein 1
23055271 | @GENE_TNIP1 | TNIP1 | 1048 | 5 | Gene | gene | TNIP1
23055271 | @GENE_PTPN22 | PTPN22 | 1087 | 6 | Gene | gene | PTPN22
23055271 | @GENE_TNIP1 | TNIP1 | 1161 | 5 | Gene | gene | TNIP1
23055271 | @DISEASE_Myasthenia_Gravis | Myasthenia Gravis | 1170 | 4 | Disease | disease | EOMG
23055271 | @GENE_NFKB1 | NFKB1 | 1249 | 9 | Gene | gene | NF-kappaB
23055271 | @GENE_HLA_A | HLA-A | 1300 | 3 | Gene | gene | HLA
23055271 | @GENE_CD8A | CD8A | 1348 | 3 | Gene | gene | CD8
23364441 | @DISEASE_HIV_Infections | HIV Infections | 221 | 13 | Disease | disease | HIV infection
23364441 | @GENE_CD8A | CD8A | 254 | 3 | Gene | gene | CD8
23364441 | @DISEASE_HIV_Infections | HIV Infections | 453 | 11 | Disease | disease | HIV disease
23364441 | @GENE_HLA_B | HLA-B | 632 | 5 | Gene | gene | HLA-B
23364441 | @DISEASE_HIV_Infections | HIV Infections | 671 | 3 | Disease | disease | HIV
23364441 | @GENE_H3P44 | H3P44 | 849 | 3 | Gene | gene | p55
23364441 | @GENE_FCGR2A | FCGR2A | 924 | 11 | Gene | gene | FcgammaRIIa
23364441 | @GENE_H3P12 | H3P12 | 1035 | 3 | Gene | gene | p18
23364441 | @GENE_TMED2 | TMED2 | 1040 | 3 | Gene | gene | p24
23364441 | @GENE_ARL6 | ARL6 | 1045 | 4 | Gene | gene | rp55
23364441 | @GENE_CD8A | CD8A | 1068 | 3 | Gene | gene | p32
23364441 | @GENE_HCP5 | HCP5 | 1073 | 3 | Gene | gene | p51
23364441 | @GENE_POLD3 | POLD3 | 1078 | 3 | Gene | gene | p66
23364441 | @GENE_HLA_B | HLA-B | 1361 | 5 | Gene | gene | HLA-B
23364441 | @GENE_HLA_B | HLA-B | 1447 | 5 | Gene | gene | HLA-B
23364441 | @GENE_HLA_B | HLA-B | 1674 | 5 | Gene | gene | HLA-B
23364441 | @GENE_FCGR2A | FCGR2A | 1711 | 11 | Gene | gene | FcgammaRIIa
23364441 | @GENE_CD8A | CD8A | 1965 | 3 | Gene | gene | CD8
25688078 | @GENE_CHI3L1 | CHI3L1 | 0 | 18 | Gene | gene | Chitinase 3-like 1
25688078 | @GENE_CHI3L1 | CHI3L1 | 75 | 18 | Gene | gene | Chitinase 3-like 1
25688078 | @GENE_CHI3L1 | CHI3L1 | 95 | 6 | Gene | gene | CHI3L1
25688078 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 190 | 18 | Disease | disease | multiple sclerosis
25688078 | @GENE_CHI3L1 | CHI3L1 | 311 | 6 | Gene | gene | CHI3L1
25688078 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 389 | 18 | Disease | disease | multiple sclerosis
25688078 | @GENE_CHI3L1 | CHI3L1 | 499 | 6 | Gene | gene | CHI3L1
25688078 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 893 | 18 | Disease | disease | multiple sclerosis
25688078 | @GENE_CHI3L1 | CHI3L1 | 941 | 6 | Gene | gene | CHI3L1
25688078 | @GENE_CHI3L1 | CHI3L1 | 1112 | 6 | Gene | gene | CHI3L1
25688078 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 1152 | 18 | Disease | disease | multiple sclerosis
25688078 | @GENE_CHI3L1 | CHI3L1 | 1227 | 6 | Gene | gene | CHI3L1
25688078 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 1302 | 18 | Disease | disease | multiple sclerosis
25688078 | @GENE_CHI3L1 | CHI3L1 | 1441 | 6 | Gene | gene | CHI3L1
25688078 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 1492 | 18 | Disease | disease | multiple sclerosis
25688078 | @GENE_CHI3L1 | CHI3L1 | 1918 | 6 | Gene | gene | CHI3L1
25688078 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 1969 | 18 | Disease | disease | multiple sclerosis
25688078 | @GENE_CHI3L1 | CHI3L1 | 2175 | 6 | Gene | gene | CHI3L1
25688078 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 2231 | 18 | Disease | disease | multiple sclerosis
25688078 | @GENE_CHI3L1 | CHI3L1 | 2317 | 6 | Gene | gene | CHI3L1
25688078 | @GENE_CHI3L1 | CHI3L1 | 2419 | 18 | Gene | gene | chitinase 3-like 1
31532792 | @DISEASE_Hypertension | Hypertension | 0 | 12 | Disease | disease | Hypertensive
31532792 | @GENE_APOL1 | APOL1 | 13 | 5 | Gene | gene | APOL1
31532792 | @DISEASE_Pressure_Ulcer | Pressure Ulcer | 66 | 8 | Disease | disease | pressure
31532792 | @DISEASE_Hypertension | Hypertension | 163 | 12 | Disease | disease | Hypertension
31532792 | @DISEASE_Hypertension | Hypertension | 177 | 3 | Disease | disease | HTN
31532792 | @CHEMICAL_Thiazides | Thiazides | 256 | 8 | Chemical | chemical | thiazide
31532792 | @GENE_APOL1 | APOL1 | 321 | 5 | Gene | gene | APOL1
31532792 | @DISEASE_Kidney_Diseases | Kidney Diseases | 382 | 14 | Disease | disease | kidney disease
31532792 | @DISEASE_Cardiovascular_Diseases | Cardiovascular Diseases | 424 | 22 | Disease | disease | cardiovascular disease
31532792 | @DISEASE_Hypertension | Hypertension | 479 | 3 | Disease | disease | HTN
31532792 | @GENE_PEAR1 | PEAR1 | 515 | 5 | Gene | gene | PEAR1
31532792 | @DISEASE_Pressure_Ulcer | Pressure Ulcer | 558 | 8 | Disease | disease | pressure
31532792 | @GENE_APOL1 | APOL1 | 590 | 5 | Gene | gene | APOL1
31532792 | @CHEMICAL_Thiazides | Thiazides | 641 | 9 | Chemical | chemical | thiazides
31532792 | @CHEMICAL_candesartan | candesartan | 670 | 11 | Chemical | chemical | candesartan
31532792 | @GENE_APOL1 | APOL1 | 683 | 5 | Gene | gene | APOL1
31532792 | @GENE_APOL1 | APOL1 | 850 | 5 | Gene | gene | APOL1
31532792 | @GENE_APOL1 | APOL1 | 884 | 5 | Gene | gene | APOL1
31532792 | @CHEMICAL_candesartan | candesartan | 933 | 11 | Chemical | chemical | candesartan
31532792 | @DISEASE_Albuminuria | Albuminuria | 1025 | 11 | Disease | disease | albuminuria
31532792 | @CHEMICAL_candesartan | candesartan | 1042 | 11 | Chemical | chemical | candesartan
31532792 | @GENE_APOL1 | APOL1 | 1103 | 5 | Gene | gene | APOL1
31532792 | @CHEMICAL_Thiazides | Thiazides | 1156 | 9 | Chemical | chemical | thiazides
31532792 | @CHEMICAL_candesartan | candesartan | 1249 | 11 | Chemical | chemical | candesartan
31532792 | @GENE_APOL1 | APOL1 | 1274 | 5 | Gene | gene | APOL1
31532792 | @VARIANT_rs10113352 | rs10113352 | 1342 | 10 | Variant | variant | rs10113352
31532792 | @GENE_CSMD1 | CSMD1 | 1366 | 5 | Gene | gene | CSMD1
31532792 | @CHEMICAL_candesartan | candesartan | 1414 | 11 | Chemical | chemical | candesartan
31532792 | @VARIANT_rs286856 | rs286856 | 1485 | 8 | Variant | variant | rs286856
31532792 | @GENE_DPP6 | DPP6 | 1507 | 4 | Gene | gene | DPP6
31532792 | @DISEASE_Hypertension | Hypertension | 1611 | 12 | Disease | disease | Hypertensive
31532792 | @DISEASE_Kidney_Diseases | Kidney Diseases | 1642 | 14 | Disease | disease | kidney disease
31532792 | @GENE_APOL1 | APOL1 | 1677 | 5 | Gene | gene | APOL1
31532792 | @DISEASE_Albuminuria | Albuminuria | 1719 | 11 | Disease | disease | albuminuria
31532792 | @CHEMICAL_candesartan | candesartan | 1756 | 11 | Chemical | chemical | candesartan
31532792 | @CHEMICAL_Thiazides | Thiazides | 1792 | 9 | Chemical | chemical | thiazides
31532792 | @GENE_APOL1 | APOL1 | 1837 | 5 | Gene | gene | APOL1
31934908 | @CHEMICAL_G(M1)_Ganglioside | G(M1) Ganglioside | 10 | 15 | Chemical | chemical | GM1 Ganglioside
31934908 | @CHEMICAL_Ketamine | Ketamine | 37 | 8 | Chemical | chemical | Ketamine
31934908 | @DISEASE_Neurocognitive_Disorders | Neurocognitive Disorders | 54 | 25 | Disease | disease | Neurocognitive Impairment
31934908 | @CHEMICAL_Ketamine | Ketamine | 145 | 8 | Chemical | chemical | ketamine
31934908 | @DISEASE_Neurodegenerative_Diseases | Neurodegenerative Diseases | 175 | 17 | Disease | disease | neurodegeneration
31934908 | @DISEASE_Neurologic_Manifestations | Neurologic Manifestations | 207 | 23 | Disease | disease | neurocognitive deficits
31934908 | @CHEMICAL_G(M1)_Ganglioside | G(M1) Ganglioside | 256 | 32 | Chemical | chemical | Monosialotetrahexosylganglioside
31934908 | @CHEMICAL_G(M1)_Ganglioside | G(M1) Ganglioside | 290 | 3 | Chemical | chemical | GM1
31934908 | @DISEASE_Nerve_Degeneration | Nerve Degeneration | 309 | 15 | Disease | disease | neuronal damage
31934908 | @DISEASE_Necrosis | Necrosis | 330 | 8 | Disease | disease | necrosis
31934908 | @DISEASE_Neurodegenerative_Diseases | Neurodegenerative Diseases | 356 | 28 | Disease | disease | neurodegenerative conditions
31934908 | @CHEMICAL_G(M1)_Ganglioside | G(M1) Ganglioside | 413 | 3 | Chemical | chemical | GM1
31934908 | @CHEMICAL_Ketamine | Ketamine | 429 | 8 | Chemical | chemical | ketamine
31934908 | @DISEASE_Neurotoxicity_Syndromes | Neurotoxicity Syndromes | 446 | 27 | Disease | disease | developmental neurotoxicity
31934908 | @CHEMICAL_Ketamine | Ketamine | 550 | 8 | Chemical | chemical | ketamine
31934908 | @CHEMICAL_Ketamine | Ketamine | 773 | 8 | Chemical | chemical | ketamine
31934908 | @CHEMICAL_G(M1)_Ganglioside | G(M1) Ganglioside | 829 | 3 | Chemical | chemical | GM1
31934908 | @CHEMICAL_G(M1)_Ganglioside | G(M1) Ganglioside | 873 | 3 | Chemical | chemical | GM1
31934908 | @GENE_DNTT | Dntt | 923 | 37 | Gene | gene | terminal deoxynucleotidyl transferase
31934908 | @CHEMICAL_Deoxyuridine | Deoxyuridine | 970 | 15 | Chemical | chemical | 2'-deoxyuridine
31934908 | @CHEMICAL_triphosphoric_acid | triphosphoric acid | 987 | 14 | Chemical | chemical | '-triphosphate
31934908 | @GENE_CASP3 | Casp3 | 1051 | 9 | Gene | gene | caspase 3
31934908 | @GENE_BDNF | Bdnf | 1104 | 33 | Gene | gene | brain-derived neurotrophic factor
31934908 | @GENE_BDNF | Bdnf | 1139 | 4 | Gene | gene | BDNF
31934908 | @GENE_AKT1 | Akt1 | 1198 | 3 | Gene | gene | AKT
31934908 | @GENE_MAPK3 | Mapk3 | 1253 | 6 | Gene | gene | ERK1/2
31934908 | @GENE_BDNF | Bdnf | 1315 | 4 | Gene | gene | BDNF
31934908 | @CHEMICAL_G(M1)_Ganglioside | G(M1) Ganglioside | 1365 | 3 | Chemical | chemical | GM1
31934908 | @CHEMICAL_G(M1)_Ganglioside | G(M1) Ganglioside | 1438 | 3 | Chemical | chemical | GM1
31934908 | @CHEMICAL_Ketamine | Ketamine | 1471 | 8 | Chemical | chemical | ketamine
31934908 | @DISEASE_Cognition_Disorders | Cognition Disorders | 1500 | 20 | Disease | disease | cognitive impairment
31934908 | @CHEMICAL_G(M1)_Ganglioside | G(M1) Ganglioside | 1668 | 3 | Chemical | chemical | GM1
31934908 | @CHEMICAL_Ketamine | Ketamine | 1689 | 8 | Chemical | chemical | ketamine
31934908 | @CHEMICAL_G(M1)_Ganglioside | G(M1) Ganglioside | 1762 | 3 | Chemical | chemical | GM1
31934908 | @GENE_CASP3 | Casp3 | 1953 | 9 | Gene | gene | caspase 3
31934908 | @CHEMICAL_Ketamine | Ketamine | 1977 | 8 | Chemical | chemical | ketamine
31934908 | @CHEMICAL_Ketamine | Ketamine | 2006 | 8 | Chemical | chemical | Ketamine
31934908 | @GENE_BDNF | Bdnf | 2025 | 4 | Gene | gene | BDNF
31934908 | @GENE_AKT1 | Akt1 | 2064 | 3 | Gene | gene | AKT
31934908 | @GENE_EPHB1 | Ephb1 | 2072 | 3 | Gene | gene | ERK
31934908 | @CHEMICAL_G(M1)_Ganglioside | G(M1) Ganglioside | 2114 | 3 | Chemical | chemical | GM1
31934908 | @CHEMICAL_Ketamine | Ketamine | 2132 | 8 | Chemical | chemical | ketamine
31934908 | @CHEMICAL_Ketamine | Ketamine | 2174 | 8 | Chemical | chemical | ketamine
31934908 | @CHEMICAL_G(M1)_Ganglioside | G(M1) Ganglioside | 2220 | 3 | Chemical | chemical | GM1
31934908 | @GENE_BDNF | Bdnf | 2281 | 4 | Gene | gene | BDNF
31934908 | @CHEMICAL_G(M1)_Ganglioside | G(M1) Ganglioside | 2345 | 3 | Chemical | chemical | GM1
31934908 | @GENE_AKT1 | Akt1 | 2631 | 3 | Gene | gene | AKT
31934908 | @GENE_MAPK3 | Mapk3 | 2639 | 6 | Gene | gene | ERK1/2
31934908 | @CHEMICAL_Ketamine | Ketamine | 2684 | 8 | Chemical | chemical | ketamine
31934908 | @CHEMICAL_G(M1)_Ganglioside | G(M1) Ganglioside | 2765 | 3 | Chemical | chemical | GM1
31934908 | @GENE_BDNF | Bdnf | 2777 | 4 | Gene | gene | BDNF
31934908 | @DISEASE_Cognition_Disorders | Cognition Disorders | 2818 | 20 | Disease | disease | cognitive impairment
31934908 | @CHEMICAL_Ketamine | Ketamine | 2876 | 8 | Chemical | chemical | ketamine
31934908 | @CHEMICAL_G(M1)_Ganglioside | G(M1) Ganglioside | 2942 | 3 | Chemical | chemical | GM1
31934908 | @DISEASE_Cognition_Disorders | Cognition Disorders | 2964 | 18 | Disease | disease | cognitive deficits
31934908 | @CHEMICAL_Ketamine | Ketamine | 2994 | 8 | Chemical | chemical | ketamine
31980555 | @GENE_CD8A | CD8A | 13 | 3 | Gene | gene | CD8
31980555 | @GENE_CD8A | CD8A | 42 | 3 | Gene | gene | CD8
31980555 | @GENE_CD8A | CD8A | 132 | 3 | Gene | gene | CD8
31980555 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 337 | 3 | Gene | gene | TCR
31980555 | @GENE_CD8A | CD8A | 440 | 3 | Gene | gene | CD8
31980555 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 459 | 3 | Gene | gene | TCR
31980555 | @GENE_CD1D | CD1D | 523 | 4 | Gene | gene | CD1d
31980555 | @GENE_CD8A | CD8A | 635 | 3 | Gene | gene | CD8
31980555 | @GENE_CD8A | CD8A | 709 | 3 | Gene | gene | CD8
31980555 | @GENE_IL4 | IL4 | 829 | 4 | Gene | gene | IL-4
31980555 | @GENE_CD8A | CD8A | 945 | 8 | Gene | gene | CD8alpha
31980555 | @GENE_CD8A | CD8A | 1076 | 3 | Gene | gene | CD8
31980555 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 1154 | 3 | Gene | gene | TCR
32296428 | @DISEASE_Severe_Combined_Immunodeficiency | Severe Combined Immunodeficiency | 31 | 32 | Disease | disease | Severe Combined Immunodeficiency
32296428 | @DISEASE_Severe_Combined_Immunodeficiency | Severe Combined Immunodeficiency | 91 | 32 | Disease | disease | Severe combined immunodeficiency
32296428 | @DISEASE_Severe_Combined_Immunodeficiency | Severe Combined Immunodeficiency | 125 | 4 | Disease | disease | SCID
32296428 | @DISEASE_Severe_Combined_Immunodeficiency | Severe Combined Immunodeficiency | 516 | 4 | Disease | disease | SCID
32296428 | @DISEASE_Severe_Combined_Immunodeficiency | Severe Combined Immunodeficiency | 652 | 4 | Disease | disease | SCID
32296428 | @DISEASE_Severe_Combined_Immunodeficiency | Severe Combined Immunodeficiency | 870 | 4 | Disease | disease | SCID
