35408447 | @GENE_AGTR1 | AGTR1 | 32 | 4 | Gene | gene | AT1R
38544333 | @GENE_CD8A | CD8A | 943 | 3 | Gene | gene | CD8
38544333 | @GENE_CDK1 | CDK1 | 1011 | 4 | Gene | gene | CDK1
38544333 | @GENE_CCNB1 | CCNB1 | 1016 | 5 | Gene | gene | CCNB1
38544333 | @DISEASE_Inflammation | Inflammation | 1069 | 12 | Disease | disease | inflammation
38544333 | @GENE_STAT1 | STAT1 | 1101 | 5 | Gene | gene | STAT1
38544333 | @GENE_CD8A | CD8A | 1188 | 3 | Gene | gene | CD8
38544333 | @GENE_STAT1 | STAT1 | 1222 | 5 | Gene | gene | STAT1
38544333 | @GENE_PDCD1 | PDCD1 | 1228 | 5 | Gene | gene | PDCD1
38544333 | @DISEASE_Mouth_Diseases | Mouth Diseases | 1296 | 21 | Disease | disease | endometriotic lesions
38544333 | @DISEASE_Lymphoma_T_Cell | Lymphoma T-Cell | 1356 | 17 | Disease | disease | T-cell deficiency
38544333 | @GENE_CD8A | Cd8a | 1444 | 4 | Gene | gene | CD8A
38544333 | @DISEASE_Mouth_Diseases | Mouth Diseases | 1472 | 21 | Disease | disease | endometriotic lesions
38544333 | @DISEASE_Endometriosis | Endometriosis | 1659 | 13 | Disease | disease | endometriosis
38544333 | @GENE_CD8A | CD8A | 1821 | 3 | Gene | gene | CD8
38544333 | @GENE_STAT1 | STAT1 | 1878 | 5 | Gene | gene | STAT1
38544333 | @GENE_PDCD1 | PDCD1 | 1884 | 5 | Gene | gene | PDCD1
38544333 | @DISEASE_Endometriosis | Endometriosis | 1938 | 13 | Disease | disease | endometriosis
38545102 | @GENE_ENTPD1 | Entpd1 | 35 | 4 | Gene | gene | CD39
38545102 | @GENE_NT5E | Nt5e | 40 | 4 | Gene | gene | CD73
38545102 | @DISEASE_Heart_Arrest | Heart Arrest | 83 | 14 | Disease | disease | cardiac arrest
38545102 | @DISEASE_Heart_Arrest | Heart Arrest | 129 | 14 | Disease | disease | Cardiac arrest
38545102 | @DISEASE_Heart_Arrest | Heart Arrest | 145 | 2 | Disease | disease | CA
38545102 | @DISEASE_Post_Cardiac_Arrest_Syndrome | Post-Cardiac Arrest Syndrome | 305 | 16 | Disease | disease | post-CA syndrome
38545102 | @DISEASE_Post_Cardiac_Arrest_Syndrome | Post-Cardiac Arrest Syndrome | 323 | 4 | Disease | disease | PCAS
38545102 | @DISEASE_Reperfusion_Injury | Reperfusion Injury | 347 | 38 | Disease | disease | multiorgan ischemia-reperfusion injury
38545102 | @DISEASE_Reperfusion_Injury | Reperfusion Injury | 387 | 3 | Disease | disease | IRI
38545102 | @DISEASE_Inflammation | Inflammation | 397 | 12 | Disease | disease | inflammatory
38545102 | @DISEASE_Post_Cardiac_Arrest_Syndrome | Post-Cardiac Arrest Syndrome | 422 | 4 | Disease | disease | PCAS
38545102 | @DISEASE_Reperfusion_Injury | Reperfusion Injury | 559 | 3 | Disease | disease | IRI
38545102 | @DISEASE_Myocardial_Infarction | Myocardial Infarction | 572 | 21 | Disease | disease | myocardial infarction
38545102 | @GENE_ENTPD1 | Entpd1 | 633 | 4 | Gene | gene | CD39
38545102 | @GENE_NT5E | Nt5e | 642 | 4 | Gene | gene | CD73
38545102 | @DISEASE_Reperfusion_Injury | Reperfusion Injury | 716 | 3 | Disease | disease | IRI
38545102 | @DISEASE_Post_Cardiac_Arrest_Syndrome | Post-Cardiac Arrest Syndrome | 838 | 4 | Disease | disease | PCAS
38545102 | @DISEASE_Heart_Arrest | Heart Arrest | 919 | 2 | Disease | disease | CA
38545102 | @DISEASE_Post_Cardiac_Arrest_Syndrome | Post-Cardiac Arrest Syndrome | 952 | 4 | Disease | disease | PCAS
38545102 | @DISEASE_Heart_Arrest | Heart Arrest | 996 | 2 | Disease | disease | CA
38545102 | @GENE_CD247 | Cd247 | 1077 | 3 | Gene | gene | CD3
38545102 | @GENE_CD4 | Cd4 | 1081 | 3 | Gene | gene | CD4
38545102 | @GENE_CD247 | Cd247 | 1102 | 3 | Gene | gene | CD3
38545102 | @GENE_CD8A | Cd8a | 1106 | 4 | Gene | gene | CD8a
38545102 | @GENE_CD4 | Cd4 | 1135 | 3 | Gene | gene | CD4
38545102 | @GENE_CD8A | Cd8a | 1139 | 4 | Gene | gene | CD8a
38545102 | @GENE_ENTPD1 | Entpd1 | 1187 | 4 | Gene | gene | CD39
38545102 | @GENE_NT5E | Nt5e | 1196 | 4 | Gene | gene | CD73
38545102 | @GENE_CD247 | Cd247 | 1379 | 3 | Gene | gene | CD3
38545102 | @GENE_CD4 | Cd4 | 1383 | 3 | Gene | gene | CD4
38545102 | @DISEASE_Post_Cardiac_Arrest_Syndrome | Post-Cardiac Arrest Syndrome | 1405 | 4 | Disease | disease | PCAS
38545102 | @GENE_CD4 | Cd4 | 1472 | 3 | Gene | gene | CD4
38545102 | @GENE_CD8A | Cd8a | 1476 | 4 | Gene | gene | CD8a
38545102 | @GENE_ENTPD1 | Entpd1 | 1532 | 4 | Gene | gene | CD39
38545102 | @GENE_NT5E | Nt5e | 1541 | 4 | Gene | gene | CD73
38545102 | @GENE_ITGAM | Itgam | 1705 | 5 | Gene | gene | CD11b
38545102 | @GENE_ENTPD1 | Entpd1 | 1803 | 4 | Gene | gene | CD39
38545102 | @GENE_NT5E | Nt5e | 1854 | 4 | Gene | gene | CD73
38545102 | @GENE_CD19 | Cd19 | 1871 | 4 | Gene | gene | CD19
38545102 | @GENE_ENTPD1 | Entpd1 | 1918 | 4 | Gene | gene | CD39
38545102 | @GENE_NT5E | Nt5e | 1944 | 4 | Gene | gene | CD73
38545102 | @GENE_CD247 | Cd247 | 1974 | 3 | Gene | gene | CD3
38545102 | @GENE_ENTPD1 | Entpd1 | 2085 | 4 | Gene | gene | CD39
38545102 | @GENE_NT5E | Nt5e | 2094 | 4 | Gene | gene | CD73
38545102 | @DISEASE_Heart_Arrest | Heart Arrest | 2147 | 2 | Disease | disease | CA
38545102 | @DISEASE_Heart_Arrest | Heart Arrest | 2243 | 2 | Disease | disease | CA
38545102 | @GENE_ENTPD1 | Entpd1 | 2286 | 4 | Gene | gene | CD39
38545102 | @GENE_NT5E | Nt5e | 2295 | 4 | Gene | gene | CD73
1914770 | @DISEASE_Colitis_Ulcerative | Colitis Ulcerative | 98 | 18 | Disease | disease | ulcerative colitis
1914770 | @DISEASE_Crohn_Disease | Crohn Disease | 121 | 15 | Disease | disease | Crohn's disease
1914770 | @DISEASE_Colitis_Ulcerative | Colitis Ulcerative | 371 | 18 | Disease | disease | ulcerative colitis
1914770 | @DISEASE_Colitis_Ulcerative | Colitis Ulcerative | 391 | 2 | Disease | disease | UC
1914770 | @DISEASE_Crohn_Disease | Crohn Disease | 399 | 15 | Disease | disease | Crohn's disease
1914770 | @DISEASE_Crohn_Disease | Crohn Disease | 416 | 2 | Disease | disease | CD
1914770 | @GENE_CD8A | CD8A | 427 | 5 | Gene | gene | Leu-2
1914770 | @GENE_CD4 | CD4 | 434 | 3 | Gene | gene | CD4
1914770 | @GENE_CD8A | CD8A | 438 | 3 | Gene | gene | CD8
1914770 | @DISEASE_Crohn_Disease | Crohn Disease | 488 | 2 | Disease | disease | CD
1914770 | @GENE_CD8A | CD8A | 636 | 3 | Gene | gene | CD8
1914770 | @GENE_CD4 | CD4 | 685 | 3 | Gene | gene | CD4
1914770 | @GENE_CD4 | CD4 | 701 | 3 | Gene | gene | CD4
1914770 | @GENE_SELL | SELL | 707 | 5 | Gene | gene | Leu-8
1914770 | @GENE_CD4 | CD4 | 718 | 3 | Gene | gene | CD4
1914770 | @GENE_PTPRC | PTPRC | 724 | 5 | Gene | gene | CD45R
1914770 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 752 | 3 | Disease | disease | IBD
1914770 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 852 | 3 | Disease | disease | IBD
1914770 | @GENE_FCGR3A | FCGR3A | 898 | 4 | Gene | gene | CD16
1914770 | @GENE_NCAM1 | NCAM1 | 907 | 5 | Gene | gene | CD 56
1914770 | @DISEASE_Colitis_Ulcerative | Colitis Ulcerative | 992 | 2 | Disease | disease | UC
1914770 | @GENE_FCER2 | FCER2 | 1115 | 4 | Gene | gene | CD23
1914770 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 1184 | 3 | Disease | disease | IBD
1914770 | @GENE_FCER2 | FCER2 | 1334 | 4 | Gene | gene | CD23
2104186 | @DISEASE_Glucose_Intolerance | Glucose Intolerance | 87 | 26 | Disease | disease | impaired glucose tolerance
2104186 | @DISEASE_Glucose_Intolerance | Glucose Intolerance | 273 | 26 | Disease | disease | impaired glucose tolerance
2104186 | @DISEASE_Diabetes_Mellitus_Type_1 | Diabetes Mellitus Type 1 | 389 | 24 | Disease | disease | type 1 diabetes mellitus
2104186 | @CHEMICAL_Glucose | Glucose | 695 | 7 | Chemical | chemical | glucose
2104186 | @CHEMICAL_Glucose | Glucose | 781 | 7 | Chemical | chemical | glucose
2104186 | @GENE_IL2RA | IL2RA | 971 | 4 | Gene | gene | CD25
2104186 | @DISEASE_Glucose_Intolerance | Glucose Intolerance | 1065 | 26 | Disease | disease | impaired glucose tolerance
2104186 | @GENE_CD4 | CD4 | 1516 | 3 | Gene | gene | CD4
2104186 | @GENE_CD8A | CD8A | 1558 | 3 | Gene | gene | CD8
2104186 | @GENE_SELL | SELL | 1601 | 5 | Gene | gene | Leu 8
2104186 | @DISEASE_Glucose_Intolerance | Glucose Intolerance | 1722 | 26 | Disease | disease | impaired glucose tolerance
2104186 | @GENE_TNFRSF25 | TNFRSF25 | 1824 | 3 | Gene | gene | DR3
2104186 | @DISEASE_Diabetes_Mellitus_Type_1 | Diabetes Mellitus Type 1 | 1861 | 35 | Disease | disease | type 1 (insulin-dependent) diabetes
2104186 | @DISEASE_Glucose_Intolerance | Glucose Intolerance | 1969 | 19 | Disease | disease | glucose intolerance
2104186 | @DISEASE_Glucose_Intolerance | Glucose Intolerance | 2064 | 26 | Disease | disease | impaired glucose tolerance
2104186 | @DISEASE_Diabetes_Mellitus_Type_1 | Diabetes Mellitus Type 1 | 2150 | 15 | Disease | disease | type 1 diabetes
2208107 | @CHEMICAL_flavone_acetic_acid | flavone acetic acid | 25 | 19 | Chemical | chemical | flavone acetic acid
2208107 | @CHEMICAL_flavone_acetic_acid | flavone acetic acid | 46 | 19 | Chemical | chemical | Flavone acetic acid
2208107 | @CHEMICAL_flavone_acetic_acid | flavone acetic acid | 67 | 3 | Chemical | chemical | FAA
2208107 | @CHEMICAL_flavone_acetic_acid | flavone acetic acid | 198 | 3 | Chemical | chemical | FAA
2208107 | @DISEASE_Neoplasms | Neoplasms | 340 | 6 | Disease | disease | cancer
2208107 | @CHEMICAL_flavone_acetic_acid | flavone acetic acid | 388 | 3 | Chemical | chemical | FAA
2208107 | @GENE_NCAM1 | NCAM1 | 493 | 4 | Gene | gene | CD56
2208107 | @GENE_CD5 | CD5 | 602 | 5 | Gene | gene | Leu-1
2208107 | @GENE_CD5 | CD5 | 609 | 3 | Gene | gene | CD5
2208107 | @GENE_CD4 | CD4 | 622 | 3 | Gene | gene | CD4
2208107 | @GENE_CD8A | CD8A | 628 | 5 | Gene | gene | Leu-2
2208107 | @GENE_CD8A | CD8A | 635 | 3 | Gene | gene | CD8
2208107 | @CHEMICAL_flavone_acetic_acid | flavone acetic acid | 792 | 3 | Chemical | chemical | FAA
2208107 | @GENE_IL2 | IL2 | 797 | 13 | Gene | gene | interleukin 2
2208107 | @CHEMICAL_flavone_acetic_acid | flavone acetic acid | 816 | 3 | Chemical | chemical | FAA
2208107 | @GENE_IL2 | IL2 | 825 | 13 | Gene | gene | interleukin 2
2208107 | @CHEMICAL_flavone_acetic_acid | flavone acetic acid | 840 | 3 | Chemical | chemical | FAA
2208107 | @GENE_IL2 | IL2 | 1119 | 13 | Gene | gene | interleukin 2
2208107 | @CHEMICAL_flavone_acetic_acid | flavone acetic acid | 1195 | 3 | Chemical | chemical | FAA
2329720 | @DISEASE_Glomerulonephritis_IGA | Glomerulonephritis IGA | 234 | 15 | Disease | disease | IgA nephropathy
2329720 | @DISEASE_Glomerulonephritis | Glomerulonephritis | 269 | 18 | Disease | disease | glomerulonephritis
2329720 | @DISEASE_Glomerulonephritis_Membranous | Glomerulonephritis Membranous | 335 | 22 | Disease | disease | membranous nephropathy
2329720 | @DISEASE_Adenocarcinoma | Adenocarcinoma | 490 | 14 | Disease | disease | tubular injury
2329720 | @CHEMICAL_Cyclosporine | Cyclosporine | 534 | 12 | Chemical | chemical | cyclosporine
2329720 | @GENE_CD8A | CD8A | 762 | 3 | Gene | gene | CD8
2329720 | @GENE_CD4 | CD4 | 785 | 3 | Gene | gene | CD4
2419409 | @GENE_CD4 | CD4 | 16 | 3 | Gene | gene | CD4
2419409 | @GENE_CD8A | CD8A | 24 | 3 | Gene | gene | CD8
2419409 | @GENE_CD4 | CD4 | 157 | 3 | Gene | gene | CD4
2419409 | @GENE_CD8A | CD8A | 176 | 3 | Gene | gene | CD8
2419409 | @GENE_CD8A | CD8A | 181 | 5 | Gene | gene | Leu-2
2419409 | @GENE_CD4 | CD4 | 402 | 3 | Gene | gene | CD4
2419409 | @GENE_CD8A | CD8A | 411 | 3 | Gene | gene | CD8
2419409 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 557 | 12 | Disease | disease | cytotoxicity
2419409 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 571 | 12 | Disease | disease | Cytotoxicity
2419409 | @GENE_CD4 | CD4 | 684 | 3 | Gene | gene | CD4
2419409 | @GENE_CD8A | CD8A | 696 | 3 | Gene | gene | CD8
2419409 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 747 | 12 | Disease | disease | cytotoxicity
2419409 | @GENE_CD4 | CD4 | 763 | 3 | Gene | gene | CD4
2419409 | @GENE_CD8A | CD8A | 771 | 3 | Gene | gene | CD8
2419409 | @GENE_CD4 | CD4 | 1013 | 3 | Gene | gene | CD4
2419409 | @GENE_CD8A | CD8A | 1021 | 3 | Gene | gene | CD8
2419409 | @GENE_HLA_C | HLA-C | 1038 | 3 | Gene | gene | MHC
2485199 | @DISEASE_Lymphoma_T_Cell_Peripheral | Lymphoma T-Cell Peripheral | 0 | 26 | Disease | disease | Peripheral T-cell lymphoma
2485199 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 30 | 17 | Disease | disease | Hodgkin's disease
2485199 | @DISEASE_HIV_Seropositivity | HIV Seropositivity | 53 | 16 | Disease | disease | HIV seropositive
2485199 | @DISEASE_Lymphoma | Lymphoma | 106 | 19 | Disease | disease | Malignant lymphomas
2485199 | @DISEASE_Acquired_Immunodeficiency_Syndrome | Acquired Immunodeficiency Syndrome | 153 | 4 | Disease | disease | AIDS
2485199 | @DISEASE_Lymphoma_T_Cell | Lymphoma T-Cell | 208 | 26 | Disease | disease | T-cell malignant lymphomas
2485199 | @DISEASE_HIV_Seropositivity | HIV Seropositivity | 280 | 16 | Disease | disease | HIV seropositive
2485199 | @DISEASE_Lymphoproliferative_Disorders | Lymphoproliferative Disorders | 378 | 27 | Disease | disease | lymphoproliferative process
2485199 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 492 | 17 | Disease | disease | Hodgkin's disease
2485199 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 511 | 2 | Disease | disease | HD
2485199 | @DISEASE_Lymphoma | Lymphoma | 721 | 32 | Disease | disease | peripheral T-malignant lymphomas
2485199 | @DISEASE_Lymphoma | Lymphoma | 755 | 4 | Disease | disease | T-ML
2485199 | @GENE_CD4 | CD4 | 959 | 3 | Gene | gene | CD4
2485199 | @GENE_CD8A | CD8A | 967 | 5 | Gene | gene | Leu 2
2485199 | @GENE_CD8A | CD8A | 973 | 3 | Gene | gene | CD8
2485199 | @GENE_CD4 | CD4 | 1026 | 3 | Gene | gene | CD4
2485199 | @GENE_FUT4 | FUT4 | 1122 | 4 | Gene | gene | CD15
2485199 | @GENE_TNFRSF8 | TNFRSF8 | 1220 | 4 | Gene | gene | CD30
2485199 | @GENE_TNFRSF8 | TNFRSF8 | 1226 | 4 | Gene | gene | Ki-1
2485199 | @GENE_TNFRSF8 | TNFRSF8 | 1231 | 4 | Gene | gene | CD30
2485199 | @GENE_IL2RA | IL2RA | 1241 | 4 | Gene | gene | CD25
2485199 | @DISEASE_Lymphoma | Lymphoma | 1428 | 21 | Disease | disease | lymphoid malignancies
2485199 | @DISEASE_HIV_Seropositivity | HIV Seropositivity | 1463 | 16 | Disease | disease | HIV seropositive
2485199 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 1607 | 2 | Disease | disease | HD
2485199 | @DISEASE_Lymphoma | Lymphoma | 1626 | 4 | Disease | disease | T-ML
2571558 | @DISEASE_Lymphoma_B_Cell | Lymphoma B-Cell | 64 | 30 | Disease | disease | B cell non-Hodgkin's lymphomas
2571558 | @DISEASE_Sick_Sinus_Syndrome | Sick Sinus Syndrome | 156 | 5 | Disease | disease | nodes
2571558 | @DISEASE_Pseudolymphoma | Pseudolymphoma | 167 | 29 | Disease | disease | reactive lymphoid hyperplasia
2571558 | @DISEASE_Pseudolymphoma | Pseudolymphoma | 198 | 3 | Disease | disease | RLH
2571558 | @DISEASE_Sick_Sinus_Syndrome | Sick Sinus Syndrome | 230 | 5 | Disease | disease | nodes
2571558 | @DISEASE_Lymphoma_B_Cell | Lymphoma B-Cell | 333 | 30 | Disease | disease | B cell non-Hodgkin's lymphomas
2571558 | @DISEASE_Lymphoma_Non_Hodgkin | Lymphoma Non-Hodgkin | 365 | 4 | Disease | disease | NHLs
2571558 | @GENE_CD4 | CD4 | 445 | 3 | Gene | gene | CD4
2571558 | @GENE_CD8A | CD8A | 454 | 5 | Gene | gene | Leu 2
2571558 | @GENE_CD8A | CD8A | 460 | 3 | Gene | gene | CD8
2571558 | @GENE_CD4 | CD4 | 815 | 3 | Gene | gene | CD4
2571558 | @DISEASE_Leukemia_B_Cell | Leukemia B-Cell | 864 | 10 | Disease | disease | B cell NHL
2571558 | @DISEASE_Pseudolymphoma | Pseudolymphoma | 889 | 3 | Disease | disease | RLH
2571558 | @GENE_CD8A | CD8A | 1015 | 5 | Gene | gene | Leu 2
2571558 | @GENE_CD8A | CD8A | 1021 | 3 | Gene | gene | CD8
2571558 | @DISEASE_Pseudolymphoma | Pseudolymphoma | 1062 | 3 | Disease | disease | RLH
2571558 | @DISEASE_Leukemia_B_Cell | Leukemia B-Cell | 1080 | 10 | Disease | disease | B cell NHL
2571558 | @DISEASE_Lymphoma_Non_Hodgkin | Lymphoma Non-Hodgkin | 1181 | 4 | Disease | disease | NHLs
2571558 | @GENE_CD8A | CD8A | 1229 | 5 | Gene | gene | Leu 2
2571558 | @GENE_CD8A | CD8A | 1235 | 3 | Gene | gene | CD8
2571558 | @DISEASE_Leukemia_B_Cell | Leukemia B-Cell | 1290 | 10 | Disease | disease | B cell NHL
2571558 | @DISEASE_Pseudolymphoma | Pseudolymphoma | 1315 | 3 | Disease | disease | RLH
2571558 | @GENE_CD4 | CD4 | 1442 | 3 | Gene | gene | CD4
2571558 | @DISEASE_Lymphoma_Non_Hodgkin | Lymphoma Non-Hodgkin | 1494 | 3 | Disease | disease | NHL
2571558 | @DISEASE_Pseudolymphoma | Pseudolymphoma | 1502 | 3 | Disease | disease | RLH
2571558 | @GENE_CD8A | CD8A | 1568 | 5 | Gene | gene | Leu 2
2571558 | @GENE_CD8A | CD8A | 1574 | 3 | Gene | gene | CD8
2571558 | @DISEASE_Leukemia_B_Cell | Leukemia B-Cell | 1621 | 10 | Disease | disease | B cell NHL
2571558 | @DISEASE_Pseudolymphoma | Pseudolymphoma | 1714 | 3 | Disease | disease | RLH
2571558 | @GENE_CD8A | CD8A | 1791 | 5 | Gene | gene | Leu 2
2571558 | @GENE_CD8A | CD8A | 1797 | 3 | Gene | gene | CD8
2571558 | @GENE_CD8A | CD8A | 1891 | 5 | Gene | gene | Leu 2
2571558 | @GENE_CD8A | CD8A | 1897 | 3 | Gene | gene | CD8
2571558 | @DISEASE_Lymphoma_B_Cell | Lymphoma B-Cell | 1930 | 11 | Disease | disease | B cell NHLs
2573270 | @DISEASE_HIV_Infections | HIV Infections | 309 | 13 | Disease | disease | HIV-1 disease
2573270 | @GENE_CD4 | CD4 | 359 | 3 | Gene | gene | CD4
2573270 | @CHEMICAL_Leucine | Leucine | 364 | 3 | Chemical | chemical | Leu
2573270 | @GENE_CD8A | CD8A | 499 | 3 | Gene | gene | CD8
2573270 | @CHEMICAL_Leucine | Leucine | 504 | 3 | Chemical | chemical | Leu
2573270 | @GENE_CD4 | CD4 | 563 | 3 | Gene | gene | CD4
2573270 | @GENE_CD8A | CD8A | 633 | 3 | Gene | gene | CD8
2573270 | @DISEASE_Acquired_Immunodeficiency_Syndrome | Acquired Immunodeficiency Syndrome | 728 | 4 | Disease | disease | AIDS
2573270 | @GENE_NRSN1 | NRSN1 | 740 | 3 | Gene | gene | P24
2573270 | @GENE_CD4 | CD4 | 780 | 3 | Gene | gene | CD4
2573270 | @GENE_CD4 | CD4 | 932 | 3 | Gene | gene | CD4
2573270 | @GENE_CD4 | CD4 | 1338 | 3 | Gene | gene | CD4
2573270 | @DISEASE_HIV_Infections | HIV Infections | 1407 | 13 | Disease | disease | HIV-1 disease
2573270 | @GENE_NRSN1 | NRSN1 | 1566 | 3 | Gene | gene | P24
2573270 | @DISEASE_Acquired_Immunodeficiency_Syndrome | Acquired Immunodeficiency Syndrome | 1634 | 4 | Disease | disease | AIDS
2573270 | @GENE_CD8A | CD8A | 1651 | 3 | Gene | gene | CD8
2575080 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 89 | 20 | Disease | disease | rheumatoid arthritis
2575080 | @GENE_FUT4 | FUT4 | 180 | 4 | Gene | gene | CD15
2575080 | @CHEMICAL_Sugars | Sugars | 370 | 5 | Chemical | chemical | sugar
2575080 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 622 | 20 | Disease | disease | rheumatoid arthritis
2575080 | @GENE_CD19 | CD19 | 865 | 4 | Gene | gene | CD19
2575080 | @GENE_FUT4 | FUT4 | 883 | 4 | Gene | gene | CD15
2575080 | @GENE_ITGAM | ITGAM | 970 | 5 | Gene | gene | CD11b
2575080 | @GENE_CD14 | CD14 | 994 | 4 | Gene | gene | CD14
2575080 | @GENE_CD5 | CD5 | 1009 | 5 | Gene | gene | Leu 1
2575080 | @GENE_CD5 | CD5 | 1016 | 3 | Gene | gene | CD5
2575080 | @GENE_CD8A | CD8A | 1022 | 5 | Gene | gene | Leu 2
2575080 | @GENE_CD8A | CD8A | 1029 | 3 | Gene | gene | CD8
2575080 | @GENE_CD4 | CD4 | 1042 | 3 | Gene | gene | CD4
2575080 | @GENE_B3GAT1 | B3GAT1 | 1061 | 5 | Gene | gene | Leu 7
2575080 | @GENE_FCGR3A | FCGR3A | 1079 | 4 | Gene | gene | CD16
2575080 | @CHEMICAL_Sodium_Fluoride | Sodium Fluoride | 1223 | 3 | Chemical | chemical | NaF
2906281 | @CHEMICAL_Methimazole | Methimazole | 20 | 11 | Chemical | chemical | methimazole
2906281 | @DISEASE_Graves_Disease | Graves Disease | 43 | 15 | Disease | disease | Graves' disease
2906281 | @DISEASE_Graves_Disease | Graves Disease | 175 | 15 | Disease | disease | Graves' disease
2906281 | @CHEMICAL_Methimazole | Methimazole | 231 | 11 | Chemical | chemical | methimazole
2906281 | @CHEMICAL_Methimazole | Methimazole | 399 | 11 | Chemical | chemical | methimazole
2906281 | @DISEASE_Graves_Disease | Graves Disease | 556 | 15 | Disease | disease | Graves' disease
2906281 | @GENE_CD8A | CD8A | 648 | 3 | Gene | gene | CD8
2906281 | @GENE_CD8A | CD8A | 653 | 5 | Gene | gene | Leu 2
2906281 | @GENE_CD8A | CD8A | 740 | 3 | Gene | gene | CD8
2906281 | @GENE_PTPRC | PTPRC | 779 | 4 | Gene | gene | CD45
2906281 | @GENE_CD4 | CD4 | 809 | 3 | Gene | gene | CD4
2906281 | @GENE_CD4 | CD4 | 1053 | 3 | Gene | gene | CD4
2906281 | @GENE_SLC3A2 | SLC3A2 | 1103 | 3 | Gene | gene | 4F2
2906281 | @GENE_CD19 | CD19 | 1121 | 4 | Gene | gene | CD19
2906281 | @GENE_SLC3A2 | SLC3A2 | 1166 | 3 | Gene | gene | 4F2
2906281 | @GENE_FCGR3A | FCGR3A | 1184 | 4 | Gene | gene | CD16
2906281 | @CHEMICAL_Methimazole | Methimazole | 1519 | 11 | Chemical | chemical | methimazole
2906281 | @CHEMICAL_Methimazole | Methimazole | 1570 | 11 | Chemical | chemical | methimazole
2906281 | @CHEMICAL_Methimazole | Methimazole | 1793 | 11 | Chemical | chemical | Methimazole
2906281 | @DISEASE_Graves_Disease | Graves Disease | 1926 | 15 | Disease | disease | Graves' disease
2954655 | @GENE_CD4 | CD4 | 513 | 3 | Gene | gene | CD4
2954655 | @GENE_CD8A | CD8A | 578 | 5 | Gene | gene | Leu-2
2954655 | @GENE_CD8A | CD8A | 585 | 3 | Gene | gene | CD8
2954655 | @CHEMICAL_Leucine | Leucine | 876 | 3 | Chemical | chemical | Leu
2954655 | @GENE_CD8A | CD8A | 978 | 5 | Gene | gene | Leu-2
2954655 | @GENE_CD8A | CD8A | 1086 | 5 | Gene | gene | Leu-2
2954655 | @GENE_CD8A | CD8A | 1129 | 5 | Gene | gene | Leu-2
2954655 | @GENE_CD8A | CD8A | 1219 | 5 | Gene | gene | Leu-2
2954655 | @GENE_CD8A | CD8A | 1256 | 5 | Gene | gene | Leu-2
2955973 | @GENE_TDGF1P3 | TDGF1P3 | 269 | 3 | Gene | gene | CR3
2955973 | @GENE_CD8A | CD8A | 444 | 3 | Gene | gene | CD8
2955973 | @GENE_CD8A | CD8A | 449 | 5 | Gene | gene | Leu 2
2955973 | @GENE_CD4 | CD4 | 459 | 3 | Gene | gene | CD4
2955973 | @GENE_TDGF1P3 | TDGF1P3 | 492 | 3 | Gene | gene | CR3
2955973 | @GENE_TDGF1P3 | TDGF1P3 | 609 | 3 | Gene | gene | CR3
2955973 | @GENE_TDGF1P3 | TDGF1P3 | 799 | 3 | Gene | gene | CR3
2955973 | @GENE_CD8A | CD8A | 804 | 5 | Gene | gene | Leu 2
2955973 | @GENE_TDGF1P3 | TDGF1P3 | 898 | 3 | Gene | gene | CR3
2955973 | @GENE_TDGF1P3 | TDGF1P3 | 952 | 3 | Gene | gene | CR3
2955973 | @GENE_TDGF1P3 | TDGF1P3 | 1022 | 3 | Gene | gene | CR3
2955973 | @GENE_IL2 | IL2 | 1054 | 13 | Gene | gene | interleukin 2
2955973 | @GENE_TDGF1P3 | TDGF1P3 | 1282 | 3 | Gene | gene | CR3
2955973 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 1412 | 12 | Disease | disease | cytotoxicity
2955973 | @GENE_TDGF1P3 | TDGF1P3 | 1432 | 3 | Gene | gene | CR3
2962791 | @GENE_IL2 | IL2 | 10 | 4 | Gene | gene | IL-2
2962791 | @GENE_IL2 | IL2 | 380 | 4 | Gene | gene | IL-2
2962791 | @GENE_CD4 | CD4 | 500 | 3 | Gene | gene | CD4
2962791 | @GENE_CD8A | CD8A | 509 | 5 | Gene | gene | Leu-2
2962791 | @GENE_CD8A | CD8A | 517 | 3 | Gene | gene | CD8
2962791 | @GENE_IL2RB | IL2RB | 728 | 13 | Gene | gene | IL-2 receptor
