2784466 | @GENE_CD8B1 | Cd8b1 | 44 | 9 | Gene | gene | CD8 beta-
24078448 | @GENE_CD44 | CD44 | 708 | 4 | Gene | gene | CD44
24078448 | @GENE_PROM1 | PROM1 | 713 | 5 | Gene | gene | CD133
24078448 | @GENE_MIR34A | MIR34A | 766 | 7 | Gene | gene | miR-34a
24078448 | @DISEASE_Adenocarcinoma | Adenocarcinoma | 829 | 26 | Disease | disease | gallbladder adenocarcinoma
24078448 | @DISEASE_Gallbladder_Neoplasms | Gallbladder Neoplasms | 905 | 3 | Disease | disease | GBC
24078448 | @GENE_MIR34A | MIR34A | 944 | 7 | Gene | gene | miR-34a
24078448 | @GENE_CD44 | CD44 | 992 | 4 | Gene | gene | CD44
24078448 | @GENE_PROM1 | PROM1 | 997 | 5 | Gene | gene | CD133
24078448 | @DISEASE_Gallbladder_Neoplasms | Gallbladder Neoplasms | 1004 | 9 | Disease | disease | GBC tumor
24078448 | @DISEASE_Neoplasms | Neoplasms | 1053 | 5 | Disease | disease | tumor
24078448 | @GENE_MIR34A | MIR34A | 1091 | 7 | Gene | gene | miR-34a
24078448 | @GENE_PPP1R10 | PPP1R10 | 1113 | 5 | Gene | gene | PNUTS
24078448 | @DISEASE_Gallbladder_Neoplasms | Gallbladder Neoplasms | 1171 | 9 | Disease | disease | GBC tumor
24078448 | @GENE_MIR34A | MIR34A | 1203 | 7 | Gene | gene | miR-34a
24078448 | @DISEASE_Neoplasms | Neoplasms | 1216 | 5 | Disease | disease | tumor
24078448 | @DISEASE_Gallbladder_Neoplasms | Gallbladder Neoplasms | 1236 | 18 | Disease | disease | gallbladder cancer
24078448 | @GENE_MIR34A | MIR34A | 1265 | 7 | Gene | gene | miR-34a
24078448 | @DISEASE_Adenocarcinoma | Adenocarcinoma | 1357 | 26 | Disease | disease | gallbladder adenocarcinoma
24078448 | @GENE_MIR34A | MIR34A | 1418 | 7 | Gene | gene | miR-34a
24078448 | @DISEASE_Gallbladder_Neoplasms | Gallbladder Neoplasms | 1474 | 3 | Disease | disease | GBC
25311805 | @GENE_HLA_C | HLA-C | 48 | 5 | Gene | gene | HLA-C
25311805 | @GENE_HLA_A | HLA-A | 276 | 12 | Gene | gene | HLA-A and -B
25311805 | @GENE_HLA_C | HLA-C | 352 | 5 | Gene | gene | HLA-C
25311805 | @GENE_HLA_C | HLA-C | 659 | 5 | Gene | gene | HLA-C
25311805 | @GENE_HLA_C | HLA-C | 1015 | 5 | Gene | gene | HLA-C
25311805 | @GENE_HLA_C | HLA-C | 1190 | 6 | Gene | gene | HLA-C.
25311805 | @GENE_HLA_C | HLA-C | 1259 | 5 | Gene | gene | HLA-C
25311805 | @GENE_HLA_A | HLA-A | 1337 | 12 | Gene | gene | HLA-A and -B
25311805 | @GENE_HLA_C | HLA-C | 1576 | 5 | Gene | gene | HLA-C
25311805 | @GENE_CD8A | CD8A | 1610 | 3 | Gene | gene | CD8
25311805 | @GENE_HLA_C | HLA-C | 1708 | 5 | Gene | gene | HLA-C
25416949 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 218 | 24 | Disease | disease | breast cancer metastasis
25416949 | @GENE_SNIP1 | Snip1 | 383 | 5 | Gene | gene | SNIP1
25416949 | @GENE_PPP1R10 | Ppp1r10 | 393 | 5 | Gene | gene | PNUTS
25416949 | @GENE_SNIP1 | Snip1 | 433 | 5 | Gene | gene | SNIP1
25416949 | @GENE_EP300 | Ep300 | 455 | 4 | Gene | gene | p300
25416949 | @GENE_PPP1R10 | Ppp1r10 | 533 | 5 | Gene | gene | PNUTS
25416949 | @GENE_POLR2F | Polr2f | 581 | 10 | Gene | gene | RNA Pol II
25416949 | @GENE_GLI2 | Gli2 | 680 | 4 | Gene | gene | GLI2
25416949 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 781 | 14 | Disease | disease | breast cancers
25416949 | @CHEMICAL_locked_nucleic_acid | locked nucleic acid | 825 | 20 | Chemical | chemical | locked nucleic acids
25416949 | @CHEMICAL_locked_nucleic_acid | locked nucleic acid | 847 | 4 | Chemical | chemical | LNAs
25416949 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 889 | 24 | Disease | disease | breast cancer metastasis
26177202 | @GENE_ASZ1 | ASZ1 | 58 | 4 | Gene | gene | ORF3
26177202 | @DISEASE_Chemical_and_Drug_Induced_Liver_Injury | Chemical and Drug Induced Liver Injury | 188 | 9 | Disease | disease | hepatitis
26177202 | @DISEASE_Infections | Infections | 281 | 9 | Disease | disease | infection
26177202 | @DISEASE_Liver_Diseases | Liver Diseases | 404 | 13 | Disease | disease | liver disease
26177202 | @GENE_ASZ1 | ASZ1 | 663 | 4 | Gene | gene | ORF3
26177202 | @GENE_ASZ1 | ASZ1 | 754 | 4 | Gene | gene | ORF3
26177202 | @GENE_ASZ1 | ASZ1 | 894 | 4 | Gene | gene | ORF3
26177202 | @GENE_ASZ1 | ASZ1 | 925 | 4 | Gene | gene | ORF3
26177202 | @GENE_ASZ1 | ASZ1 | 1472 | 4 | Gene | gene | ORF3
26902653 | @GENE_HLA_A | HLA-A | 602 | 5 | Gene | gene | HLA-A
26902653 | @GENE_HLA_B | HLA-B | 660 | 9 | Gene | gene | HLA-B, -C
26902653 | @GENE_HLA_DRB1 | HLA-DRB1 | 671 | 9 | Gene | gene | and -DRB1
26902653 | @GENE_HLA_A | HLA-A | 728 | 5 | Gene | gene | HLA-A
26902653 | @GENE_HLA_A | HLA-A | 823 | 5 | Gene | gene | HLA-A
26902653 | @GENE_HLA_A | HLA-A | 991 | 5 | Gene | gene | HLA-A
27006394 | @CHEMICAL_Lipopeptides | Lipopeptides | 42 | 11 | Chemical | chemical | Lipopeptide
27006394 | @GENE_CD1D1 | Cd1d1 | 136 | 4 | Gene | gene | CD1d
27006394 | @GENE_CD1D1 | Cd1d1 | 148 | 4 | Gene | gene | CD1d
27006394 | @CHEMICAL_Lipids | Lipids | 200 | 6 | Chemical | chemical | lipids
27006394 | @CHEMICAL_Glycolipids | Glycolipids | 211 | 11 | Chemical | chemical | glycolipids
27006394 | @GENE_CD1D1 | Cd1d1 | 317 | 4 | Gene | gene | CD1d
27006394 | @CHEMICAL_Lipids | Lipids | 502 | 6 | Chemical | chemical | lipids
27006394 | @GENE_CD1D1 | Cd1d1 | 541 | 4 | Gene | gene | CD1d
27006394 | @GENE_CD1D1 | Cd1d1 | 812 | 4 | Gene | gene | CD1d
27006394 | @GENE_CD1D1 | Cd1d1 | 879 | 4 | Gene | gene | CD1d
27006394 | @CHEMICAL_Lipopeptides | Lipopeptides | 1181 | 11 | Chemical | chemical | lipopeptide
27006394 | @GENE_CD1D1 | Cd1d1 | 1237 | 4 | Gene | gene | CD1d
27030405 | @GENE_KIR2DL2 | KIR2DL2 | 0 | 7 | Gene | gene | KIR2DL2
27030405 | @GENE_KIR2DL2 | KIR2DL2 | 74 | 7 | Gene | gene | KIR2DL2
27030405 | @GENE_KIR2DL3 | KIR2DL3 | 86 | 7 | Gene | gene | KIR2DL3
27030405 | @GENE_KIR3DL2 | KIR3DL2 | 165 | 40 | Gene | gene | killer cell immunoglobulin-like receptor
27030405 | @GENE_KIR3DL2 | KIR3DL2 | 207 | 3 | Gene | gene | KIR
27030405 | @GENE_KIR2DL2 | KIR2DL2 | 234 | 10 | Gene | gene | KIR2DL2/L3
27030405 | @GENE_KIR2DL2 | KIR2DL2 | 523 | 10 | Gene | gene | KIR2DL2/L3
27030405 | @GENE_KIR2DL2 | KIR2DL2 | 731 | 10 | Gene | gene | KIR2DL2/L3
27030405 | @GENE_KIR2DL2 | KIR2DL2 | 876 | 10 | Gene | gene | KIR2DL2/L3
27030405 | @GENE_KIR2DL2 | KIR2DL2 | 1103 | 10 | Gene | gene | KIR2DL2/L3
27030405 | @GENE_KIR2DL2 | KIR2DL2 | 1151 | 9 | Gene | gene | KIR2DL2/3
27030405 | @GENE_HLA_C | HLA-C | 1170 | 5 | Gene | gene | HLA-C
27030405 | @GENE_KIR2DL2 | KIR2DL2 | 1250 | 10 | Gene | gene | KIR2DL2/L3
28825698 | @GENE_PPP1R10 | PPP1R10 | 12 | 5 | Gene | gene | PNUTS
28825698 | @DISEASE_Neoplasms | Neoplasms | 64 | 6 | Disease | disease | tumour
28825698 | @DISEASE_Neoplasms | Neoplasms | 115 | 6 | Disease | disease | tumour
28825698 | @GENE_PCBP1 | PCBP1 | 262 | 42 | Gene | gene | heterogeneous nuclear ribonucleoprotein E1
28825698 | @GENE_PCBP1 | PCBP1 | 306 | 8 | Gene | gene | hnRNP E1
28825698 | @GENE_PPP1R10 | PPP1R10 | 375 | 5 | Gene | gene | PNUTS
28825698 | @GENE_PPP1R10 | PPP1R10 | 396 | 7 | Gene | gene | PPP1R10
28825698 | @GENE_PCBP1 | PCBP1 | 454 | 8 | Gene | gene | HnRNP E1
28825698 | @GENE_TGFB1 | TGFB1 | 576 | 7 | Gene | gene | TGFbeta
28825698 | @GENE_PPP1R10 | PPP1R10 | 651 | 5 | Gene | gene | PNUTS
28825698 | @GENE_PPP1R10 | PPP1R10 | 682 | 5 | Gene | gene | PNUTS
28825698 | @GENE_MIR205 | MIR205 | 723 | 7 | Gene | gene | miR-205
28825698 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 782 | 25 | Disease | disease | mesenchymal breast tumour
28825698 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 821 | 13 | Disease | disease | breast tumour
28825698 | @GENE_PPP1R10 | PPP1R10 | 869 | 5 | Gene | gene | PNUTS
28825698 | @GENE_PPP1R10 | PPP1R10 | 934 | 5 | Gene | gene | PNUTS
28825698 | @GENE_PPP1R10 | PPP1R10 | 976 | 5 | Gene | gene | PNUTS
28825698 | @GENE_PPP1R10 | PPP1R10 | 998 | 5 | Gene | gene | PNUTS
28825698 | @GENE_PPP1R10 | PPP1R10 | 1057 | 5 | Gene | gene | PNUTS
28825698 | @GENE_PPP1R10 | PPP1R10 | 1102 | 5 | Gene | gene | PNUTS
28825698 | @GENE_PCBP1 | PCBP1 | 1167 | 8 | Gene | gene | hnRNP E1
28825698 | @DISEASE_Neoplasms | Neoplasms | 1180 | 6 | Disease | disease | tumour
28837860 | @CHEMICAL_Galactose | Galactose | 36 | 11 | Chemical | chemical | D-galactose
28837860 | @DISEASE_Hearing_Loss | Hearing Loss | 77 | 12 | Disease | disease | hearing loss
28837860 | @GENE_PPP1R10 | Ppp1r10 | 104 | 5 | Gene | gene | PNUTS
28837860 | @GENE_PPP1CC | Ppp1cc | 110 | 3 | Gene | gene | PP1
28837860 | @DISEASE_Osteoporosis | Osteoporosis | 205 | 24 | Disease | disease | age-related hearing loss
28837860 | @DISEASE_Osteoporosis | Osteoporosis | 231 | 4 | Disease | disease | ARHL
28837860 | @DISEASE_Hearing_Loss | Hearing Loss | 317 | 12 | Disease | disease | hearing loss
28837860 | @CHEMICAL_Galactose | Galactose | 378 | 11 | Chemical | chemical | D-galactose
28837860 | @CHEMICAL_4_hydroxy_2_nonenal | 4-hydroxy-2-nonenal | 604 | 16 | Chemical | chemical | 4-hydroxynonenal
28837860 | @GENE_PPP1R10 | Ppp1r10 | 689 | 5 | Gene | gene | PNUTS
28837860 | @GENE_TRP53_PS | Trp53-ps | 697 | 3 | Gene | gene | p53
28837860 | @GENE_CASP3 | Casp3 | 705 | 9 | Gene | gene | caspase-3
28837860 | @GENE_PPP1CC | Ppp1cc | 734 | 21 | Gene | gene | protein phosphatase 1
28837860 | @GENE_PPP1CC | Ppp1cc | 757 | 3 | Gene | gene | PP1
28837860 | @GENE_MDM2 | Mdm2 | 766 | 4 | Gene | gene | MDM2
28837860 | @DISEASE_Osteoporosis | Osteoporosis | 902 | 4 | Disease | disease | ARHL
28837860 | @GENE_PPP1R10 | Ppp1r10 | 1019 | 5 | Gene | gene | PNUTS
28837860 | @GENE_PPP1CC | Ppp1cc | 1025 | 3 | Gene | gene | PP1
28837860 | @DISEASE_Osteoporosis | Osteoporosis | 1137 | 4 | Disease | disease | ARHL
28939855 | @DISEASE_Infections | Infections | 0 | 9 | Disease | disease | Infection
28939855 | @DISEASE_Melioidosis | Melioidosis | 82 | 11 | Disease | disease | melioidosis
28939855 | @DISEASE_Melioidosis | Melioidosis | 95 | 11 | Disease | disease | Melioidosis
28939855 | @DISEASE_Infections | Infections | 169 | 9 | Disease | disease | infection
28939855 | @DISEASE_Sepsis | Sepsis | 318 | 6 | Disease | disease | sepsis
28939855 | @DISEASE_Death | Death | 329 | 5 | Disease | disease | death
28939855 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 343 | 8 | Disease | disease | diabetes
28939855 | @DISEASE_Melioidosis | Melioidosis | 435 | 11 | Disease | disease | melioidosis
28939855 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 599 | 8 | Disease | disease | diabetes
28939855 | @DISEASE_Death | Death | 727 | 5 | Disease | disease | death
28939855 | @DISEASE_Infections | Infections | 809 | 9 | Disease | disease | infection
28939855 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 822 | 9 | Disease | disease | diabetics
28939855 | @GENE_HSPD1 | HSPD1 | 1267 | 5 | Gene | gene | GroEL
28939855 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 1313 | 8 | Disease | disease | diabetic
28939855 | @DISEASE_Infections | Infections | 1407 | 9 | Disease | disease | infection
29289740 | @GENE_HLA_A | HLA-A | 15 | 11 | Gene | gene | HLA-A, B, C
29289740 | @GENE_SRPRA | SRPRA | 28 | 2 | Gene | gene | DP
29289740 | @GENE_HLA_A | HLA-A | 122 | 9 | Gene | gene | HLA-A, -B
29289740 | @GENE_HLA_DPB1 | HLA-DPB1 | 138 | 4 | Gene | gene | DPB1
29289740 | @GENE_HLA_DQA1 | HLA-DQA1 | 145 | 4 | Gene | gene | DQA1
29289740 | @GENE_HLA_DQB1 | HLA-DQB1 | 152 | 4 | Gene | gene | DQB1
29289740 | @GENE_HLA_DRB1 | HLA-DRB1 | 163 | 4 | Gene | gene | DRB1
29289740 | @GENE_HLA_DPB1 | HLA-DPB1 | 527 | 4 | Gene | gene | DPB1
29289740 | @GENE_HLA_DPB1 | HLA-DPB1 | 541 | 4 | Gene | gene | DPB1
29289740 | @GENE_HLA_DQB1 | HLA-DQB1 | 555 | 4 | Gene | gene | DQB1
29289740 | @GENE_HLA_DRB1 | HLA-DRB1 | 572 | 4 | Gene | gene | DRB1
29773025 | @GENE_HLA_C | HLA-C | 355 | 5 | Gene | gene | HLA-C
29773025 | @GENE_HFE | HFE | 774 | 15 | Gene | gene | hemochromatosis
29773025 | @DISEASE_Neoplasms | Neoplasms | 822 | 5 | Disease | disease | tumor
29773025 | @GENE_OCA2 | OCA2 | 913 | 3 | Gene | gene | Ped
29773025 | @DISEASE_Neoplasms | Neoplasms | 1365 | 6 | Disease | disease | tumors
30541148 | @GENE_ATR | ATR | 14 | 3 | Gene | gene | ATR
30541148 | @GENE_CDC73 | CDC73 | 72 | 5 | Gene | gene | CDC73
30541148 | @GENE_ATR | ATR | 244 | 3 | Gene | gene | ATR
30541148 | @GENE_ATR | ATR | 371 | 3 | Gene | gene | ATR
30541148 | @GENE_ATR | ATR | 411 | 3 | Gene | gene | ATR
30541148 | @GENE_ATR | ATR | 564 | 3 | Gene | gene | ATR
30541148 | @GENE_RPA1 | RPA1 | 718 | 3 | Gene | gene | RPA
30541148 | @GENE_RNASEH1 | RNASEH1 | 791 | 7 | Gene | gene | RNaseH1
30541148 | @GENE_ATR | ATR | 821 | 3 | Gene | gene | ATR
30541148 | @GENE_PPP1R10 | PPP1R10 | 841 | 5 | Gene | gene | PNUTS
30541148 | @GENE_CDC73 | CDC73 | 867 | 5 | Gene | gene | CDC73
30541148 | @GENE_ATR | ATR | 964 | 3 | Gene | gene | ATR
30541148 | @GENE_PPP1R10 | PPP1R10 | 1066 | 5 | Gene | gene | PNUTS
30541148 | @GENE_ATR | ATR | 1086 | 3 | Gene | gene | ATR
30541148 | @GENE_CDC73 | CDC73 | 1102 | 5 | Gene | gene | CDC73
30541148 | @GENE_CDC73 | CDC73 | 1185 | 5 | Gene | gene | CDC73
30541148 | @GENE_ATR | ATR | 1208 | 3 | Gene | gene | ATR
30541148 | @GENE_ATR | ATR | 1273 | 3 | Gene | gene | ATR
31217245 | @GENE_HLA_C | HLA-C | 191 | 5 | Gene | gene | HLA-C
31217245 | @DISEASE_HIV_Infections | HIV Infections | 220 | 12 | Disease | disease | HIV-infected
31217245 | @GENE_HLA_A | HLA-A | 262 | 12 | Gene | gene | HLA-A and -B
31217245 | @GENE_HLA_C | HLA-C | 327 | 5 | Gene | gene | HLA-C
31217245 | @GENE_HLA_C | HLA-C | 337 | 5 | Gene | gene | HLA-C
31217245 | @GENE_CD8A | CD8A | 354 | 3 | Gene | gene | CD8
31217245 | @DISEASE_HIV_Infections | HIV Infections | 426 | 14 | Disease | disease | HIV-1-infected
31217245 | @GENE_HLA_C | HLA-C | 467 | 5 | Gene | gene | HLA-C
31217245 | @GENE_HLA_A | HLA-A | 533 | 7 | Gene | gene | HLA-A/B
31217245 | @GENE_CD8A | CD8A | 591 | 3 | Gene | gene | CD8
31217245 | @GENE_HLA_C | HLA-C | 626 | 5 | Gene | gene | HLA-C
31217245 | @GENE_HLA_C | HLA-C | 1367 | 5 | Gene | gene | HLA-C
31217245 | @DISEASE_HIV_Infections | HIV Infections | 1418 | 12 | Disease | disease | HIV-infected
31217245 | @GENE_HLA_C | HLA-C | 1495 | 5 | Gene | gene | HLA-C
31217245 | @GENE_HLA_A | HLA-A | 1715 | 3 | Gene | gene | HLA
31217245 | @GENE_HLA_C | HLA-C | 1936 | 5 | Gene | gene | HLA-C
31217245 | @DISEASE_HIV_Infections | HIV Infections | 1945 | 15 | Disease | disease | HIV-1 infection
31217245 | @GENE_HLA_C | HLA-C | 2017 | 5 | Gene | gene | HLA-C
31217245 | @DISEASE_HIV_Infections | HIV Infections | 2057 | 14 | Disease | disease | HIV-1-infected
31217245 | @GENE_HLA_A | HLA-A | 2102 | 7 | Gene | gene | HLA-A/B
31217245 | @GENE_HLA_C | HLA-C | 2111 | 5 | Gene | gene | HLA-C
31217245 | @GENE_CD8A | CD8A | 2144 | 3 | Gene | gene | CD8
31217245 | @DISEASE_HIV_Infections | HIV Infections | 2250 | 14 | Disease | disease | HIV-1-infected
31217245 | @DISEASE_Infections | Infections | 2529 | 9 | Disease | disease | infection
31217245 | @GENE_HLA_C | HLA-C | 2638 | 5 | Gene | gene | HLA-C
31217245 | @DISEASE_HIV_Infections | HIV Infections | 2671 | 12 | Disease | disease | HIV-infected
31385396 | @GENE_LY6A | Ly6a | 66 | 5 | Gene | gene | Sca-1
31385396 | @GENE_LY6A | Ly6a | 260 | 19 | Gene | gene | stem cell antigen 1
31385396 | @GENE_LY6A | Ly6a | 281 | 5 | Gene | gene | Sca-1
31385396 | @GENE_LY6A | Ly6a | 402 | 5 | Gene | gene | Sca-1
31385396 | @GENE_LY6A | Ly6a | 412 | 5 | Gene | gene | Sca-1
31385396 | @GENE_LY6A | Ly6a | 585 | 5 | Gene | gene | Sca-1
31385396 | @GENE_LY6A | Ly6a | 600 | 5 | Gene | gene | Sca-1
31385396 | @GENE_LY6A | Ly6a | 613 | 5 | Gene | gene | Sca-1
31385396 | @GENE_LY6A | Ly6a | 630 | 5 | Gene | gene | Sca-1
31385396 | @GENE_BMI1 | Bmi1 | 700 | 4 | Gene | gene | Bmi1
31385396 | @GENE_CBX8 | Cbx8 | 706 | 4 | Gene | gene | Cbx8
31385396 | @GENE_PPP1R10 | Ppp1r10 | 712 | 5 | Gene | gene | PNUTS
31385396 | @GENE_SIRT1 | Sirt1 | 719 | 5 | Gene | gene | Sirt1
31385396 | @GENE_SIRT2 | Sirt2 | 726 | 5 | Gene | gene | Sirt2
31385396 | @GENE_SIRT6 | Sirt6 | 733 | 5 | Gene | gene | Sirt6
31385396 | @GENE_CDK2 | Cdk2 | 754 | 4 | Gene | gene | CDK2
31385396 | @GENE_CDK4 | Cdk4 | 760 | 4 | Gene | gene | CDK4
31385396 | @GENE_PRKDC | Prkdc | 843 | 8 | Gene | gene | DNA-PKcs
31385396 | @GENE_TERF2 | Terf2 | 853 | 5 | Gene | gene | TRF-2
31385396 | @GENE_CDKN2A | Cdkn2a | 920 | 8 | Gene | gene | p16INK4a
31385396 | @GENE_CDKN2A | Cdkn2a | 931 | 6 | Gene | gene | P19ARF
31385396 | @GENE_CDKN1B | Cdkn1b | 940 | 7 | Gene | gene | p27Kip1
31385396 | @GENE_CDKN2A | Cdkn2a | 964 | 8 | Gene | gene | p16INK4a
31385396 | @GENE_CDKN1B | Cdkn1b | 975 | 7 | Gene | gene | p27Kip1
31385396 | @GENE_LY6A | Ly6a | 1002 | 5 | Gene | gene | Sca-1
31385396 | @GENE_PECAM1 | Pecam1 | 1094 | 4 | Gene | gene | CD31
31385396 | @GENE_LY6A | Ly6a | 1173 | 5 | Gene | gene | Sca-1
31385396 | @GENE_CXCL12 | Cxcl12 | 1282 | 6 | Gene | gene | CXCL12
31385396 | @GENE_LY6A | Ly6a | 1378 | 5 | Gene | gene | Sca-1
31385396 | @GENE_CXCR4 | Cxcr4 | 1424 | 5 | Gene | gene | Cxcr4
31385396 | @GENE_AKT1 | Akt1 | 1439 | 3 | Gene | gene | Akt
31385396 | @GENE_FOXO3 | Foxo3 | 1456 | 6 | Gene | gene | FoxO3a
31385396 | @GENE_LY6A | Ly6a | 1560 | 5 | Gene | gene | Sca-1
31385396 | @GENE_LY6A | Ly6a | 1611 | 5 | Gene | gene | Sca-1
31385396 | @GENE_CXCL12 | Cxcl12 | 1793 | 6 | Gene | gene | Cxcl12
31385396 | @GENE_CXCR4 | Cxcr4 | 1800 | 5 | Gene | gene | Cxcr4
31961065 | @DISEASE_Osteoarthritis_Knee | Osteoarthritis Knee | 75 | 27 | Disease | disease | Knee and Hip Osteoarthritis
31961065 | @DISEASE_Arthritis | Arthritis | 187 | 9 | Disease | disease | arthritis
31961065 | @DISEASE_Osteoarthritis | Osteoarthritis | 402 | 14 | Disease | disease | osteoarthritis
31961065 | @DISEASE_Osteoarthritis | Osteoarthritis | 418 | 2 | Disease | disease | OA
31961065 | @DISEASE_Osteoarthritis_Knee | Osteoarthritis Knee | 528 | 7 | Disease | disease | knee OA
31961065 | @DISEASE_Osteoarthritis_Hip | Osteoarthritis Hip | 587 | 6 | Disease | disease | hip OA
31961065 | @DISEASE_Osteoarthritis | Osteoarthritis | 988 | 2 | Disease | disease | OA
31961065 | @DISEASE_Osteoarthritis | Osteoarthritis | 1025 | 2 | Disease | disease | OA
31961065 | @DISEASE_Osteoarthritis | Osteoarthritis | 1173 | 2 | Disease | disease | OA
31961065 | @DISEASE_Osteoarthritis | Osteoarthritis | 1298 | 2 | Disease | disease | OA
31961065 | @DISEASE_Osteoarthritis | Osteoarthritis | 1465 | 2 | Disease | disease | OA
31961065 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 1590 | 18 | Chemical | chemical | lipopolysaccharide
31961065 | @CHEMICAL_Phosphatidylinositols | Phosphatidylinositols | 1639 | 20 | Chemical | chemical | phosphatidylinositol
31961065 | @CHEMICAL_Sphingolipids | Sphingolipids | 1746 | 12 | Chemical | chemical | sphingolipid
31961065 | @DISEASE_Osteoarthritis | Osteoarthritis | 1804 | 2 | Disease | disease | OA
31961065 | @DISEASE_Osteoarthritis | Osteoarthritis | 2030 | 2 | Disease | disease | OA
32006464 | @GENE_NUAK1 | NUAK1 | 49 | 5 | Gene | gene | NUAK1
32006464 | @GENE_MYC | MYC | 99 | 3 | Gene | gene | MYC
32006464 | @GENE_MYC | MYC | 174 | 3 | Gene | gene | MYC
32006464 | @GENE_NUAK1 | NUAK1 | 206 | 5 | Gene | gene | NUAK1
32006464 | @GENE_NUAK1 | NUAK1 | 326 | 5 | Gene | gene | NUAK1
32006464 | @GENE_PPA1 | PPA1 | 432 | 3 | Gene | gene | PP1
32006464 | @GENE_PPP1R10 | PPP1R10 | 458 | 5 | Gene | gene | PNUTS
32006464 | @GENE_PPA1 | PPA1 | 497 | 3 | Gene | gene | PP1
32006464 | @GENE_NUAK1 | NUAK1 | 523 | 5 | Gene | gene | NUAK1
32006464 | @GENE_NUAK1 | NUAK1 | 535 | 5 | Gene | gene | NUAK1
32006464 | @GENE_PPP1R10 | PPP1R10 | 545 | 5 | Gene | gene | PNUTS
32006464 | @GENE_NUAK1 | NUAK1 | 604 | 5 | Gene | gene | NUAK1
32006464 | @GENE_PPP1R10 | PPP1R10 | 645 | 5 | Gene | gene | PNUTS
32006464 | @GENE_MYC | MYC | 734 | 3 | Gene | gene | MYC
32006464 | @GENE_NUAK1 | NUAK1 | 774 | 5 | Gene | gene | NUAK1
32006464 | @GENE_NUAK1 | NUAK1 | 874 | 5 | Gene | gene | NUAK1
32006464 | @GENE_MYC | MYC | 894 | 3 | Gene | gene | MYC
32006464 | @GENE_NUAK1 | NUAK1 | 1069 | 5 | Gene | gene | NUAK1
32006464 | @GENE_MYC | MYC | 1117 | 3 | Gene | gene | MYC
32129705 | @GENE_RAG1 | Rag1 | 44 | 4 | Gene | gene | RAG1
32129705 | @DISEASE_Influenza_Human | Influenza Human | 123 | 27 | Disease | disease | influenza type A infections
32129705 | @GENE_RAG1 | Rag1 | 257 | 4 | Gene | gene | Rag1
32129705 | @GENE_CD34 | Cd34 | 386 | 4 | Gene | gene | CD34
32129705 | @DISEASE_Virus_Diseases | Virus Diseases | 551 | 15 | Disease | disease | IAV) infections
32129705 | @DISEASE_Infections | Infections | 653 | 9 | Disease | disease | infection
32129705 | @DISEASE_Hemorrhage | Hemorrhage | 776 | 21 | Disease | disease | pulmonary hemorrhagic
32129705 | @GENE_ITGAE | Itgae | 1071 | 5 | Gene | gene | CD103
32129705 | @DISEASE_Virus_Diseases | Virus Diseases | 1140 | 14 | Disease | disease | IAV infections
32129705 | @DISEASE_Virus_Diseases | Virus Diseases | 1354 | 14 | Disease | disease | IAV infections
32219494 | @GENE_HLA_C | HLA-C | 39 | 5 | Gene | gene | HLA-C
32219494 | @GENE_HLA_C | HLA-C | 289 | 3 | Gene | gene | MHC
32219494 | @GENE_KLRC1 | KLRC1 | 359 | 5 | Gene | gene | NKG2A
32219494 | @GENE_HLA_E | HLA-E | 365 | 5 | Gene | gene | HLA-E
32219494 | @GENE_KIR2DL4 | KIR2DL4 | 389 | 3 | Gene | gene | KIR
32219494 | @GENE_HLA_A | HLA-A | 393 | 3 | Gene | gene | HLA
32219494 | @GENE_HLA_C | HLA-C | 513 | 5 | Gene | gene | HLA-C
32219494 | @GENE_HLA_C | HLA-C | 564 | 5 | Gene | gene | HLA-C
32219494 | @GENE_HLA_C | HLA-C | 641 | 5 | Gene | gene | HLA-C
32219494 | @GENE_HLA_C | HLA-C | 748 | 5 | Gene | gene | HLA-C
32219494 | @GENE_KIR2DL4 | KIR2DL4 | 837 | 3 | Gene | gene | KIR
32219494 | @GENE_HLA_A | HLA-A | 863 | 3 | Gene | gene | HLA
32219494 | @GENE_KIR2DL4 | KIR2DL4 | 926 | 3 | Gene | gene | KIR
32219494 | @GENE_HLA_A | HLA-A | 934 | 3 | Gene | gene | HLA
33115945 | @GENE_PDCD1 | PDCD1 | 0 | 4 | Gene | gene | PD-1
33115945 | @DISEASE_Heart_Diseases | Heart Diseases | 155 | 19 | Disease | disease | cardiac dysfunction
33115945 | @DISEASE_Neoplasms | Neoplasms | 287 | 6 | Disease | disease | cancer
33115945 | @DISEASE_Cardiovascular_Diseases | Cardiovascular Diseases | 354 | 29 | Disease | disease | cardiovascular adverse events
33115945 | @DISEASE_Cardiovascular_Diseases | Cardiovascular Diseases | 419 | 29 | Disease | disease | Cardiovascular adverse events
