2840678 | @GENE_CXCR4 | CXCR4 | 150 | 5 | Gene | gene | LCR-1
34687900 | @GENE_IMPA1 | IMPA1 | 1119 | 14 | Gene | gene | IMPalpha/beta1
34687900 | @GENE_STAT3 | STAT3 | 1154 | 5 | Gene | gene | STAT3
34687900 | @CHEMICAL_Ivermectin | Ivermectin | 1238 | 3 | Chemical | chemical | IVM
34687900 | @GENE_ORF1AB | ORF1ab | 1277 | 6 | Gene | gene | 3CLpro
34687900 | @GENE_S | S | 1288 | 1 | Gene | gene | S
34687900 | @CHEMICAL_Ivermectin | Ivermectin | 1483 | 3 | Chemical | chemical | IVM
34687900 | @CHEMICAL_Ivermectin | Ivermectin | 1511 | 3 | Chemical | chemical | IVM
34687900 | @CHEMICAL_Ivermectin | Ivermectin | 1720 | 3 | Chemical | chemical | IVM
34696514 | @CHEMICAL_Ivermectin | Ivermectin | 10 | 10 | Chemical | chemical | Ivermectin
34696514 | @CHEMICAL_Atorvastatin | Atorvastatin | 25 | 12 | Chemical | chemical | Atorvastatin
34696514 | @GENE_KPNA1 | KPNA1 | 65 | 14 | Gene | gene | Importin Alpha
34696514 | @CHEMICAL_Ivermectin | Ivermectin | 367 | 10 | Chemical | chemical | ivermectin
34696514 | @CHEMICAL_Ivermectin | Ivermectin | 379 | 3 | Chemical | chemical | IVM
34696514 | @CHEMICAL_Atorvastatin | Atorvastatin | 448 | 12 | Chemical | chemical | atorvastatin
34696514 | @CHEMICAL_Atorvastatin | Atorvastatin | 462 | 3 | Chemical | chemical | ATV
34696514 | @DISEASE_Infections | Infections | 601 | 9 | Disease | disease | infection
34696514 | @DISEASE_COVID_19 | COVID-19 | 784 | 8 | Disease | disease | COVID-19
34696514 | @GENE_KPNA3 | KPNA3 | 824 | 5 | Gene | gene | KPNA3
34696514 | @GENE_KPNA5 | KPNA5 | 831 | 5 | Gene | gene | KPNA5
34696514 | @GENE_KPNA7 | KPNA7 | 838 | 5 | Gene | gene | KPNA7
34696514 | @GENE_KPNB1 | KPNB1 | 845 | 5 | Gene | gene | KPNB1
34696514 | @GENE_RHOA | RHOA | 852 | 4 | Gene | gene | RHOA
34696514 | @GENE_CDC42 | CDC42 | 862 | 5 | Gene | gene | CDC42
34696514 | @DISEASE_COVID_19 | COVID-19 | 897 | 8 | Disease | disease | COVID-19
34696514 | @DISEASE_Infections | Infections | 937 | 9 | Disease | disease | infection
34696514 | @CHEMICAL_Poly_I_C | Poly I-C | 952 | 9 | Chemical | chemical | Poly(I:C)
34696514 | @GENE_NFKB1 | NFKB1 | 1022 | 9 | Gene | gene | NF-kappaB
34696514 | @CHEMICAL_Ivermectin | Ivermectin | 1073 | 3 | Chemical | chemical | IVM
34696514 | @CHEMICAL_Atorvastatin | Atorvastatin | 1081 | 3 | Chemical | chemical | ATV
34696514 | @CHEMICAL_Ivermectin | Ivermectin | 1240 | 3 | Chemical | chemical | IVM
34696514 | @CHEMICAL_Atorvastatin | Atorvastatin | 1248 | 3 | Chemical | chemical | ATV
34696514 | @GENE_KPNA1 | KPNA1 | 1278 | 14 | Gene | gene | importin alpha
34696514 | @GENE_KPNA1 | KPNA1 | 1375 | 14 | Gene | gene | importin alpha
34696514 | @CHEMICAL_Ivermectin | Ivermectin | 1417 | 3 | Chemical | chemical | IVM
34696514 | @CHEMICAL_Atorvastatin | Atorvastatin | 1425 | 3 | Chemical | chemical | ATV
34696514 | @DISEASE_COVID_19 | COVID-19 | 1526 | 20 | Disease | disease | SARS-CoV-2 infection
34696514 | @CHEMICAL_Ivermectin | Ivermectin | 1560 | 3 | Chemical | chemical | IVM
34696514 | @CHEMICAL_Atorvastatin | Atorvastatin | 1568 | 3 | Chemical | chemical | ATV
34696514 | @GENE_KPNA1 | KPNA1 | 1621 | 14 | Gene | gene | importin alpha
34950606 | @DISEASE_COVID_19 | COVID-19 | 0 | 47 | Disease | disease | Severe Acute Respiratory Syndrome Coronavirus 2
34950606 | @DISEASE_COVID_19 | COVID-19 | 141 | 24 | Disease | disease | Coronavirus disease 2019
34950606 | @DISEASE_COVID_19 | COVID-19 | 167 | 8 | Disease | disease | COVID-19
34950606 | @DISEASE_COVID_19 | COVID-19 | 339 | 8 | Disease | disease | COVID-19
34950606 | @GENE_KPNA6 | KPNA6 | 847 | 27 | Gene | gene | karyopherin subunit alpha-6
34950606 | @GENE_KPNA6 | KPNA6 | 876 | 5 | Gene | gene | KPNA6
34950606 | @GENE_IRF3 | IRF3 | 894 | 30 | Gene | gene | interferon regulatory factor 3
34950606 | @GENE_IRF3 | IRF3 | 925 | 4 | Gene | gene | IRF3
34950606 | @GENE_STAT1 | STAT1 | 996 | 50 | Gene | gene | signal transducer and activator of transcription 1
34950606 | @GENE_STAT1 | STAT1 | 1048 | 5 | Gene | gene | STAT1
34950606 | @GENE_JAK1 | JAK1 | 1085 | 14 | Gene | gene | Janus kinase 1
34950606 | @GENE_JAK1 | JAK1 | 1101 | 4 | Gene | gene | JAK1
34950606 | @DISEASE_COVID_19 | COVID-19 | 1234 | 8 | Disease | disease | COVID-19
35043770 | @CHEMICAL_Ivermectin | Ivermectin | 0 | 10 | Chemical | chemical | Ivermectin
35043770 | @DISEASE_COVID_19 | COVID-19 | 14 | 8 | Disease | disease | COVID-19
35043770 | @CHEMICAL_Ivermectin | Ivermectin | 65 | 10 | Chemical | chemical | Ivermectin
35043770 | @CHEMICAL_Ivermectin | Ivermectin | 77 | 3 | Chemical | chemical | IVM
35043770 | @CHEMICAL_Ivermectin | Ivermectin | 562 | 10 | Chemical | chemical | ivermectin
35043770 | @DISEASE_COVID_19 | COVID-19 | 714 | 16 | Disease | disease | COVID-19 disease
35043770 | @CHEMICAL_Ivermectin | Ivermectin | 1076 | 10 | Chemical | chemical | ivermectin
35043770 | @CHEMICAL_Doxycycline | Doxycycline | 1116 | 11 | Chemical | chemical | doxycycline
35043770 | @CHEMICAL_Azithromycin | Azithromycin | 1129 | 12 | Chemical | chemical | azithromycin
35043770 | @CHEMICAL_Ivermectin | Ivermectin | 1226 | 10 | Chemical | chemical | ivermectin
35043770 | @CHEMICAL_Ivermectin | Ivermectin | 1339 | 10 | Chemical | chemical | ivermectin
35043770 | @DISEASE_COVID_19 | COVID-19 | 1353 | 8 | Disease | disease | COVID-19
35043770 | @CHEMICAL_Ivermectin | Ivermectin | 1484 | 10 | Chemical | chemical | ivermectin
35043770 | @CHEMICAL_Ivermectin | Ivermectin | 1526 | 10 | Chemical | chemical | ivermectin
35043770 | @DISEASE_COVID_19 | COVID-19 | 1558 | 8 | Disease | disease | COVID-19
35163923 | @DISEASE_COVID_19 | COVID-19 | 39 | 8 | Disease | disease | COVID-19
35163923 | @DISEASE_COVID_19 | COVID-19 | 162 | 8 | Disease | disease | COVID-19
35163923 | @DISEASE_Severe_Acute_Respiratory_Syndrome | Severe Acute Respiratory Syndrome | 239 | 9 | Disease | disease | SARS-CoV2
35163923 | @DISEASE_Virus_Diseases | Virus Diseases | 341 | 15 | Disease | disease | viral infection
35163923 | @DISEASE_Inflammation | Inflammation | 365 | 12 | Disease | disease | inflammatory
35163923 | @GENE_EEF1A1 | EEF1A1 | 812 | 5 | Gene | gene | eEF1A
35163923 | @GENE_SPHK2 | SPHK2 | 1253 | 20 | Gene | gene | sphingosine kinase 2
35163923 | @GENE_IL6 | IL6 | 1309 | 13 | Gene | gene | interleukin 6
35163923 | @DISEASE_Inflammation | Inflammation | 1372 | 12 | Disease | disease | inflammatory
35187564 | @GENE_ORF6 | ORF6 | 22 | 4 | Gene | gene | ORF6
35187564 | @GENE_IFNA1 | IFNA1 | 134 | 3 | Gene | gene | IFN
35187564 | @DISEASE_Infections | Infections | 166 | 9 | Disease | disease | infection
35187564 | @GENE_IFNA1 | IFNA1 | 264 | 3 | Gene | gene | IFN
35187564 | @GENE_IFNA1 | IFNA1 | 308 | 3 | Gene | gene | IFN
35187564 | @GENE_ORF6 | ORF6 | 348 | 4 | Gene | gene | ORF6
35187564 | @GENE_NUP98 | NUP98 | 486 | 5 | Gene | gene | Nup98
35187564 | @GENE_RAE1 | RAE1 | 492 | 4 | Gene | gene | Rae1
35187564 | @GENE_STAT1 | STAT1 | 543 | 5 | Gene | gene | STAT1
35187564 | @GENE_IRF3 | IRF3 | 553 | 4 | Gene | gene | IRF3
35187564 | @GENE_ORF6 | ORF6 | 640 | 4 | Gene | gene | ORF6
35187564 | @GENE_IFNA1 | IFNA1 | 662 | 3 | Gene | gene | IFN
35187564 | @GENE_ORF6 | ORF6 | 871 | 4 | Gene | gene | ORF6
35187564 | @GENE_IFNA1 | IFNA1 | 932 | 3 | Gene | gene | IFN
35187564 | @GENE_ORF6 | ORF6 | 1001 | 4 | Gene | gene | ORF6
35187564 | @GENE_NUP98 | NUP98 | 1006 | 5 | Gene | gene | Nup98
35187564 | @GENE_ORF6 | ORF6 | 1147 | 4 | Gene | gene | ORF6
35187564 | @GENE_ORF6 | ORF6 | 1269 | 4 | Gene | gene | ORF6
35187564 | @GENE_IFNA1 | IFNA1 | 1291 | 3 | Gene | gene | IFN
35187564 | @GENE_ORF6 | ORF6 | 1368 | 4 | Gene | gene | ORF6
35484353 | @DISEASE_Colitis_Ulcerative | Colitis Ulcerative | 92 | 18 | Disease | disease | ulcerative colitis
35484353 | @DISEASE_Colitis_Ulcerative | Colitis Ulcerative | 379 | 18 | Disease | disease | ulcerative colitis
35484353 | @DISEASE_Colitis_Ulcerative | Colitis Ulcerative | 399 | 2 | Disease | disease | UC
35484353 | @DISEASE_Colitis_Ulcerative | Colitis Ulcerative | 430 | 2 | Disease | disease | UC
35484353 | @GENE_PRKCB | PRKCB | 719 | 5 | Gene | gene | PRKCB
35484353 | @GENE_HLA_A | HLA-A | 726 | 3 | Gene | gene | HLA
35484353 | @GENE_SNAI1 | SNAI1 | 731 | 5 | Gene | gene | SNAI1
35484353 | @GENE_CEBPB | CEBPB | 737 | 5 | Gene | gene | CEBPB
35484353 | @GENE_PTPN1 | PTPN1 | 743 | 5 | Gene | gene | PTPN1
35484353 | @GENE_VEGFA | VEGFA | 753 | 5 | Gene | gene | VEGFA
35484353 | @GENE_XPO5 | XPO5 | 759 | 4 | Gene | gene | XPO5
35484353 | @CHEMICAL_Calcium | Calcium | 807 | 7 | Chemical | chemical | calcium
35484353 | @DISEASE_Colitis_Ulcerative | Colitis Ulcerative | 880 | 2 | Disease | disease | UC
35590097 | @GENE_ORF6 | ORF6 | 11 | 4 | Gene | gene | ORF6
35590097 | @GENE_ORF6 | ORF6 | 146 | 4 | Gene | gene | ORF6
35590097 | @GENE_IFNA1 | IFNA1 | 183 | 3 | Gene | gene | IFN
35590097 | @GENE_STAT1 | STAT1 | 253 | 5 | Gene | gene | STAT1
35590097 | @GENE_ORF6 | ORF6 | 324 | 4 | Gene | gene | ORF6
35590097 | @GENE_STAT1 | STAT1 | 338 | 5 | Gene | gene | STAT1
35590097 | @GENE_ORF6 | ORF6 | 409 | 4 | Gene | gene | ORF6
35590097 | @GENE_STAT1 | STAT1 | 432 | 5 | Gene | gene | STAT1
35590097 | @GENE_IFNA1 | IFNA1 | 454 | 3 | Gene | gene | IFN
35590097 | @GENE_STAT1 | STAT1 | 509 | 5 | Gene | gene | STAT1
35590097 | @GENE_ORF6 | ORF6 | 516 | 4 | Gene | gene | ORF6
35590097 | @GENE_KPNA1 | KPNA1 | 537 | 14 | Gene | gene | importin alpha
35590097 | @GENE_KPNA1 | KPNA1 | 653 | 15 | Gene | gene | importin alpha5
35590097 | @GENE_ORF6 | ORF6 | 679 | 4 | Gene | gene | ORF6
35590097 | @GENE_KPNA1 | KPNA1 | 709 | 14 | Gene | gene | importin alpha
35590097 | @GENE_ORF6 | ORF6 | 916 | 4 | Gene | gene | ORF6
35590097 | @GENE_STAT1 | STAT1 | 958 | 5 | Gene | gene | STAT1
35590097 | @GENE_STAT1 | STAT1 | 1024 | 5 | Gene | gene | STAT1
35590097 | @GENE_ORF6 | ORF6 | 1073 | 4 | Gene | gene | ORF6
35590097 | @GENE_ORF6 | ORF6 | 1263 | 4 | Gene | gene | ORF6
35666772 | @GENE_BORR | borr | 124 | 8 | Gene | gene | Borealin
35666772 | @GENE_RAN | Ran | 353 | 3 | Gene | gene | Ran
35666772 | @GENE_NCD | ncd | 529 | 10 | Gene | gene | Kinesin-14
35666772 | @GENE_NCD | ncd | 540 | 3 | Gene | gene | Ncd
35666772 | @GENE_14_3_3ZETA | 14-3-3zeta | 656 | 6 | Gene | gene | 14-3-3
35666772 | @GENE_14_3_3ZETA | 14-3-3zeta | 785 | 6 | Gene | gene | 14-3-3
35666772 | @GENE_14_3_3ZETA | 14-3-3zeta | 931 | 6 | Gene | gene | 14-3-3
35666772 | @GENE_NCD | ncd | 1022 | 10 | Gene | gene | Kinesin-14
35666772 | @GENE_NCD | ncd | 1033 | 3 | Gene | gene | Ncd
35666772 | @GENE_14_3_3ZETA | 14-3-3zeta | 1053 | 6 | Gene | gene | 14-3-3
35666772 | @GENE_BORR | borr | 1094 | 8 | Gene | gene | Borealin
35666772 | @GENE_BORR | borr | 1176 | 8 | Gene | gene | Borealin
35666772 | @GENE_BORR | borr | 1242 | 8 | Gene | gene | Borealin
35666772 | @GENE_14_3_3ZETA | 14-3-3zeta | 1341 | 6 | Gene | gene | 14-3-3
35666772 | @GENE_BORR | borr | 1373 | 8 | Gene | gene | Borealin
35686662 | @CHEMICAL_Ivermectin | Ivermectin | 33 | 10 | Chemical | chemical | Ivermectin
35686662 | @DISEASE_COVID_19 | COVID-19 | 47 | 8 | Disease | disease | COVID-19
35686662 | @DISEASE_COVID_19 | COVID-19 | 57 | 8 | Disease | disease | COVID-19
35686662 | @CHEMICAL_Ivermectin | Ivermectin | 303 | 10 | Chemical | chemical | Ivermectin
35686662 | @DISEASE_COVID_19 | COVID-19 | 355 | 18 | Disease | disease | COVID-19 infection
35686662 | @CHEMICAL_Ivermectin | Ivermectin | 454 | 10 | Chemical | chemical | Ivermectin
35686662 | @DISEASE_COVID_19 | COVID-19 | 495 | 8 | Disease | disease | COVID-19
35686662 | @CHEMICAL_Ivermectin | Ivermectin | 554 | 10 | Chemical | chemical | Ivermectin
35686662 | @CHEMICAL_Ivermectin | Ivermectin | 677 | 10 | Chemical | chemical | Ivermectin
35686662 | @CHEMICAL_Ivermectin | Ivermectin | 776 | 10 | Chemical | chemical | Ivermectin
35723340 | @GENE_ERVK_6 | ERVK-6 | 21 | 16 | Gene | gene | Envelope Protein
35723340 | @DISEASE_COVID_19 | COVID-19 | 123 | 10 | Disease | disease | SARS-CoV-2
35723340 | @GENE_ERVK_6 | ERVK-6 | 279 | 16 | Gene | gene | envelope protein
35723340 | @GENE_E | E | 297 | 1 | Gene | gene | E
35723340 | @DISEASE_Parkinson_Disease | Parkinson Disease | 699 | 35 | Disease | disease | Alzheimer's and Parkinson's disease
35723340 | @DISEASE_Diabetes_Mellitus_Type_2 | Diabetes Mellitus Type 2 | 742 | 15 | Disease | disease | type 2 diabetes
35723340 | @GENE_BHLHE40 | BHLHE40 | 795 | 7 | Gene | gene | BHLHE40
35723340 | @GENE_IL10 | IL10 | 827 | 5 | Gene | gene | IL-10
35723340 | @DISEASE_Inflammation | Inflammation | 833 | 12 | Disease | disease | inflammatory
35723340 | @GENE_SCAP | SCAP | 937 | 4 | Gene | gene | SCAP
35723340 | @GENE_HSP90AA1 | HSP90AA1 | 948 | 10 | Gene | gene | HSP90alpha
35723340 | @CHEMICAL_Cholesterol | Cholesterol | 996 | 11 | Chemical | chemical | cholesterol
35723340 | @GENE_INS | INS | 1043 | 7 | Gene | gene | insulin
35723340 | @GENE_HSP90AA1 | HSP90AA1 | 1100 | 5 | Gene | gene | HSP90
35723340 | @DISEASE_COVID_19 | COVID-19 | 1120 | 8 | Disease | disease | COVID-19
35723340 | @CHEMICAL_geldanamycin | geldanamycin | 1130 | 12 | Chemical | chemical | geldanamycin
35723340 | @GENE_KPNA1 | KPNA1 | 1165 | 19 | Gene | gene | importin alpha/beta
35723340 | @CHEMICAL_Ivermectin | Ivermectin | 1258 | 10 | Chemical | chemical | ivermectin
35723340 | @GENE_KPNA1 | KPNA1 | 1283 | 20 | Gene | gene | importins alpha/beta
35723340 | @GENE_ERVK_6 | ERVK-6 | 1338 | 16 | Gene | gene | envelope protein
36066346 | @GENE_IPO5 | IPO5 | 20 | 10 | Gene | gene | importin-5
36066346 | @GENE_NASP | NASP | 35 | 4 | Gene | gene | NASP
36066346 | @GENE_IPO4 | IPO4 | 350 | 10 | Gene | gene | importin-4
36066346 | @GENE_IPO4 | IPO4 | 362 | 4 | Gene | gene | Imp4
36066346 | @GENE_IPO5 | IPO5 | 674 | 10 | Gene | gene | importin-5
36066346 | @GENE_IPO5 | IPO5 | 686 | 4 | Gene | gene | Imp5
36066346 | @GENE_IPO5 | IPO5 | 747 | 4 | Gene | gene | Imp5
36066346 | @GENE_IPO4 | IPO4 | 768 | 4 | Gene | gene | Imp4
36066346 | @GENE_NASP | NASP | 973 | 4 | Gene | gene | NASP
36066346 | @GENE_HAT1 | HAT1 | 1039 | 4 | Gene | gene | HAT1
36066346 | @GENE_RBBP7 | RBBP7 | 1048 | 5 | Gene | gene | RBBP7
36066346 | @GENE_NASP | NASP | 1085 | 4 | Gene | gene | NASP
36066346 | @GENE_IPO5 | IPO5 | 1354 | 4 | Gene | gene | Imp5
36066346 | @CHEMICAL_Guanosine_Triphosphate | Guanosine Triphosphate | 1436 | 3 | Chemical | chemical | GTP
36066346 | @GENE_RAN | RAN | 1454 | 3 | Gene | gene | Ran
36066346 | @GENE_NASP | NASP | 1599 | 4 | Gene | gene | NASP
36066346 | @GENE_IPO5 | IPO5 | 1677 | 4 | Gene | gene | Imp5
36066346 | @GENE_IPO5 | IPO5 | 1800 | 4 | Gene | gene | Imp5
36066346 | @GENE_HAT1 | HAT1 | 1813 | 4 | Gene | gene | HAT1
36066346 | @GENE_RBBP7 | RBBP7 | 1818 | 5 | Gene | gene | RBBP7
36299428 | @GENE_ORF6 | ORF6 | 21 | 4 | Gene | gene | ORF6
36299428 | @DISEASE_Virus_Diseases | Virus Diseases | 78 | 5 | Disease | disease | viral
36299428 | @GENE_ORF6 | ORF6 | 172 | 4 | Gene | gene | ORF6
36299428 | @GENE_IFNA1 | IFNA1 | 221 | 3 | Gene | gene | IFN
36299428 | @GENE_NUP98 | Nup98 | 273 | 5 | Gene | gene | Nup98
36299428 | @GENE_RAE1 | RAE1 | 279 | 4 | Gene | gene | Rae1
36299428 | @GENE_ORF6 | ORF6 | 426 | 4 | Gene | gene | ORF6
36299428 | @DISEASE_Infections | Infections | 438 | 9 | Disease | disease | infection
36299428 | @VARIANT_p.M58R_ORF6_Severe_acute_respiratory_syndrome_coronavirus_2 | p.M58R | 536 | 4 | Variant | variant | M58R
36299428 | @GENE_ORF6 | ORF6 | 570 | 4 | Gene | gene | ORF6
36299428 | @GENE_ORF6 | ORF6 | 589 | 4 | Gene | gene | ORF6
36299428 | @GENE_IFNA1 | IFNA1 | 632 | 3 | Gene | gene | IFN
36299428 | @DISEASE_Virus_Diseases | Virus Diseases | 653 | 5 | Disease | disease | viral
36299428 | @DISEASE_COVID_19 | COVID-19 | 745 | 20 | Disease | disease | SARS-CoV-2 infection
36299428 | @GENE_ORF6 | ORF6 | 858 | 4 | Gene | gene | ORF6
36299428 | @GENE_NUP98 | Nup98 | 863 | 5 | Gene | gene | Nup98
36299428 | @DISEASE_COVID_19 | COVID-19 | 943 | 20 | Disease | disease | SARS-CoV-2 infection
36299428 | @GENE_ORF6 | ORF6 | 978 | 4 | Gene | gene | ORF6
36299428 | @DISEASE_Infections | Infections | 1045 | 9 | Disease | disease | infection
36299428 | @GENE_ORF6 | ORF6 | 1123 | 4 | Gene | gene | ORF6
36299428 | @DISEASE_Virus_Diseases | Virus Diseases | 1149 | 5 | Disease | disease | viral
36299428 | @GENE_ORF6 | ORF6 | 1262 | 4 | Gene | gene | ORF6
36299428 | @VARIANT_p.D61L_ORF6_Severe_acute_respiratory_syndrome_coronavirus_2 | p.D61L | 1267 | 4 | Variant | variant | D61L
36299428 | @GENE_ORF6 | ORF6 | 1372 | 4 | Gene | gene | ORF6
36299428 | @GENE_ORF6 | ORF6 | 1557 | 4 | Gene | gene | ORF6
36299428 | @GENE_ORF6 | ORF6 | 1631 | 4 | Gene | gene | ORF6
36299428 | @GENE_ORF6 | ORF6 | 1950 | 4 | Gene | gene | ORF6
36299428 | @DISEASE_Virus_Diseases | Virus Diseases | 2059 | 5 | Disease | disease | viral
36344555 | @DISEASE_Inflammation | Inflammation | 19 | 12 | Disease | disease | inflammation
36344555 | @DISEASE_Dermatitis_Atopic | Dermatitis Atopic | 48 | 17 | Disease | disease | atopic dermatitis
36344555 | @DISEASE_Dermatitis_Atopic | Dermatitis Atopic | 67 | 17 | Disease | disease | Atopic Dermatitis
36344555 | @DISEASE_Dermatitis_Atopic | Dermatitis Atopic | 86 | 2 | Disease | disease | AD
36344555 | @DISEASE_Eczema | Eczema | 93 | 6 | Disease | disease | eczema
36344555 | @DISEASE_Inflammation | Inflammation | 113 | 33 | Disease | disease | allergic inflammation of the skin
36344555 | @DISEASE_Dermatitis_Atopic | Dermatitis Atopic | 269 | 2 | Disease | disease | AD
36344555 | @GENE_KPNA1 | KPNA1 | 370 | 15 | Gene | gene | importin alpha5
36344555 | @DISEASE_Dermatitis_Atopic | Dermatitis Atopic | 434 | 2 | Disease | disease | AD
36344555 | @CHEMICAL_Cholecalciferol | Cholecalciferol | 460 | 10 | Chemical | chemical | vitamin D3
36344555 | @CHEMICAL_calcipotriene | calcipotriene | 478 | 5 | Chemical | chemical | MC903
36344555 | @CHEMICAL_calcipotriene | calcipotriene | 485 | 12 | Chemical | chemical | calcipotriol
36344555 | @GENE_TSLP | TSLP | 565 | 28 | Gene | gene | Thymic Stromal Lymphopoietin
36344555 | @GENE_TSLP | TSLP | 595 | 4 | Gene | gene | TSLP
36344555 | @DISEASE_Dermatitis_Atopic | Dermatitis Atopic | 618 | 2 | Disease | disease | AD
36344555 | @GENE_IL4 | IL4 | 690 | 4 | Gene | gene | IL-4
36344555 | @GENE_IL4R | IL4R | 712 | 10 | Gene | gene | IL-4Ralpha
36344555 | @GENE_IL1B | IL1B | 785 | 8 | Gene | gene | IL-1beta
36344555 | @GENE_IL6 | IL6 | 795 | 4 | Gene | gene | IL-6
36344555 | @GENE_IL13 | IL13 | 801 | 5 | Gene | gene | IL-13
36344555 | @GENE_IL23A | IL23A | 808 | 10 | Gene | gene | IL-23alpha
36344555 | @GENE_IL33 | IL33 | 820 | 5 | Gene | gene | IL-33
36344555 | @GENE_IFNG | IFNG | 827 | 9 | Gene | gene | IFN-gamma
36344555 | @GENE_CSF2 | CSF2 | 838 | 6 | Gene | gene | GM-CSF
36344555 | @GENE_VEGFA | VEGFA | 846 | 6 | Gene | gene | VEGF A
36344555 | @GENE_CCL5 | CCL5 | 869 | 6 | Gene | gene | RANTES
36344555 | @GENE_CXCL8 | CXCL8 | 880 | 4 | Gene | gene | IL-8
36344555 | @GENE_COX2 | COX2 | 923 | 5 | Gene | gene | COX-2
36344555 | @GENE_ISYNA1 | ISYNA1 | 933 | 4 | Gene | gene | iNOS
36344555 | @DISEASE_Inflammation | Inflammation | 990 | 12 | Disease | disease | inflammatory
36344555 | @GENE_CD4 | CD4 | 1040 | 3 | Gene | gene | CD4
36344555 | @CHEMICAL_calcipotriene | calcipotriene | 1074 | 5 | Chemical | chemical | MC903
36344555 | @DISEASE_Dermatitis_Atopic | Dermatitis Atopic | 1228 | 2 | Disease | disease | AD
36656967 | @GENE_PPP1R13B | Ppp1r13b | 41 | 5 | Gene | gene | ASPP1
36656967 | @GENE_TRP53_PS | Trp53-ps | 51 | 3 | Gene | gene | p53
36656967 | @DISEASE_Reperfusion_Injury | Reperfusion Injury | 66 | 35 | Disease | disease | Cardiac Ischemia/Reperfusion Injury
36656967 | @GENE_PPP1R13B | Ppp1r13b | 114 | 5 | Gene | gene | ASPP1
36656967 | @GENE_PPP1R13B | Ppp1r13b | 121 | 38 | Gene | gene | apoptosis stimulating of p53 protein 1
36656967 | @GENE_TRP53_PS | Trp53-ps | 219 | 3 | Gene | gene | p53
36656967 | @GENE_PPP1R13B | Ppp1r13b | 308 | 5 | Gene | gene | ASPP1
36656967 | @GENE_TRP53_PS | Trp53-ps | 322 | 3 | Gene | gene | p53
36656967 | @DISEASE_Heart_Diseases | Heart Diseases | 362 | 16 | Disease | disease | cardiac diseases
36656967 | @GENE_PPP1R13B | Ppp1r13b | 446 | 5 | Gene | gene | ASPP1
36656967 | @GENE_TRP53_PS | Trp53-ps | 462 | 3 | Gene | gene | p53
36656967 | @DISEASE_Reperfusion_Injury | Reperfusion Injury | 521 | 28 | Disease | disease | cardiac ischemia/reperfusion
36656967 | @DISEASE_Reperfusion_Injury | Reperfusion Injury | 551 | 11 | Disease | disease | I/R) injury
36656967 | @GENE_PPP1R13B | Ppp1r13b | 651 | 5 | Gene | gene | ASPP1
36656967 | @GENE_TRP53_PS | Trp53-ps | 661 | 3 | Gene | gene | p53
36656967 | @DISEASE_Hypoxia | Hypoxia | 809 | 7 | Disease | disease | hypoxia
36656967 | @GENE_PPP1R13B | Ppp1r13b | 871 | 5 | Gene | gene | ASPP1
36656967 | @GENE_TRP53_PS | Trp53-ps | 881 | 3 | Gene | gene | p53
36656967 | @GENE_PPP1R13B | Ppp1r13b | 928 | 5 | Gene | gene | ASPP1
36656967 | @GENE_TRP53_PS | Trp53-ps | 937 | 3 | Gene | gene | p53
36656967 | @GENE_TRP53_PS | Trp53-ps | 1071 | 3 | Gene | gene | p53
36656967 | @GENE_PPP1R13B | Ppp1r13b | 1079 | 5 | Gene | gene | ASPP1
36656967 | @DISEASE_Hypoxia | Hypoxia | 1135 | 7 | Disease | disease | hypoxia
36656967 | @GENE_PPP1R13B | Ppp1r13b | 1188 | 5 | Gene | gene | ASPP1
36656967 | @GENE_PPP1R13B | Ppp1r13b | 1228 | 5 | Gene | gene | ASPP1
36656967 | @GENE_BAX | Bax | 1262 | 3 | Gene | gene | Bax
36656967 | @GENE_BAX | Bax | 1267 | 17 | Gene | gene | Bcl2-associated X
36656967 | @GENE_BBC3 | Bbc3 | 1287 | 4 | Gene | gene | PUMA
36656967 | @GENE_BBC3 | Bbc3 | 1293 | 38 | Gene | gene | p53 upregulated modulator of apoptosis
36656967 | @GENE_PMAIP1 | Pmaip1 | 1338 | 4 | Gene | gene | Noxa
36656967 | @GENE_TRP53_PS | Trp53-ps | 1383 | 3 | Gene | gene | p53
36656967 | @GENE_PPP1R13B | Ppp1r13b | 1388 | 5 | Gene | gene | ASPP1
36656967 | @DISEASE_Reperfusion_Injury | Reperfusion Injury | 1420 | 3 | Disease | disease | I/R
36656967 | @GENE_PPP1R13B | Ppp1r13b | 1488 | 5 | Gene | gene | ASPP1
36656967 | @DISEASE_Reperfusion_Injury | Reperfusion Injury | 1505 | 10 | Disease | disease | I/R injury
36656967 | @DISEASE_Infarction | Infarction | 1542 | 7 | Disease | disease | infarct
36656967 | @DISEASE_Conversion_Disorder | Conversion Disorder | 1576 | 8 | Disease | disease | function
36656967 | @GENE_PPP1R13B | Ppp1r13b | 1610 | 5 | Gene | gene | ASPP1
36656967 | @DISEASE_Reperfusion_Injury | Reperfusion Injury | 1626 | 18 | Disease | disease | cardiac I/R injury
36656967 | @DISEASE_Hypoxia | Hypoxia | 1742 | 7 | Disease | disease | hypoxia
36656967 | @GENE_TRP53_PS | Trp53-ps | 1799 | 3 | Gene | gene | p53
36656967 | @GENE_PPP1R13B | Ppp1r13b | 1878 | 5 | Gene | gene | ASPP1
36656967 | @GENE_PPP1R13B | Ppp1r13b | 1935 | 5 | Gene | gene | ASPP1
