1788521 | @CHEMICAL_Soman | Soman | 62 | 5 | Chemical | chemical | soman
38396726 | @GENE_ARG1 | ARG1 | 1320 | 4 | Gene | gene | ARG1
38396726 | @GENE_FCRL2 | FCRL2 | 1326 | 5 | Gene | gene | FCRL2
38396726 | @GENE_PTGER1 | PTGER1 | 1337 | 6 | Gene | gene | PTGER1
38396726 | @CHEMICAL_Nivolumab | Nivolumab | 1530 | 9 | Chemical | chemical | nivolumab
38396726 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 1544 | 25 | Disease | disease | hepatocellular carcinomas
38396726 | @DISEASE_Carcinoma_Non_Small_Cell_Lung | Carcinoma Non-Small-Cell Lung | 1574 | 33 | Disease | disease | non-squamous cell lung carcinomas
38396726 | @DISEASE_Squamous_Cell_Carcinoma_of_Head_and_Neck | Squamous Cell Carcinoma of Head and Neck | 1611 | 38 | Disease | disease | head and neck squamous cell carcinomas
38396726 | @DISEASE_Ureteral_Neoplasms | Ureteral Neoplasms | 1653 | 29 | Disease | disease | ureter/renal pelvis carcinoma
38396726 | @DISEASE_Melanoma | Melanoma | 1688 | 9 | Disease | disease | melanomas
38396726 | @DISEASE_Urinary_Bladder_Neoplasms | Urinary Bladder Neoplasms | 1701 | 18 | Disease | disease | bladder carcinomas
38396726 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 1724 | 21 | Disease | disease | renal cell carcinomas
38396726 | @DISEASE_Carcinoma_Squamous_Cell | Carcinoma Squamous Cell | 1753 | 29 | Disease | disease | squamous cell lung carcinomas
38396726 | @GENE_ITK | ITK | 1841 | 3 | Gene | gene | ITK
38396726 | @GENE_NT5E | NT5E | 1846 | 4 | Gene | gene | NT5E
38396726 | @GENE_ITGAL | ITGAL | 1852 | 5 | Gene | gene | ITGAL
38396726 | @GENE_CD8A | CD8A | 1863 | 4 | Gene | gene | CD8A
38396726 | @CHEMICAL_Nivolumab | Nivolumab | 1908 | 9 | Chemical | chemical | nivolumab
38396726 | @DISEASE_Carcinoma_Non_Small_Cell_Lung | Carcinoma Non-Small-Cell Lung | 2039 | 5 | Disease | disease | NSCLC
38396726 | @DISEASE_Carcinoma_Non_Small_Cell_Lung | Carcinoma Non-Small-Cell Lung | 2136 | 5 | Disease | disease | NSCLC
38396726 | @CHEMICAL_Nivolumab | Nivolumab | 2162 | 9 | Chemical | chemical | nivolumab
38396726 | @DISEASE_Carcinoma_Non_Small_Cell_Lung | Carcinoma Non-Small-Cell Lung | 2195 | 5 | Disease | disease | NSCLC
38396843 | @GENE_IFNG | IFNG | 0 | 16 | Gene | gene | Interferon-gamma
38396843 | @GENE_ORF6 | ORF6 | 56 | 4 | Gene | gene | ORF6
38396843 | @GENE_ORF6 | ORF6 | 84 | 4 | Gene | gene | ORF6
38396843 | @GENE_RAE1 | RAE1 | 284 | 4 | Gene | gene | RAE1
38396843 | @GENE_ORF6 | ORF6 | 480 | 4 | Gene | gene | ORF6
38396843 | @GENE_ORF6 | ORF6 | 544 | 4 | Gene | gene | ORF6
38396843 | @GENE_ORF6 | ORF6 | 657 | 4 | Gene | gene | ORF6
38396843 | @GENE_RAE1 | RAE1 | 727 | 4 | Gene | gene | RAE1
38396843 | @GENE_RAE1 | RAE1 | 856 | 4 | Gene | gene | RAE1
38396843 | @GENE_ORF6 | ORF6 | 864 | 4 | Gene | gene | ORF6
38396843 | @GENE_ORF6 | ORF6 | 1098 | 4 | Gene | gene | ORF6
38396843 | @GENE_ORF6 | ORF6 | 1304 | 4 | Gene | gene | ORF6
38490508 | @DISEASE_Respiratory_Tract_Diseases | Respiratory Tract Diseases | 757 | 19 | Disease | disease | respiratory disease
38490508 | @DISEASE_COVID_19 | COVID-19 | 777 | 8 | Disease | disease | COVID-19
38490508 | @GENE_ORF3A | ORF3a | 853 | 5 | Gene | gene | ORF3a
38490508 | @GENE_ORF6 | ORF6 | 861 | 4 | Gene | gene | ORF6
38490508 | @GENE_ORF7A | ORF7a | 867 | 5 | Gene | gene | ORF7a
38490508 | @GENE_ORF10 | ORF10 | 885 | 5 | Gene | gene | ORF10
38490508 | @GENE_ORF1AB | ORF1ab | 1009 | 20 | Gene | gene | papain-like protease
38490508 | @GENE_ORF1AB | ORF1ab | 1031 | 5 | Gene | gene | PLpro
38490508 | @DISEASE_COVID_19 | COVID-19 | 1336 | 8 | Disease | disease | COVID-19
38490508 | @GENE_ORF1AB | ORF1ab | 1569 | 5 | Gene | gene | PLpro
38507240 | @DISEASE_COVID_19 | COVID-19 | 0 | 10 | Disease | disease | SARS-CoV-2
38507240 | @GENE_ORF6 | ORF6 | 11 | 4 | Gene | gene | Orf6
38507240 | @GENE_RAE1 | RAE1 | 61 | 4 | Gene | gene | Rae1
38507240 | @DISEASE_COVID_19 | COVID-19 | 111 | 47 | Disease | disease | Severe Acute Respiratory Syndrome Coronavirus 2
38507240 | @DISEASE_COVID_19 | COVID-19 | 160 | 10 | Disease | disease | SARS-CoV-2
38507240 | @GENE_ORF6 | ORF6 | 190 | 4 | Gene | gene | Orf6
38507240 | @GENE_STAT1 | STAT1 | 284 | 5 | Gene | gene | STAT1
38507240 | @CHEMICAL_Poly_A | Poly A | 358 | 7 | Chemical | chemical | poly(A)
38507240 | @GENE_ORF6 | ORF6 | 421 | 4 | Gene | gene | Orf6
38507240 | @GENE_ORF6 | ORF6 | 461 | 4 | Gene | gene | Orf6
38507240 | @GENE_RAE1 | RAE1 | 517 | 4 | Gene | gene | Rae1
38507240 | @GENE_NUP98 | NUP98 | 526 | 5 | Gene | gene | Nup98
38507240 | @GENE_ORF6 | ORF6 | 579 | 4 | Gene | gene | Orf6
38507240 | @GENE_RAE1 | RAE1 | 639 | 4 | Gene | gene | Rae1
38507240 | @GENE_NUP98 | NUP98 | 648 | 5 | Gene | gene | Nup98
38507240 | @GENE_RAE1 | RAE1 | 668 | 4 | Gene | gene | Rae1
38507240 | @GENE_STAT1 | STAT1 | 709 | 5 | Gene | gene | STAT1
38507240 | @CHEMICAL_Poly_A | Poly A | 743 | 7 | Chemical | chemical | poly(A)
38507240 | @GENE_RAE1 | RAE1 | 778 | 4 | Gene | gene | Rae1
38507240 | @GENE_ORF6 | ORF6 | 831 | 4 | Gene | gene | Orf6
38507240 | @GENE_RAE1 | RAE1 | 857 | 4 | Gene | gene | Rae1
38507240 | @GENE_NUP98 | NUP98 | 862 | 5 | Gene | gene | Nup98
38507240 | @GENE_ORF6 | ORF6 | 900 | 4 | Gene | gene | Orf6
38507240 | @GENE_RAE1 | RAE1 | 1030 | 4 | Gene | gene | Rae1
38507240 | @DISEASE_COVID_19 | COVID-19 | 1090 | 20 | Disease | disease | SARS-CoV-2 infection
38507240 | @GENE_ORF6 | ORF6 | 1153 | 4 | Gene | gene | Orf6
9059145 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 0 | 22 | Disease | disease | Ankylosing spondylitis
9059145 | @GENE_HLA_B | HLA-B | 60 | 7 | Gene | gene | HLA-B27
9059145 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 129 | 22 | Disease | disease | ankylosing spondylitis
9059145 | @GENE_MRAP | MRAP | 233 | 3 | Gene | gene | B27
9059145 | @GENE_MRAP | MRAP | 334 | 3 | Gene | gene | B27
9059145 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 407 | 22 | Disease | disease | ankylosing spondylitis
9059145 | @GENE_MRAP | MRAP | 490 | 3 | Gene | gene | B27
9059145 | @GENE_MRAP | MRAP | 615 | 3 | Gene | gene | B27
9059145 | @GENE_MRAP | MRAP | 661 | 3 | Gene | gene | B27
9059145 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 739 | 22 | Disease | disease | ankylosing spondylitis
9059145 | @GENE_MRAP | MRAP | 768 | 3 | Gene | gene | B27
9059145 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 813 | 22 | Disease | disease | ankylosing spondylitis
9059145 | @GENE_MRAP | MRAP | 871 | 3 | Gene | gene | B27
9059145 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 952 | 22 | Disease | disease | ankylosing spondylitis
9059145 | @GENE_MRAP | MRAP | 978 | 3 | Gene | gene | B27
9059145 | @GENE_MRAP | MRAP | 1014 | 3 | Gene | gene | B27
9059145 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 1085 | 22 | Disease | disease | ankylosing spondylitis
9059145 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 1361 | 22 | Disease | disease | ankylosing spondylitis
9059145 | @GENE_MRAP | MRAP | 1387 | 3 | Gene | gene | B27
9059145 | @GENE_MRAP | MRAP | 1422 | 3 | Gene | gene | B27
9059145 | @GENE_MRAP | MRAP | 1476 | 3 | Gene | gene | B27
9059145 | @GENE_MRAP | MRAP | 1551 | 3 | Gene | gene | B27
9059145 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 1600 | 22 | Disease | disease | ankylosing spondylitis
12186903 | @DISEASE_Infections | Infections | 125 | 9 | Disease | disease | infection
12186903 | @GENE_TP53 | TP53 | 225 | 3 | Gene | gene | p53
12186903 | @GENE_CUL5 | CUL5 | 828 | 8 | Gene | gene | Cullin-5
12186903 | @GENE_RBX1 | RBX1 | 838 | 4 | Gene | gene | Rbx1
12186903 | @GENE_RBX1 | RBX1 | 843 | 4 | Gene | gene | ROC1
12186903 | @GENE_RBX1 | RBX1 | 848 | 4 | Gene | gene | Hrt1
12186903 | @GENE_ELOB | ELOB | 858 | 17 | Gene | gene | Elongins B and C.
12186903 | @GENE_TP53 | TP53 | 1007 | 3 | Gene | gene | p53
12186903 | @GENE_CUL5 | CUL5 | 1175 | 8 | Gene | gene | Cullin-5
12186903 | @GENE_ELOB | ELOB | 1185 | 16 | Gene | gene | Elongins B and C
12186903 | @GENE_RBX1 | RBX1 | 1207 | 4 | Gene | gene | Rbx1
12186903 | @GENE_MUL1 | MUL1 | 1285 | 19 | Gene | gene | E3 ubiquitin ligase
12186903 | @GENE_ANP32A | ANP32A | 1679 | 4 | Gene | gene | pp32
14592774 | @GENE_XPO1 | XPO1 | 23 | 4 | Gene | gene | CRM1
14592774 | @GENE_BCKDHB | BCKDHB | 133 | 3 | Gene | gene | E1b
14592774 | @GENE_BCKDHB | BCKDHB | 232 | 3 | Gene | gene | E1b
14592774 | @GENE_BCKDHB | BCKDHB | 352 | 3 | Gene | gene | E1b
14592774 | @GENE_XPO1 | XPO1 | 471 | 4 | Gene | gene | CRM1
14592774 | @CHEMICAL_leptomycin_B | leptomycin B | 522 | 12 | Chemical | chemical | leptomycin B
14592774 | @GENE_XPO1 | XPO1 | 546 | 4 | Gene | gene | CRM1
14592774 | @GENE_BCKDHB | BCKDHB | 715 | 3 | Gene | gene | E1b
14592774 | @GENE_XPO1 | XPO1 | 1025 | 4 | Gene | gene | CRM1
15914216 | @GENE_XPO1 | XPO1 | 23 | 9 | Gene | gene | exportin1
15914216 | @GENE_SNORA73A | SNORA73A | 68 | 3 | Gene | gene | E1B
15914216 | @GENE_SNORA73A | SNORA73A | 155 | 3 | Gene | gene | E1B
15914216 | @GENE_SNORA73A | SNORA73A | 499 | 3 | Gene | gene | E1B
15914216 | @GENE_SNORA73A | SNORA73A | 718 | 3 | Gene | gene | E1B
15914216 | @GENE_XPO1 | XPO1 | 950 | 9 | Gene | gene | exportin1
15949308 | @DISEASE_Tuberculosis | Tuberculosis | 70 | 12 | Disease | disease | tuberculosis
15949308 | @DISEASE_Tuberculosis | Tuberculosis | 166 | 12 | Disease | disease | tuberculosis
15949308 | @DISEASE_Tuberculosis_Pleural | Tuberculosis Pleural | 276 | 20 | Disease | disease | tuberculous pleurisy
15949308 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 301 | 11 | Disease | disease | lung cancer
15949308 | @DISEASE_Tuberculosis | Tuberculosis | 393 | 12 | Disease | disease | tuberculosis
15949308 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 410 | 11 | Disease | disease | lung cancer
15949308 | @GENE_TNF | TNF | 917 | 9 | Gene | gene | tnf-alpha
15949308 | @GENE_IL17A | IL17A | 939 | 5 | Gene | gene | il-17
15949308 | @GENE_IL17RA | IL17RA | 946 | 6 | Gene | gene | il-17r
15949308 | @GENE_HLA_DPB1 | HLA-DPB1 | 954 | 6 | Gene | gene | hla-dp
15949308 | @GENE_LCP1 | LCP1 | 962 | 4 | Gene | gene | lcp1
15949308 | @GENE_TRAJ60 | TRAJ60 | 968 | 8 | Gene | gene | tcralpha
15949308 | @GENE_TRB | TRB | 978 | 7 | Gene | gene | tcrbeta
15949308 | @GENE_TRAP1 | TRAP1 | 987 | 5 | Gene | gene | hsp75
15949308 | @GENE_CXCR4 | CXCR4 | 994 | 5 | Gene | gene | cxcr4
15949308 | @GENE_FYB1 | FYB1 | 1001 | 3 | Gene | gene | fyb
15949308 | @GENE_HLA_G | HLA-G | 1006 | 5 | Gene | gene | hla-g
15949308 | @GENE_HLA_A | HLA-A | 1013 | 5 | Gene | gene | hla-a
15949308 | @GENE_IL18BP | IL18BP | 1020 | 6 | Gene | gene | il18bp
15949308 | @GENE_IL2RA | IL2RA | 1028 | 5 | Gene | gene | il-2r
15949308 | @GENE_LTB | LTB | 1035 | 7 | Gene | gene | lt-beta
15949308 | @GENE_CXCL8 | CXCL8 | 1044 | 4 | Gene | gene | il-8
15949308 | @GENE_CXCL10 | CXCL10 | 1050 | 5 | Gene | gene | ip-10
15949308 | @GENE_CCL2 | CCL2 | 1057 | 5 | Gene | gene | mcp-1
15949308 | @GENE_IL12B | IL12B | 1064 | 5 | Gene | gene | il-12
15949308 | @GENE_IL10 | IL10 | 1079 | 5 | Gene | gene | il-10
15949308 | @GENE_CANX | CANX | 1086 | 4 | Gene | gene | canx
15949308 | @GENE_IRF2 | IRF2 | 1092 | 4 | Gene | gene | irf2
15949308 | @GENE_IFNG | IFNG | 1098 | 9 | Gene | gene | ifn-gamma
15949308 | @GENE_IL1A | IL1A | 1114 | 4 | Gene | gene | il-1
15949308 | @GENE_IL7 | IL7 | 1120 | 4 | Gene | gene | il-7
15949308 | @GENE_LSP1 | LSP1 | 1131 | 5 | Gene | gene | lsp-1
15949308 | @GENE_TXLNA | TXLNA | 1138 | 5 | Gene | gene | il-14
15949308 | @GENE_IL4 | IL4 | 1164 | 4 | Gene | gene | il-4
15949308 | @GENE_IL18 | IL18 | 1170 | 5 | Gene | gene | il-18
15949308 | @GENE_IL15 | IL15 | 1177 | 5 | Gene | gene | il-15
15949308 | @GENE_CCL14 | CCL14 | 1191 | 6 | Gene | gene | scya14
15949308 | @GENE_ABLIM1 | ABLIM1 | 1199 | 5 | Gene | gene | ablim
15949308 | @GENE_ECI2 | ECI2 | 1206 | 4 | Gene | gene | peci
15949308 | @GENE_HSF2 | HSF2 | 1218 | 5 | Gene | gene | hsf 2
15949308 | @GENE_ACTG2 | ACTG2 | 1225 | 5 | Gene | gene | actg2
15949308 | @GENE_MAOA | MAOA | 1232 | 4 | Gene | gene | maoa
15949308 | @GENE_MYOT | MYOT | 1238 | 4 | Gene | gene | ttid
15949308 | @GENE_GATM | GATM | 1244 | 4 | Gene | gene | gatm
15949308 | @GENE_TGFB3 | TGFB3 | 1250 | 5 | Gene | gene | tgfb3
15949308 | @GENE_INSR | INSR | 1257 | 4 | Gene | gene | insr
15949308 | @GENE_THBD | THBD | 1263 | 4 | Gene | gene | thbd
15949308 | @GENE_TRAP1 | TRAP1 | 1269 | 5 | Gene | gene | trap1
15949308 | @GENE_IL13RA2 | IL13RA2 | 1296 | 6 | Gene | gene | il-13r
15949308 | @GENE_IL11 | IL11 | 1304 | 5 | Gene | gene | il-11
15949308 | @GENE_IGF1 | IGF1 | 1311 | 4 | Gene | gene | igf1
15949308 | @GENE_A2M | A2M | 1317 | 3 | Gene | gene | a2m
15949308 | @DISEASE_Tuberculosis_Pleural | Tuberculosis Pleural | 1335 | 20 | Disease | disease | tuberculous pleurisy
15949308 | @DISEASE_Tuberculosis | Tuberculosis | 1417 | 12 | Disease | disease | tuberculosis
15949308 | @GENE_TNF | TNF | 1481 | 9 | Gene | gene | tnf-alpha
15949308 | @GENE_IL17A | IL17A | 1492 | 5 | Gene | gene | il-17
15949308 | @GENE_IL12B | IL12B | 1499 | 5 | Gene | gene | il-12
15949308 | @GENE_TRAJ60 | TRAJ60 | 1506 | 8 | Gene | gene | tcralpha
15949308 | @GENE_TRB | TRB | 1516 | 7 | Gene | gene | tcrbeta
15949308 | @GENE_TRAP1 | TRAP1 | 1525 | 5 | Gene | gene | hsp75
15949308 | @GENE_CXCR4 | CXCR4 | 1532 | 5 | Gene | gene | cxcr4
15949308 | @GENE_IL4 | IL4 | 1539 | 4 | Gene | gene | il-4
15949308 | @GENE_IL18 | IL18 | 1545 | 5 | Gene | gene | il-18
15949308 | @GENE_IL15 | IL15 | 1552 | 5 | Gene | gene | il-15
15949308 | @DISEASE_Tuberculosis | Tuberculosis | 1700 | 12 | Disease | disease | tuberculosis
17596301 | @GENE_STAT1 | STAT1 | 63 | 5 | Gene | gene | STAT1
17596301 | @DISEASE_Virus_Diseases | Virus Diseases | 236 | 15 | Disease | disease | viral infection
17596301 | @GENE_STAT1 | STAT1 | 855 | 5 | Gene | gene | STAT1
17596301 | @GENE_STAT1 | STAT1 | 957 | 5 | Gene | gene | STAT1
17596301 | @GENE_STAT1 | STAT1 | 1211 | 5 | Gene | gene | STAT1
17596301 | @GENE_STAT1 | STAT1 | 1377 | 5 | Gene | gene | STAT1
17596301 | @GENE_STAT1 | STAT1 | 1523 | 5 | Gene | gene | STAT1
21533899 | @GENE_HLA_B | HLA-B | 4 | 5 | Gene | gene | HLA-B
21533899 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 45 | 8 | Disease | disease | diabetes
21533899 | @DISEASE_Diabetes_Mellitus_Type_1 | Diabetes Mellitus Type 1 | 274 | 15 | Disease | disease | Type 1 Diabetes
21533899 | @GENE_HLA_A | HLA-A | 383 | 3 | Gene | gene | HLA
21533899 | @DISEASE_Diabetes_Mellitus_Type_1 | Diabetes Mellitus Type 1 | 551 | 15 | Disease | disease | type 1 diabetes
21533899 | @GENE_HLA_DQB1 | HLA-DQB1 | 624 | 4 | Gene | gene | DQB1
21533899 | @GENE_HLA_DQB1 | HLA-DQB1 | 752 | 4 | Gene | gene | DQB1
21533899 | @GENE_HLA_DQB1 | HLA-DQB1 | 836 | 4 | Gene | gene | DQB1
21533899 | @GENE_HLA_B | HLA-B | 1041 | 5 | Gene | gene | HLA-B
21533899 | @DISEASE_Diabetes_Mellitus_Type_1 | Diabetes Mellitus Type 1 | 1139 | 15 | Disease | disease | type 1 diabetes
21592983 | @GENE_HLA_A | HLA-A | 156 | 3 | Gene | gene | HLA
21592983 | @GENE_HLA_A | HLA-A | 424 | 3 | Gene | gene | HLA
21592983 | @GENE_HLA_B | HLA-B | 573 | 5 | Gene | gene | HLA-B
21592983 | @GENE_HLA_DQB1 | HLA-DQB1 | 583 | 10 | Gene | gene | HLA - DQB1
21592983 | @GENE_HLA_DQB1 | HLA-DQB1 | 708 | 4 | Gene | gene | DQB1
21592983 | @GENE_HLA_DQB1 | HLA-DQB1 | 734 | 4 | Gene | gene | DQB1
21592983 | @GENE_IFNG | IFNG | 874 | 22 | Gene | gene | interferon (IFN)-gamma
21592983 | @GENE_HLA_DQA1 | HLA-DQA1 | 901 | 4 | Gene | gene | DQA1
21592983 | @GENE_IL1B | IL1B | 918 | 22 | Gene | gene | interleukin (IL)-1beta
21592983 | @GENE_HLA_B | HLA-B | 945 | 5 | Gene | gene | HLA-B
21592983 | @GENE_TNF | TNF | 963 | 33 | Gene | gene | tumor necrosis factor (TNF)-alpha
21592983 | @GENE_HLA_B | HLA-B | 1001 | 5 | Gene | gene | HLA-B
21592983 | @GENE_IL6 | IL6 | 1023 | 4 | Gene | gene | IL-6
21592983 | @GENE_HLA_B | HLA-B | 1032 | 5 | Gene | gene | HLA-B
21592983 | @GENE_CD8A | CD8A | 1098 | 8 | Gene | gene | CD8alpha
21592983 | @GENE_IFNG | IFNG | 1110 | 9 | Gene | gene | IFN-gamma
21592983 | @GENE_HLA_DQB1 | HLA-DQB1 | 1142 | 4 | Gene | gene | DQB1
21592983 | @GENE_IL1B | IL1B | 1243 | 8 | Gene | gene | IL-1beta
21592983 | @GENE_IL1B | IL1B | 1387 | 8 | Gene | gene | IL-1beta
21592983 | @GENE_TNF | TNF | 1574 | 9 | Gene | gene | TNF-alpha
21592983 | @GENE_IFNG | IFNG | 1668 | 9 | Gene | gene | IFN-gamma
21592983 | @GENE_IL1B | IL1B | 1679 | 8 | Gene | gene | IL-1beta
21592983 | @GENE_TNF | TNF | 1689 | 9 | Gene | gene | TNF-alpha
21592983 | @GENE_IL6 | IL6 | 1704 | 4 | Gene | gene | IL-6
21592983 | @GENE_HLA_A | HLA-A | 1790 | 3 | Gene | gene | HLA
23964274 | @GENE_CD8A | CD8A | 63 | 3 | Gene | gene | CD8
23964274 | @DISEASE_Virus_Diseases | Virus Diseases | 88 | 23 | Disease | disease | Chronic Viral Infection
23964274 | @GENE_KLRB1 | KLRB1 | 383 | 5 | Gene | gene | CD161
23964274 | @GENE_CD8A | CD8A | 509 | 3 | Gene | gene | CD8
23964274 | @GENE_KLRB1 | KLRB1 | 592 | 5 | Gene | gene | CD161
23964274 | @GENE_KLRB1 | KLRB1 | 608 | 5 | Gene | gene | CD161
23964274 | @GENE_KLRB1 | KLRB1 | 821 | 5 | Gene | gene | CD161
23964274 | @GENE_KLRB1 | KLRB1 | 834 | 5 | Gene | gene | CD161
23964274 | @GENE_KLRB1 | KLRB1 | 858 | 5 | Gene | gene | CD161
23964274 | @GENE_CD8A | CD8A | 875 | 3 | Gene | gene | CD8
23964274 | @GENE_CD8B | CD8B | 955 | 7 | Gene | gene | CD8beta
23964274 | @GENE_CD8A | CD8A | 1006 | 8 | Gene | gene | CD8alpha
23964274 | @GENE_CD8A | CD8A | 1027 | 8 | Gene | gene | CD8alpha
23964274 | @GENE_CD8B | CD8B | 1036 | 7 | Gene | gene | CD8beta
23964274 | @GENE_KLRB1 | KLRB1 | 1073 | 5 | Gene | gene | CD161
23964274 | @GENE_CD8A | CD8A | 1079 | 8 | Gene | gene | CD8alpha
23964274 | @GENE_CD8B | CD8B | 1088 | 7 | Gene | gene | CD8beta
23964274 | @GENE_KLRB1 | KLRB1 | 1214 | 5 | Gene | gene | CD161
23964274 | @GENE_PTPRC | PTPRC | 1338 | 6 | Gene | gene | CD45RA
23964274 | @GENE_CCR7 | CCR7 | 1347 | 4 | Gene | gene | CCR7
23964274 | @GENE_SELL | SELL | 1354 | 5 | Gene | gene | CD62L
23964274 | @GENE_CD28 | CD28 | 1422 | 4 | Gene | gene | CD28
23964274 | @GENE_CD27 | CD27 | 1429 | 4 | Gene | gene | CD27
23964274 | @GENE_B3GAT1 | B3GAT1 | 1436 | 4 | Gene | gene | CD57
23964274 | @GENE_TNF | TNF | 1503 | 9 | Gene | gene | TNF-alpha
23964274 | @GENE_IFNG | IFNG | 1517 | 9 | Gene | gene | IFN-gamma
23964274 | @GENE_CD8A | CD8A | 1574 | 8 | Gene | gene | CD8alpha
23964274 | @GENE_CD8B | CD8B | 1583 | 7 | Gene | gene | CD8beta
23964274 | @GENE_HLA_B | HLA-B | 1639 | 8 | Gene | gene | HLA-B(*)
23964274 | @DISEASE_HIV_Infections | HIV Infections | 1652 | 14 | Disease | disease | HIV-1 infected
23964274 | @GENE_KLRB1 | KLRB1 | 1702 | 5 | Gene | gene | CD161
23964274 | @GENE_CD8A | CD8A | 1708 | 8 | Gene | gene | CD8alpha
23964274 | @GENE_CD8B | CD8B | 1717 | 7 | Gene | gene | CD8beta
23964274 | @GENE_KLRB1 | KLRB1 | 1735 | 5 | Gene | gene | CD161
23964274 | @GENE_CD8A | CD8A | 1741 | 8 | Gene | gene | CD8alpha
23964274 | @GENE_CD8B | CD8B | 1750 | 7 | Gene | gene | CD8beta
23964274 | @GENE_KLRB1 | KLRB1 | 1899 | 5 | Gene | gene | CD161
23964274 | @GENE_CD8A | CD8A | 1905 | 8 | Gene | gene | CD8alpha
23964274 | @GENE_CD8B | CD8B | 1914 | 7 | Gene | gene | CD8beta
28452824 | @DISEASE_Attention_Deficit_Disorder_with_Hyperactivity | Attention Deficit Disorder with Hyperactivity | 63 | 40 | Disease | disease | attention deficit hyperactivity disorder
28452824 | @DISEASE_Mental_Disorders | Mental Disorders | 172 | 21 | Disease | disease | psychiatric illnesses
28452824 | @DISEASE_Attention_Deficit_Disorder_with_Hyperactivity | Attention Deficit Disorder with Hyperactivity | 250 | 40 | Disease | disease | Attention deficit hyperactivity disorder
28452824 | @DISEASE_Attention_Deficit_Disorder_with_Hyperactivity | Attention Deficit Disorder with Hyperactivity | 292 | 4 | Disease | disease | ADHD
28452824 | @DISEASE_Mental_Disorders | Mental Disorders | 332 | 19 | Disease | disease | psychiatric illness
28452824 | @DISEASE_Attention_Deficit_Disorder_with_Hyperactivity | Attention Deficit Disorder with Hyperactivity | 824 | 4 | Disease | disease | ADHD
28452824 | @DISEASE_Attention_Deficit_Disorder_with_Hyperactivity | Attention Deficit Disorder with Hyperactivity | 1144 | 4 | Disease | disease | ADHD
28452824 | @GENE_GRM3 | GRM3 | 1559 | 4 | Gene | gene | GRM3
28452824 | @GENE_SIGMAR1 | SIGMAR1 | 1565 | 7 | Gene | gene | SIGMAR1
28452824 | @GENE_CHAT | CHAT | 1574 | 4 | Gene | gene | CHAT
28452824 | @GENE_SLC18A3 | SLC18A3 | 1584 | 7 | Gene | gene | SLC18A3
28452824 | @GENE_HLA_A | HLA-A | 1612 | 3 | Gene | gene | HLA
28452824 | @GENE_HLA_A | HLA-A | 1629 | 5 | Gene | gene | HLA-A
28452824 | @GENE_HLA_DPA1 | HLA-DPA1 | 1636 | 8 | Gene | gene | HLA-DPA1
28452824 | @GENE_MICC | MICC | 1650 | 4 | Gene | gene | MICC
28452824 | @DISEASE_Attention_Deficit_Disorder_with_Hyperactivity | Attention Deficit Disorder with Hyperactivity | 1751 | 4 | Disease | disease | ADHD
28452824 | @DISEASE_Attention_Deficit_Disorder_with_Hyperactivity | Attention Deficit Disorder with Hyperactivity | 1861 | 4 | Disease | disease | ADHD
28452824 | @DISEASE_Attention_Deficit_Disorder_with_Hyperactivity | Attention Deficit Disorder with Hyperactivity | 1881 | 4 | Disease | disease | ADHD
30037793 | @DISEASE_Psoriasis | Psoriasis | 4 | 9 | Disease | disease | Psoriasis
30037793 | @DISEASE_Tonsillitis | Tonsillitis | 94 | 25 | Disease | disease | Streptococcal Tonsillitis
30037793 | @DISEASE_Tonsillitis | Tonsillitis | 121 | 22 | Disease | disease | Pharyngeal tonsillitis
30037793 | @DISEASE_Respiratory_Tract_Infections | Respiratory Tract Infections | 176 | 28 | Disease | disease | respiratory tract infections
30037793 | @DISEASE_Tonsillitis | Tonsillitis | 316 | 11 | Disease | disease | tonsillitis
30037793 | @DISEASE_Tonsillitis | Tonsillitis | 396 | 11 | Disease | disease | tonsillitis
30037793 | @DISEASE_Pharyngitis | Pharyngitis | 411 | 11 | Disease | disease | pharyngitis
30037793 | @DISEASE_Tonsillitis | Tonsillitis | 726 | 22 | Disease | disease | pharyngeal tonsillitis
30037793 | @DISEASE_CD59_Deficiency | CD59 Deficiency | 785 | 24 | Disease | disease | immune-mediated diseases
30037793 | @DISEASE_Tonsillitis | Tonsillitis | 903 | 11 | Disease | disease | tonsillitis
30037793 | @GENE_HLA_A | HLA-A | 1035 | 3 | Gene | gene | HLA
30037793 | @GENE_HLA_A | HLA-A | 1146 | 3 | Gene | gene | HLA
