28559015 | @DISEASE_Squamous_Cell_Carcinoma_of_Head_and_Neck | Squamous Cell Carcinoma of Head and Neck | 36 | 37 | Disease | disease | head and neck squamous cell carcinoma
35388299 | @GENE_PIAS3 | Pias3 | 1416 | 5 | Gene | gene | PIAS3
35388299 | @GENE_STAT5A | Stat5a | 1423 | 5 | Gene | gene | STAT5
35388299 | @GENE_STAT5A | Stat5a | 1432 | 5 | Gene | gene | STAT5
35388299 | @GENE_BCL2L11 | Bcl2l11 | 1439 | 3 | Gene | gene | BIM
35388299 | @GENE_BAX | Bax | 1444 | 3 | Gene | gene | BAX
35388299 | @GENE_CASP3 | Casp3 | 1449 | 9 | Gene | gene | caspase-3
35388299 | @GENE_CSN2 | Csn2 | 1464 | 11 | Gene | gene | beta-casein
35388299 | @GENE_JAK3 | Jak3 | 1507 | 4 | Gene | gene | JAK3
35388299 | @GENE_BCL2 | Bcl2 | 1520 | 5 | Gene | gene | Bcl-2
35388299 | @GENE_CAV1 | Cav1 | 1531 | 10 | Gene | gene | caveolin-1
35388299 | @CHEMICAL_Dextran_Sulfate | Dextran Sulfate | 1622 | 3 | Chemical | chemical | DSS
35388299 | @DISEASE_Colitis | Colitis | 1634 | 7 | Disease | disease | colitis
36059511 | @GENE_PSEN1 | PSEN1 | 0 | 5 | Gene | gene | PSEN1
36059511 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 25 | 12 | Disease | disease | colon cancer
36059511 | @GENE_CD274 | CD274 | 78 | 5 | Gene | gene | PD-L1
36059511 | @DISEASE_Neoplasms | Neoplasms | 110 | 5 | Disease | disease | tumor
36059511 | @GENE_PSEN1 | PSEN1 | 137 | 12 | Gene | gene | Presenilin 1
36059511 | @GENE_PSEN1 | PSEN1 | 151 | 5 | Gene | gene | PSEN1
36059511 | @GENE_PSEN1 | PSEN1 | 488 | 5 | Gene | gene | PSEN1
36059511 | @GENE_CD274 | CD274 | 497 | 5 | Gene | gene | PD-L1
36059511 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 624 | 12 | Disease | disease | colon cancer
36059511 | @GENE_PDCD1 | PDCD1 | 719 | 4 | Gene | gene | PD-1
36059511 | @GENE_CD274 | CD274 | 724 | 5 | Gene | gene | PD-L1
36059511 | @GENE_CD274 | CD274 | 780 | 5 | Gene | gene | PD-L1
36059511 | @DISEASE_Colonic_Diseases | Colonic Diseases | 824 | 19 | Disease | disease | colon adenocarcioma
36059511 | @DISEASE_Colonic_Diseases | Colonic Diseases | 845 | 4 | Disease | disease | COAD
36059511 | @GENE_PSEN1 | PSEN1 | 886 | 5 | Gene | gene | PSEN1
36059511 | @GENE_PSEN1 | PSEN1 | 1088 | 5 | Gene | gene | PSEN1
36059511 | @DISEASE_Colonic_Diseases | Colonic Diseases | 1108 | 4 | Disease | disease | COAD
36059511 | @GENE_CD274 | CD274 | 1154 | 5 | Gene | gene | PD-L1
36059511 | @GENE_CD274 | CD274 | 1251 | 5 | Gene | gene | PD-L1
36059511 | @GENE_PSEN1 | PSEN1 | 1294 | 5 | Gene | gene | PSEN1
36059511 | @GENE_HDAC2 | HDAC2 | 1360 | 5 | Gene | gene | HDAC2
36059511 | @GENE_VIM | VIM | 1422 | 8 | Gene | gene | vimentin
36059511 | @GENE_PSEN1 | PSEN1 | 1540 | 5 | Gene | gene | PSEN1
36059511 | @GENE_CD274 | CD274 | 1601 | 5 | Gene | gene | PD-L1
36059511 | @GENE_PSEN1 | PSEN1 | 1651 | 5 | Gene | gene | PSEN1
36059511 | @DISEASE_Neoplasms | Neoplasms | 1664 | 5 | Disease | disease | tumor
36059511 | @DISEASE_Neoplasms | Neoplasms | 1700 | 5 | Disease | disease | tumor
36059511 | @GENE_PSEN1 | PSEN1 | 1816 | 5 | Gene | gene | PSEN1
36059511 | @GENE_CD8A | CD8A | 1867 | 3 | Gene | gene | CD8
36059511 | @GENE_CD4 | CD4 | 1887 | 3 | Gene | gene | CD4
36059511 | @DISEASE_Neoplasms | Neoplasms | 1999 | 6 | Disease | disease | cancer
36059511 | @GENE_PSEN1 | PSEN1 | 2317 | 5 | Gene | gene | PSEN1
36059511 | @DISEASE_Neoplasms | Neoplasms | 2429 | 7 | Disease | disease | cancers
36520384 | @CHEMICAL_Lipids | Lipids | 24 | 5 | Chemical | chemical | lipid
36520384 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 83 | 14 | Disease | disease | gastric cancer
36520384 | @CHEMICAL_Lipids | Lipids | 158 | 5 | Chemical | chemical | Lipid
36520384 | @DISEASE_Neoplasms | Neoplasms | 273 | 6 | Disease | disease | cancer
36520384 | @CHEMICAL_Lipids | Lipids | 314 | 5 | Chemical | chemical | lipid
36520384 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 338 | 14 | Disease | disease | gastric cancer
36520384 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 354 | 2 | Disease | disease | GC
36520384 | @CHEMICAL_Lipids | Lipids | 504 | 5 | Chemical | chemical | lipid
36520384 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 531 | 2 | Disease | disease | GC
36520384 | @DISEASE_Neoplasms | Neoplasms | 586 | 6 | Disease | disease | Cancer
36520384 | @CHEMICAL_Lipids | Lipids | 676 | 5 | Chemical | chemical | Lipid
36520384 | @CHEMICAL_Lipids | Lipids | 1473 | 5 | Chemical | chemical | lipid
36520384 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 1505 | 2 | Disease | disease | GC
36520384 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 1523 | 2 | Disease | disease | GC
36520384 | @GENE_PTPRC | PTPRC | 1817 | 5 | Gene | gene | PTPRC
36520384 | @GENE_CD4 | CD4 | 1824 | 3 | Gene | gene | CD4
36520384 | @GENE_ITGB2 | ITGB2 | 1829 | 5 | Gene | gene | ITGB2
36520384 | @GENE_LCP2 | LCP2 | 1839 | 4 | Gene | gene | LCP2
36520384 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 2085 | 2 | Disease | disease | GC
36520384 | @CHEMICAL_Lipids | Lipids | 2133 | 5 | Chemical | chemical | lipid
36520384 | @GENE_PIAS4 | PIAS4 | 2157 | 5 | Gene | gene | PIAS4
36520384 | @GENE_PLA2R1 | PLA2R1 | 2164 | 6 | Gene | gene | PLA2R1
36520384 | @GENE_PRKACA | PRKACA | 2172 | 6 | Gene | gene | PRKACA
36520384 | @GENE_SLCO1A2 | SLCO1A2 | 2180 | 7 | Gene | gene | SLCO1A2
36520384 | @GENE_STARD4 | STARD4 | 2192 | 6 | Gene | gene | STARD4
36520384 | @CHEMICAL_Lipids | Lipids | 2303 | 5 | Chemical | chemical | Lipid
36520384 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 2386 | 2 | Disease | disease | GC
36520384 | @CHEMICAL_Lipids | Lipids | 2453 | 5 | Chemical | chemical | lipid
36520384 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 2474 | 2 | Disease | disease | GC
37008329 | @GENE_PIAS3 | Pias3 | 22 | 36 | Gene | gene | protein inhibitor of activated STAT3
37008329 | @DISEASE_Aortic_Aneurysm_Abdominal | Aortic Aneurysm Abdominal | 83 | 26 | Disease | disease | abdominal aortic aneurysms
37008329 | @DISEASE_Aortic_Aneurysm_Abdominal | Aortic Aneurysm Abdominal | 218 | 26 | Disease | disease | abdominal aortic aneurysms
37008329 | @DISEASE_Aortic_Aneurysm_Abdominal | Aortic Aneurysm Abdominal | 246 | 4 | Disease | disease | AAAs
37008329 | @GENE_PIAS3 | Pias3 | 260 | 36 | Gene | gene | protein inhibitor of activated STAT3
37008329 | @GENE_PIAS3 | Pias3 | 298 | 5 | Gene | gene | PIAS3
37008329 | @GENE_STAT3 | Stat3 | 326 | 5 | Gene | gene | STAT3
37008329 | @DISEASE_Aortic_Aneurysm_Familial_Abdominal_1 | Aortic Aneurysm Familial Abdominal 1 | 358 | 11 | Disease | disease | AAA disease
37008329 | @DISEASE_Aortic_Aneurysm_Abdominal | Aortic Aneurysm Abdominal | 397 | 4 | Disease | disease | AAAs
37008329 | @GENE_PIAS3 | Pias3 | 418 | 5 | Gene | gene | PIAS3
37008329 | @GENE_PIAS3 | Pias3 | 435 | 5 | Gene | gene | PIAS3
37008329 | @GENE_PIAS3 | Pias3 | 460 | 5 | Gene | gene | PIAS3
37008329 | @DISEASE_Aortic_Aneurysm_Abdominal | Aortic Aneurysm Abdominal | 526 | 4 | Disease | disease | AAAs
37008329 | @DISEASE_Aneurysm | Aneurysm | 678 | 10 | Disease | disease | aneurysmal
37008329 | @DISEASE_Aortic_Aneurysm | Aortic Aneurysm | 787 | 17 | Disease | disease | aneurysmal aortic
37008329 | @GENE_PIAS3 | Pias3 | 853 | 5 | Gene | gene | PIAS3
37008329 | @GENE_PIAS3 | Pias3 | 877 | 5 | Gene | gene | PIAS3
37008329 | @GENE_PIAS3 | Pias3 | 918 | 5 | Gene | gene | PIAS3
37008329 | @GENE_ELN | Eln | 951 | 7 | Gene | gene | elastin
37008329 | @GENE_PIAS3 | Pias3 | 1051 | 5 | Gene | gene | PIAS3
37008329 | @GENE_ELN | Eln | 1090 | 7 | Gene | gene | elastin
37008329 | @GENE_CD4 | Cd4 | 1178 | 3 | Gene | gene | CD4
37008329 | @GENE_PIAS3 | Pias3 | 1284 | 5 | Gene | gene | PIAS3
37008329 | @GENE_PIAS3 | Pias3 | 1308 | 5 | Gene | gene | PIAS3
37008329 | @GENE_PIAS3 | Pias3 | 1337 | 5 | Gene | gene | PIAS3
37008329 | @GENE_MMP2 | Mmp2 | 1398 | 33 | Gene | gene | matrix metalloproteinases 2 and 9
37008329 | @DISEASE_Aneurysm | Aneurysm | 1465 | 17 | Disease | disease | aneurysmal lesion
37008329 | @GENE_PIAS3 | Pias3 | 1496 | 5 | Gene | gene | PIAS3
37008329 | @DISEASE_Aortic_Aneurysm_Abdominal | Aortic Aneurysm Abdominal | 1538 | 4 | Disease | disease | AAAs
37008329 | @GENE_ELN | Eln | 1578 | 7 | Gene | gene | elastin
37254791 | @GENE_IRF5 | IRF5 | 0 | 4 | Gene | gene | IRF5
37254791 | @DISEASE_HIV_Infections | HIV Infections | 62 | 13 | Disease | disease | HIV infection
37254791 | @GENE_IRF5 | IRF5 | 100 | 4 | Gene | gene | IRF5
37254791 | @GENE_TNPO3 | TNPO3 | 105 | 5 | Gene | gene | TNPO3
37254791 | @GENE_TNPO3 | TNPO3 | 178 | 5 | Gene | gene | TNPO3
37254791 | @GENE_IRF5 | IRF5 | 324 | 4 | Gene | gene | IRF5
37254791 | @GENE_TNPO3 | TNPO3 | 329 | 5 | Gene | gene | TNPO3
37254791 | @GENE_CD4 | CD4 | 511 | 3 | Gene | gene | CD4
37254791 | @DISEASE_HIV_Infections | HIV Infections | 604 | 18 | Disease | disease | HIV seroconversion
37254791 | @GENE_IRF5 | IRF5 | 764 | 4 | Gene | gene | IRF5
37254791 | @GENE_TNPO3 | TNPO3 | 769 | 5 | Gene | gene | TNPO3
37254791 | @GENE_IRF5 | IRF5 | 901 | 4 | Gene | gene | IRF5
37254791 | @GENE_TNPO3 | TNPO3 | 906 | 5 | Gene | gene | TNPO3
37254791 | @VARIANT_rs2004640 | rs2004640 | 945 | 9 | Variant | variant | rs2004640
37254791 | @VARIANT_c.*555G>A_IRF5_human | rs10954213 | 983 | 10 | Variant | variant | rs10954213
37254791 | @VARIANT_rs2280714 | rs2280714 | 1022 | 9 | Variant | variant | rs2280714
37254791 | @VARIANT_rs10279821 | rs10279821 | 1064 | 10 | Variant | variant | rs10279821
37254791 | @GENE_IRF5 | IRF5 | 1151 | 4 | Gene | gene | IRF5
37254791 | @GENE_TNPO3 | TNPO3 | 1156 | 5 | Gene | gene | TNPO3
37254791 | @VARIANT_rs2004640 | rs2004640 | 1230 | 9 | Variant | variant | rs2004640
37254791 | @VARIANT_c.*555G>A_IRF5_human | rs10954213 | 1241 | 10 | Variant | variant | rs10954213
37254791 | @VARIANT_rs2280714 | rs2280714 | 1253 | 9 | Variant | variant | rs2280714
37254791 | @VARIANT_rs10279821 | rs10279821 | 1268 | 10 | Variant | variant | rs10279821
37254791 | @GENE_IRF5 | IRF5 | 1331 | 4 | Gene | gene | IRF5
37254791 | @GENE_TNPO3 | TNPO3 | 1336 | 5 | Gene | gene | TNPO3
37254791 | @VARIANT_rs2004640 | rs2004640 | 1342 | 9 | Variant | variant | rs2004640
37254791 | @VARIANT_c.*555G>A_IRF5_human | rs10954213 | 1353 | 10 | Variant | variant | rs10954213
37254791 | @VARIANT_rs2280714 | rs2280714 | 1365 | 9 | Variant | variant | rs2280714
37254791 | @VARIANT_rs10279821 | rs10279821 | 1380 | 10 | Variant | variant | rs10279821
37254791 | @GENE_IRF5 | IRF5 | 1500 | 4 | Gene | gene | IRF5
37254791 | @GENE_TNPO3 | TNPO3 | 1505 | 5 | Gene | gene | TNPO3
37711200 | @DISEASE_Neoplasms | Neoplasms | 0 | 10 | Disease | disease | Pan-cancer
37711200 | @DISEASE_Neoplasms | Neoplasms | 119 | 6 | Disease | disease | cancer
37711200 | @DISEASE_Neoplasms | Neoplasms | 244 | 6 | Disease | disease | tumors
37711200 | @DISEASE_Neoplasms | Neoplasms | 292 | 10 | Disease | disease | pan-cancer
37711200 | @DISEASE_Carcinogenesis | Carcinogenesis | 351 | 13 | Disease | disease | tumorigenesis
37711200 | @DISEASE_Neoplasms | Neoplasms | 545 | 10 | Disease | disease | pan-cancer
37711200 | @DISEASE_Neoplasms | Neoplasms | 634 | 10 | Disease | disease | pan-cancer
37711200 | @DISEASE_Neoplasms | Neoplasms | 801 | 5 | Disease | disease | tumor
37711200 | @DISEASE_Neoplasms | Neoplasms | 826 | 5 | Disease | disease | tumor
37711200 | @DISEASE_Neoplasms | Neoplasms | 953 | 5 | Disease | disease | tumor
37711200 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 1198 | 31 | Disease | disease | clear cell renal cell carcinoma
37711200 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 1231 | 5 | Disease | disease | ccRCC
37711200 | @DISEASE_Neoplasms | Neoplasms | 1391 | 7 | Disease | disease | cancers
37711200 | @DISEASE_Neoplasms | Neoplasms | 1453 | 6 | Disease | disease | cancer
37711200 | @DISEASE_Neoplasms | Neoplasms | 1537 | 5 | Disease | disease | tumor
37711200 | @DISEASE_Neoplasms | Neoplasms | 1610 | 5 | Disease | disease | tumor
37711200 | @DISEASE_Neoplasms | Neoplasms | 1658 | 6 | Disease | disease | cancer
37711200 | @GENE_CD4 | CD4 | 1725 | 3 | Gene | gene | CD4
37711200 | @GENE_CXCL16 | CXCL16 | 1849 | 6 | Gene | gene | CXCL16
37711200 | @GENE_CCL14 | CCL14 | 1857 | 5 | Gene | gene | CCL14
37711200 | @GENE_TNFSF13 | TNFSF13 | 1864 | 7 | Gene | gene | TNFSF13
37711200 | @GENE_TNFRSF14 | TNFRSF14 | 1877 | 8 | Gene | gene | TNFRSF14
37711200 | @GENE_ULBP1 | ULBP1 | 1917 | 5 | Gene | gene | ULBP1
37711200 | @GENE_MICB | MICB | 1924 | 4 | Gene | gene | MICB
37711200 | @GENE_CD276 | CD276 | 1934 | 5 | Gene | gene | CD276
37711200 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 1998 | 5 | Disease | disease | ccRCC
37711200 | @GENE_KIF14 | KIF14 | 2024 | 5 | Gene | gene | KIF14
37711200 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 2054 | 5 | Disease | disease | ccRCC
37711200 | @DISEASE_Neoplasms | Neoplasms | 2073 | 5 | Disease | disease | tumor
37711200 | @DISEASE_Neoplasms | Neoplasms | 2189 | 10 | Disease | disease | pan-cancer
37711200 | @DISEASE_Neoplasms | Neoplasms | 2260 | 5 | Disease | disease | tumor
37711200 | @GENE_KIF14 | KIF14 | 2305 | 5 | Gene | gene | KIF14
37711200 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 2376 | 5 | Disease | disease | ccRCC
8247028 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 56 | 3 | Chemical | chemical | LPS
8247028 | @GENE_IFNG | IFNG | 61 | 16 | Gene | gene | interferon-gamma
8247028 | @GENE_IL6 | IL6 | 82 | 13 | Gene | gene | interleukin-6
8247028 | @GENE_CD4 | CD4 | 151 | 3 | Gene | gene | CD4
8247028 | @GENE_TMEM132A | TMEM132A | 207 | 3 | Gene | gene | GBP
8247028 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 440 | 3 | Chemical | chemical | LPS
8247028 | @GENE_IFNG | IFNG | 445 | 9 | Gene | gene | IFN-gamma
8247028 | @GENE_IL6 | IL6 | 459 | 4 | Gene | gene | IL-6
8247028 | @GENE_IFNA1 | IFNA1 | 480 | 24 | Gene | gene | IFN-alpha, -beta, -omega
8247028 | @GENE_IL2 | IL2 | 509 | 4 | Gene | gene | IL-2
8247028 | @GENE_IFNA1 | IFNA1 | 595 | 32 | Gene | gene | IFN-alpha, -beta, -gamma, -omega
8247028 | @GENE_IL2 | IL2 | 629 | 4 | Gene | gene | IL-2
8247028 | @GENE_IL6 | IL6 | 635 | 4 | Gene | gene | IL-6
8247028 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 653 | 3 | Chemical | chemical | LPS
8247028 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 811 | 3 | Chemical | chemical | LPS
8247028 | @GENE_IFNG | IFNG | 816 | 9 | Gene | gene | IFN-gamma
8247028 | @GENE_IL6 | IL6 | 830 | 4 | Gene | gene | IL-6
10557076 | @GENE_CIITA | CIITA | 57 | 23 | Gene | gene | class II transactivator
10557076 | @GENE_CIITA | CIITA | 82 | 5 | Gene | gene | CIITA
10557076 | @GENE_IRF1 | IRF1 | 109 | 37 | Gene | gene | interferon regulatory factors 1 and 2
10557076 | @GENE_CIITA | CIITA | 148 | 23 | Gene | gene | Class II transactivator
10557076 | @GENE_CIITA | CIITA | 173 | 5 | Gene | gene | CIITA
10557076 | @GENE_CD4 | CD4 | 328 | 3 | Gene | gene | CD4
10557076 | @GENE_IFNG | IFNG | 342 | 9 | Gene | gene | IFN-gamma
10557076 | @GENE_CIITA | CIITA | 360 | 5 | Gene | gene | CIITA
10557076 | @GENE_IRF1 | IRF1 | 507 | 5 | Gene | gene | IRF-1
10557076 | @GENE_IRF1 | IRF1 | 561 | 5 | Gene | gene | IRF-1
10557076 | @GENE_IRF2 | IRF2 | 636 | 5 | Gene | gene | IRF-2
10557076 | @GENE_TRIM63 | TRIM63 | 665 | 3 | Gene | gene | IRF
10557076 | @GENE_IRF1 | IRF1 | 755 | 5 | Gene | gene | IRF-1
10557076 | @GENE_IRF2 | IRF2 | 765 | 5 | Gene | gene | IRF-2
10557076 | @DISEASE_Malocclusion_Angle_Class_II | Malocclusion Angle Class II | 800 | 13 | Disease | disease | CIITA Type IV
10557076 | @GENE_IRF1 | IRF1 | 876 | 5 | Gene | gene | IRF-1
10557076 | @GENE_IRF2 | IRF2 | 886 | 5 | Gene | gene | IRF-2
10557076 | @GENE_IRF1 | IRF1 | 1078 | 5 | Gene | gene | IRF-1
10557076 | @GENE_IRF2 | IRF2 | 1088 | 5 | Gene | gene | IRF-2
10557076 | @GENE_TMEM132A | TMEM132A | 1152 | 25 | Gene | gene | guanylate binding protein
10557076 | @GENE_TMEM132A | TMEM132A | 1179 | 3 | Gene | gene | GBP
10557076 | @GENE_CIITA | CIITA | 1203 | 5 | Gene | gene | CIITA
10557076 | @GENE_IFNG | IFNG | 1222 | 9 | Gene | gene | IFN-gamma
10557076 | @DISEASE_Pancreatic_Neoplasms | Pancreatic Neoplasms | 1252 | 16 | Disease | disease | pancreatic tumor
10557076 | @GENE_IRF2 | IRF2 | 1304 | 5 | Gene | gene | IRF-2
10557076 | @GENE_IRF2 | IRF2 | 1334 | 5 | Gene | gene | IRF-2
10557076 | @DISEASE_Neoplasms | Neoplasms | 1371 | 5 | Disease | disease | tumor
13678465 | @DISEASE_HIV_Infections | HIV Infections | 64 | 13 | Disease | disease | HIV infection
13678465 | @DISEASE_HIV_Infections | HIV Infections | 111 | 3 | Disease | disease | HIV
13678465 | @DISEASE_Cognition_Disorders | Cognition Disorders | 123 | 20 | Disease | disease | cognitive impairment
13678465 | @DISEASE_HIV_Infections | HIV Infections | 307 | 3 | Disease | disease | HIV
13678465 | @DISEASE_Phobia_Social | Phobia Social | 471 | 38 | Disease | disease | impaired neuropsychological evaluation
13678465 | @DISEASE_Cognition_Disorders | Cognition Disorders | 558 | 20 | Disease | disease | Cognitively impaired
13678465 | @DISEASE_Pain | Pain | 754 | 4 | Disease | disease | pain
13678465 | @DISEASE_Cognition_Disorders | Cognition Disorders | 972 | 21 | Disease | disease | cognitive functioning
13678465 | @DISEASE_Cognition_Disorders | Cognition Disorders | 995 | 2 | Disease | disease | CF
13678465 | @DISEASE_Cognition_Disorders | Cognition Disorders | 1195 | 2 | Disease | disease | CF
13678465 | @DISEASE_Cognition_Disorders | Cognition Disorders | 1476 | 2 | Disease | disease | CF
13678465 | @GENE_CD4 | CD4 | 1704 | 3 | Gene | gene | CD4
13678465 | @DISEASE_Acquired_Immunodeficiency_Syndrome | Acquired Immunodeficiency Syndrome | 1724 | 4 | Disease | disease | AIDS
13678465 | @DISEASE_Substance_Related_Disorders | Substance-Related Disorders | 1761 | 10 | Disease | disease | drug abuse
13678465 | @DISEASE_Cognition_Disorders | Cognition Disorders | 1773 | 20 | Disease | disease | Cognitive impairment
13678465 | @DISEASE_Cognition_Disorders | Cognition Disorders | 1847 | 20 | Disease | disease | cognitive impairment
13678465 | @DISEASE_Cognition_Disorders | Cognition Disorders | 1919 | 20 | Disease | disease | Cognitive impairment
14611728 | @GENE_APP | APP | 62 | 10 | Gene | gene | alpha beta
14611728 | @DISEASE_Tuberculosis_Pulmonary | Tuberculosis Pulmonary | 153 | 22 | Disease | disease | pulmonary tuberculosis
14611728 | @DISEASE_Tuberculosis | Tuberculosis | 189 | 16 | Disease | disease | M.tuberculosis (
14611728 | @DISEASE_Tuberculosis | Tuberculosis | 205 | 14 | Disease | disease | MTB) infection
14611728 | @DISEASE_Infections | Infections | 293 | 9 | Disease | disease | infection
14611728 | @DISEASE_Tuberculosis_Pulmonary | Tuberculosis Pulmonary | 451 | 22 | Disease | disease | pulmonary tuberculosis
14611728 | @DISEASE_Tuberculosis | Tuberculosis | 475 | 2 | Disease | disease | TB
14611728 | @GENE_CD4 | CD4 | 514 | 3 | Gene | gene | CD4
14611728 | @DISEASE_Tuberculosis | Tuberculosis | 578 | 2 | Disease | disease | TB
14611728 | @DISEASE_Tuberculosis | Tuberculosis | 631 | 2 | Disease | disease | TB
14611728 | @GENE_CD8A | CD8A | 674 | 3 | Gene | gene | CD8
14611728 | @DISEASE_Tuberculosis | Tuberculosis | 978 | 12 | Disease | disease | TB infection
14611728 | @DISEASE_Tuberculosis | Tuberculosis | 1056 | 2 | Disease | disease | TB
14611728 | @GENE_APP | APP | 1088 | 9 | Gene | gene | alphabeta
14611728 | @GENE_HPD | HPD | 1180 | 3 | Gene | gene | PPD
14611728 | @GENE_APP | APP | 1202 | 9 | Gene | gene | alphabeta
14611728 | @DISEASE_Tuberculosis | Tuberculosis | 1301 | 12 | Disease | disease | TB infection
15871129 | @DISEASE_Malaria | Malaria | 54 | 7 | Disease | disease | malaria
15871129 | @DISEASE_Malaria | Malaria | 107 | 7 | Disease | disease | Malaria
15871129 | @DISEASE_Malaria | Malaria | 342 | 7 | Disease | disease | malaria
15871129 | @DISEASE_Malaria | Malaria | 381 | 7 | Disease | disease | malaria
15871129 | @DISEASE_Parasitemia | Parasitemia | 543 | 11 | Disease | disease | parasitemia
15871129 | @DISEASE_Anemia | Anemia | 627 | 6 | Disease | disease | anemia
15871129 | @DISEASE_Infections | Infections | 685 | 9 | Disease | disease | infection
15871129 | @GENE_CD2 | CD2 | 696 | 3 | Gene | gene | CD2
15871129 | @GENE_CD4 | CD4 | 702 | 3 | Gene | gene | CD4
15871129 | @DISEASE_Malaria | Malaria | 871 | 7 | Disease | disease | malaria
15871129 | @DISEASE_Malaria | Malaria | 1051 | 7 | Disease | disease | malaria
15888249 | @GENE_HLA_E | HLA-E | 0 | 5 | Gene | gene | HLA-E
15888249 | @DISEASE_HIV_Infections | HIV Infections | 31 | 13 | Disease | disease | HIV infection
15888249 | @GENE_KLRD1 | KLRD1 | 72 | 4 | Gene | gene | CD94
15888249 | @DISEASE_HIV_Infections | HIV Infections | 188 | 13 | Disease | disease | HIV infection
15888249 | @GENE_CD4 | CD4 | 263 | 3 | Gene | gene | CD4
15888249 | @DISEASE_HIV_Infections | HIV Infections | 292 | 3 | Disease | disease | HIV
15888249 | @GENE_HLA_E | HLA-E | 376 | 5 | Gene | gene | HLA-E
15888249 | @GENE_CD4 | CD4 | 394 | 3 | Gene | gene | CD4
15888249 | @GENE_KLRD1 | KLRD1 | 441 | 4 | Gene | gene | CD94
15888249 | @GENE_KLRD1 | KLRD1 | 520 | 4 | Gene | gene | CD94
15888249 | @DISEASE_HIV_Infections | HIV Infections | 724 | 13 | Disease | disease | HIV infection
15888249 | @GENE_HLA_A | HLA-A | 773 | 9 | Gene | gene | HLA-A,B,C
15888249 | @GENE_HLA_E | HLA-E | 836 | 5 | Gene | gene | HLA-E
15888249 | @DISEASE_HIV_Infections | HIV Infections | 902 | 12 | Disease | disease | HIV-infected
15888249 | @GENE_HLA_E | HLA-E | 915 | 5 | Gene | gene | HLA-E
15888249 | @GENE_HLA_E | HLA-E | 988 | 5 | Gene | gene | HLA-E
15888249 | @GENE_KLRD1 | KLRD1 | 1100 | 4 | Gene | gene | CD94
15888249 | @GENE_HLA_E | HLA-E | 1105 | 5 | Gene | gene | HLA-E
15888249 | @DISEASE_HIV_Infections | HIV Infections | 1164 | 13 | Disease | disease | HIV infection
16164833 | @DISEASE_COVID_19 | COVID-19 | 68 | 16 | Disease | disease | SARS coronavirus
16164833 | @DISEASE_Severe_Acute_Respiratory_Syndrome | Severe Acute Respiratory Syndrome | 121 | 4 | Disease | disease | SARS
16164833 | @DISEASE_Common_Cold | Common Cold | 1116 | 11 | Disease | disease | common cold
16164833 | @DISEASE_Infections | Infections | 1200 | 9 | Disease | disease | infection
18056374 | @DISEASE_Leishmaniasis | Leishmaniasis | 666 | 26 | Disease | disease | Leishmania major infection
20351144 | @GENE_CD4 | Cd4 | 8 | 3 | Gene | gene | CD4
20351144 | @DISEASE_Respiratory_Tract_Infections | Respiratory Tract Infections | 54 | 19 | Disease | disease | pulmonary infection
20351144 | @DISEASE_Pneumonia | Pneumonia | 291 | 9 | Disease | disease | pneumonia
20351144 | @DISEASE_Splenomegaly | Splenomegaly | 305 | 12 | Disease | disease | splenomegaly
20351144 | @DISEASE_Infections | Infections | 335 | 9 | Disease | disease | infection
20351144 | @DISEASE_Infections | Infections | 381 | 9 | Disease | disease | infection
20351144 | @GENE_CD4 | Cd4 | 439 | 3 | Gene | gene | CD4
20351144 | @DISEASE_Infections | Infections | 499 | 9 | Disease | disease | infection
20351144 | @DISEASE_Infections | Infections | 591 | 9 | Disease | disease | infection
20351144 | @GENE_CD4 | Cd4 | 700 | 3 | Gene | gene | CD4
20351144 | @GENE_CD4 | Cd4 | 875 | 3 | Gene | gene | CD4
20351144 | @DISEASE_Inflammation | Inflammation | 959 | 12 | Disease | disease | inflammation
20351144 | @DISEASE_Mysophobia | Mysophobia | 1004 | 8 | Disease | disease | bacteria
20855355 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 67 | 18 | Disease | disease | multiple sclerosis
